month	ct_avg_Tdx收盘价	股东人数
2011-03	34.95	18998	
2011-06	21.23	12926	
2011-09	14.21	12612	
2011-12	12.02	12465	
2012-03	11.92	12675	
2012-06	10.44	11643	
2012-09	10.08	11197	
2012-12	10.73	12510	
2013-03	10.94	11665	
2013-06	10.28	10441	
2013-12	25.6	7147	
2014-03	42.19	6376	
2014-06	42.98	5147	
2014-09	44.98	5079	
2014-12	45.55	5073	
2015-06	51.6	50155	
2015-09	29.78	42169	
2015-12	50.76	62798	
2016-03	35.03	55317	
2016-09	19.06	64610	
2016-12	17.11	59790	
2017-02	18.42	58207	
2017-03	20.95	44088	
2017-06	25.37	42463	
2017-09	22.19	40126	
2017-12	20.91	38190	
2018-03	20.02	49382	
2018-06	12.34	55499	
2018-09	10.55	49904	
2018-12	11.29	50079	
2019-03	14.41	58948	
2019-06	12.9	53291	
2019-09	18.05	39059	
2019-12	24.96	41376	
2020-03	33.2	54560	
2020-06	39.01	55993	
2020-09	41.61	92970	
2020-12	28.8	175651	
2021-03	25.78	214772	
2021-06	25.22	161103	
2021-09	21.25	134038	
2021-12	24.92	109853	
2022-03	21.65	98128	
2022-06	21.9	125221	
2022-09	18.63	143010	
2022-12	17.36	144923	
2023-03	24.54	87959	
2023-06	33.49	78778	
2023-09	21.89	122834	
2023-12	22.13	134005	
2024-03	18.67	157927	
2024-06	13.58	184159	
2024-09	14.14	179423	
