month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2015-08	29.96	7.83	1.3	72.41	2.53	64.5	
2015-09	27.98	7.31	1.12	57.95	2.21	60.22	
2015-10	33.3	8.7	1.49	85.45	2.69	84.87	
2015-11	37.69	9.85	1.77	88.99	3.04	85.54	
2015-12	36.7	9.59	1.66	84.86	2.81	83.5	
2016-01	28.42	7.43	1.04	45.4	1.88	44.64	
2016-02	29.15	7.62	1.07	21.91	1.89	22.98	
2016-03	34.43	9	1.42	53.22	2.31	56.21	
2016-04	35.89	9.38	1.5	73.39	2.35	74.15	
2016-05	33.12	8.66	1.27	49.32	2.02	48.94	
2016-06	39.06	10.23	1.64	71.92	2.47	72.32	
2016-07	39.85	10.45	1.65	84.31	2.44	84.52	
2016-08	37.01	9.71	1.43	67.97	2.11	68.67	
2016-09	34.79	9.13	1.26	38.08	1.85	39.46	
2016-10	34.9	9.15	1.24	15.07	1.79	16.46	
2016-11	33.64	9	1.14	-1.64	1.69	3.45	
2016-12	31.56	8.28	0.99	-28.53	1.41	-33.04	
2017-01	31.14	8.17	0.96	-41.47	1.33	-46.43	
2017-02	30.64	8.04	0.92	-57.89	1.25	-58.93	
2017-03	32.56	8.54	1.02	-38.12	1.34	-42.51	
2017-04	33.26	8.72	1.04	-23.96	1.34	-24.85	
2017-05	28.18	7.39	0.72	-73.75	0.95	-76.38	
2017-06	29.86	7.87	0.79	-75.69	1.04	-74.15	
2017-07	33.13	8.74	0.96	-28.02	1.23	-24.02	
2017-08	32.43	8.55	0.89	-14.44	1.14	-10.99	
2017-09	32.72	8.63	0.87	-11.39	1.13	-7.31	
2017-10	30.82	8.13	0.74	-25.52	0.97	-22.9	
2017-11	28.51	7.76	0.59	-60.55	0.85	-58.24	
2017-12	21.92	6.6	0.22	-88.01	0.56	-83.16	
2018-01	21.81	6.57	0.2	-90.1	0.53	-87.78	
2018-02	19.55	5.89	0.07	-94.82	0.36	-92.86	
2018-03	21.5	6.48	0.17	-79.91	0.48	-78.86	
2018-04	19.5	5.87	0.06	-88.19	0.33	-87.95	
2018-05	17.38	5.23	-0.06	-96.35	0.18	-96.18	
2018-06	14.91	4.49	-0.19	-97.95	0	-97.95	
2018-07	13.61	4.12	-0.27	-94.15	-0.08	-93.71	
2018-08	13.08	3.97	-0.29	-95.23	-0.12	-94.88	
2018-09	13.53	4.11	-0.27	-82.75	-0.09	-82.19	
2018-10	12.14	3.68	-0.34	-93.05	-0.19	-93.01	
2018-11	12.67	3.84	-0.32	-86.73	-0.16	-86.81	
2018-12	12.04	3.65	-0.35	-96.03	-0.21	-95.94	
2019-01	12.18	3.69	-0.34	-84.29	-0.2	-84.37	
2019-02	15.16	4.6	-0.18	-37.68	-0.01	-37.56	
2019-03	17.97	5.45	-0.03	13.14	0.17	13.61	
2019-04	16.14	4.9	-0.13	22.66	0.04	22.58	
2019-05	13.31	4.04	-0.28	-14.46	-0.14	-14.02	
2019-06	13.5	4.1	-0.28	-23.36	-0.13	-22.6	
2019-07	13.08	3.97	-0.3	-43.4	-0.16	-42.97	
2019-08	12.28	3.76	-0.34	-50.98	-0.21	-50.28	
2019-09	13.46	4.12	-0.28	-32.37	-0.13	-30.09	
2019-10	12.38	3.78	-0.33	-55.8	-0.21	-54.46	
2019-11	12.18	3.72	-0.34	-68.03	-0.22	-66.97	
2019-12	13.19	4.03	-0.28	-49.55	-0.16	-48.7	
2020-01	17.67	5.4	-0.04	18.08	0.12	20.65	
