month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2008-11	0.79	-78.99	
2008-12	1.15	-41.38	
2009-01	1.38	-0.89	
2009-02	1.58	27.54	
2009-03	1.54	39.61	
2009-04	1.54	51.74	
2009-05	1.52	42.76	
2009-06	1.67	72.89	
2009-07	1.66	82.34	
2009-08	1.55	62.88	
2009-09	1.63	51.18	
2009-10	1.93	92.24	
2009-11	1.98	94.05	
2009-12	1.82	72.48	
2010-01	1.99	87.81	
2010-02	1.81	62.32	
2010-03	1.96	81.79	
2010-04	2	83.63	
2010-05	1.64	21.79	
2010-06	1.57	-19.78	
2010-07	1.54	-36.53	
2010-08	1.85	-2.92	
2010-09	2.1	35.95	
2010-10	2.05	43.86	
2010-11	2.59	77.03	
2010-12	2.52	84.01	
2011-01	2.59	84.2	
2011-02	3	96.13	
2011-03	2.93	89.44	
2011-04	2.76	78.01	
2011-05	2.45	39.71	
2011-06	2.43	19.94	
2011-07	2.89	57.61	
2011-08	2.54	22.71	
2011-09	2.22	-24.02	
2011-10	2.08	-46.32	
2011-11	2.29	-41.88	
2011-12	2.19	-63.84	
2012-01	1.88	-75.83	
2012-02	1.74	-83.48	
2012-03	1.82	-78.78	
2012-04	1.7	-88.13	
2012-05	1.74	-88.11	
2012-06	1.68	-90.76	
2012-07	1.59	-96.27	
2012-08	1.59	-88.59	
2012-09	1.6	-82.77	
2012-10	1.56	-90.18	
2012-11	1.45	-97.89	
2012-12	1.38	-90.52	
2013-01	1.41	-85.36	
2013-02	1.41	-78.57	
2013-03	1.5	-59.27	
2013-04	1.44	-50.1	
2013-05	1.45	-54.71	
2013-06	1.33	-58.25	
2013-07	1.26	-84.16	
2013-08	1.37	-69.64	
2013-09	1.54	-21.62	
2013-10	1.7	20.53	
2013-11	1.71	52.64	
2013-12	1.53	45.01	
2014-01	1.44	2.64	
2014-02	1.61	49.39	
2014-03	1.78	75.21	
2014-04	1.9	87.2	
2014-05	1.9	89.11	
2014-06	1.9	87.68	
2014-07	1.9	83.47	
2014-08	1.9	77.68	
2014-09	3.21	92.05	
2014-10	4.47	93.65	
2014-11	4.49	92.41	
2014-12	3.91	75.19	
2015-01	4.37	80.49	
2015-02	5.78	93.27	
2015-03	6.87	96.18	
2015-04	7.6	95.37	
2015-05	8.19	93.48	
2015-06	8.39	91.54	
2015-07	5.21	38.9	
2015-08	7.83	64.5	
2015-09	7.31	60.22	
2015-10	8.7	84.87	
2015-11	9.85	85.54	
2015-12	9.59	83.5	
2016-01	7.43	44.64	
2016-02	7.62	22.98	
2016-03	9	56.21	
