month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2009-04	4.38	-0.53	
2009-05	4.63	-0.5	
2009-06	5.13	-0.44	
2009-07	5.37	-0.4	
2009-08	4.63	-0.48	
2009-09	4.72	-0.45	
2009-10	4.7	-0.45	
2009-11	5.05	-0.39	
2009-12	5.13	-0.37	
2010-01	5.25	-0.35	
2010-02	4.73	-0.41	
2010-03	4.83	-0.39	
2010-04	4.85	-0.38	
2010-05	3.98	-0.48	
2010-06	3.36	-0.56	
2010-07	2.94	-0.61	
2010-08	3.07	-0.58	
2010-09	3.04	-0.58	
2010-10	3.33	-0.54	
2010-11	3.42	-0.52	
2010-12	3.36	-0.52	
2011-01	3.05	-0.56	
2011-02	3.05	-0.55	
2011-03	3.29	-0.51	
2011-04	3.25	-0.51	
2011-05	3.14	-0.52	
2011-06	2.88	-0.56	
2011-07	2.61	-0.59	
2011-08	2.38	-0.62	
2011-09	2.2	-0.65	
2011-10	2.18	-0.64	
2011-11	2.15	-0.64	
2011-12	1.83	-0.69	
2012-01	1.74	-0.7	
2012-02	1.87	-0.67	
2012-03	1.91	-0.66	
2012-04	1.84	-0.67	
2012-05	1.78	-0.67	
2012-06	1.88	-0.64	
2012-07	1.83	-0.64	
2012-08	1.75	-0.65	
2012-09	1.88	-0.61	
2012-10	2.04	-0.56	
2012-11	2.16	-0.53	
2012-12	2.19	-0.51	
2013-01	2.36	-0.47	
2013-02	2.33	-0.47	
2013-03	2.41	-0.44	
2013-04	2.43	-0.43	
2013-05	2.53	-0.4	
2013-06	2.44	-0.41	
2013-07	2.23	-0.46	
2013-08	2.17	-0.47	
2013-09	2.15	-0.47	
2013-10	2.14	-0.47	
2013-11	2.13	-0.47	
2013-12	2.12	-0.47	
2014-01	2.1	-0.48	
2014-02	2.3	-0.43	
2014-03	2.28	-0.43	
2014-04	2.26	-0.44	
2014-05	2.16	-0.46	
2014-06	2.17	-0.46	
2014-07	2.21	-0.44	
2014-08	2.31	-0.42	
2014-09	2.38	-0.4	
2014-10	2.56	-0.35	
2014-11	2.63	-0.34	
2014-12	3.16	-0.2	
2015-01	3.24	-0.18	
2015-02	3.02	-0.24	
2015-03	3.57	-0.1	
2015-04	4.48	0.12	
2015-05	4.52	0.13	
2015-06	5.23	0.3	
2015-07	4.1	0.02	
2015-08	3.62	-0.09	
2015-09	2.99	-0.24	
2015-10	3.01	-0.23	
2015-11	3.06	-0.21	
2015-12	3	-0.22	
