month	ct_avg_Tdx收盘价	人均持股
1999-12	53.45	1711	
2000-12	52.85	977	
2001-12	21.71	898	
2002-06	20.41	991	
2002-09	19.31	1017	
2002-12	15.65	1028	
2003-03	15.23	1036	
2003-06	13.39	1052	
2003-09	13.63	1044	
2003-12	10.69	1069	
2004-03	15.69	1091	
2004-06	14.71	1096	
2004-09	12.39	1125	
2004-12	13.76	1122	
2005-03	12.36	1143	
2005-06	10.19	1167	
2005-09	10.58	1205	
2005-12	9.47	1210	
2006-03	6.7	1821	
2006-06	8.49	1901	
2006-09	8.48	1980	
2006-12	8.13	2103	
2007-03	12.28	3176	
2007-06	12.96	3454	
2007-09	19.62	3242	
2007-12	18.77	2765	
2008-03	23.07	2692	
2008-06	17.15	2660	
2008-09	9.29	2805	
2008-12	8.97	2898	
2009-03	12.59	3652	
2009-06	13.88	4249	
2009-09	13.31	4534	
2009-12	14.04	4963	
2010-03	15.54	5022	
2010-06	13.75	4812	
2010-09	14.27	5058	
2010-12	15.65	5193	
2011-03	16.97	5153	
2011-06	13.75	5321	
2011-09	12.06	5404	
2011-12	11.36	5114	
2012-03	12.17	5307	
2012-06	13.32	5355	
2012-09	11.69	5557	
2012-12	9.86	5664	
2013-03	11.95	5809	
2013-09	25.65	8075	
2013-12	24.91	7680	
2014-03	28.23	7270	
2014-06	26.04	6249	
2014-09	30.73	6525	
2014-12	29	7150	
2015-06	93.31	9123	
2015-09	58.41	7783	
2015-12	99.45	6691	
2016-03	59.17	5316	
2016-06	59.45	5974	
2016-09	62.09	6468	
2016-12	58.87	6283	
2017-03	56.2	6348	
2017-06	55	5372	
2017-09	58.77	5340	
2017-12	66.46	4205	
2018-03	67.53	5302	
2018-06	62.88	5034	
2018-09	42.37	6201	
2018-12	33.59	5963	
2019-03	43.66	5793	
2019-06	26.73	13242	
2019-09	34.23	31811	
2019-12	29.98	30111	
2020-03	40.95	27335	
2020-06	40.36	25227	
2020-09	28.62	18907	
2020-12	21.09	15946	
2021-03	20.3	15467	
2021-06	21.97	18606	
2021-07	25.38	20083.5	
2021-08	26.57	19452	
2021-09	24.62	20554.5	
2021-10	26.51	22742.5	
2021-11	26.93	23227	
2021-12	23.52	20122.33	
2022-01	23.05	20497	
2022-02	21.37	20212.5	
2022-03	20.34	18600	
2022-06	18.59	17860	
2022-07	19.62	19383	
2022-08	18.3	19227	
2022-09	16.69	19164	
2022-10	16.32	18903	
2022-11	18.19	20651	
2022-12	19.44	22686.25	
2023-01	23.3	24567.67	
2023-02	23.9	23019.33	
2023-03	28.01	24214.5	
2023-04	31.97	24569	
2023-06	33.38	22450	
2023-09	24.93	19279.67	
2023-10	21.13	19060	
2023-11	20.83	16847	
2023-12	19.83	16336	
2024-03	23.46	10625.5	
2024-05	21.67	11636	
2024-06	22.71	13543	
2024-07	22.74	13853	
2024-09	19.43	12803	
