month	ct_avg_Tdx收盘价	股东人数
1999-12	53.45	23379	
2000-12	52.85	65534	
2001-12	21.71	71295	
2002-06	20.41	64555	
2002-09	19.31	62955	
2002-12	15.65	62250	
2003-03	15.23	61784	
2003-06	13.39	60841	
2003-09	13.63	61316	
2003-12	10.69	59844	
2004-03	15.69	58660	
2004-06	14.71	58376	
2004-09	12.39	56898	
2004-12	13.76	57050	
2005-03	12.36	55974	
2005-06	10.19	54858	
2005-09	10.58	53102	
2005-12	9.47	52891	
2006-03	6.7	52716	
2006-06	8.49	50505	
2006-09	8.48	48473	
2006-12	8.13	45642	
2007-03	12.28	40151	
2007-06	12.96	36922	
2007-09	19.62	39327	
2007-12	18.77	46110	
2008-03	23.07	55029	
2008-06	17.15	55686	
2008-09	9.29	52809	
2008-12	8.97	51111	
2009-03	12.59	56433	
2009-06	13.88	48496	
2009-09	13.31	45450	
2009-12	14.04	41520	
2010-03	15.54	41036	
2010-06	13.75	42825	
2010-09	14.27	40739	
2010-12	15.65	39683	
2011-03	16.97	39992	
2011-06	13.75	38729	
2011-09	12.06	38134	
2011-12	11.36	40296	
2012-03	12.17	38828	
2012-06	13.32	38480	
2012-09	11.69	37087	
2012-12	9.86	36385	
2013-03	11.95	35475	
2013-09	25.65	25519	
2013-12	24.91	26833	
2014-03	28.23	28346	
2014-06	26.04	32976	
2014-09	30.73	31580	
2014-12	29	28821	
2015-06	93.31	22589	
2015-09	58.41	26477	
2015-12	99.45	30797	
2016-03	59.17	38764	
2016-06	59.45	34493	
2016-09	62.09	31861	
2016-12	58.87	32798	
2017-03	56.2	32461	
2017-06	55	38361	
2017-09	58.77	38590	
2017-12	66.46	49012	
2018-03	67.53	38871	
2018-06	62.88	40934	
2018-09	42.37	46527	
2018-12	33.59	48384	
2019-03	43.66	49806	
2019-06	26.73	62920	
2019-09	34.23	64220	
2019-12	29.98	67847	
2020-03	40.95	74735	
2020-06	40.36	80980	
2020-09	28.62	151271	
2020-12	21.09	179362	
2021-03	20.3	184910	
2021-06	21.97	153722	
2021-07	25.38	142525.5	
2021-08	26.57	147188	
2021-09	24.62	139191.5	
2021-10	26.51	126022	
2021-11	26.93	123287.33	
2021-12	23.52	143331.67	
2022-01	23.05	139772	
2022-02	21.37	141746	
2022-03	20.34	153769	
2022-06	18.59	160142	
2022-07	19.62	147555	
2022-08	18.3	148757	
2022-09	16.69	149242	
2022-10	16.32	151300	
2022-11	18.19	138658.5	
2022-12	19.44	126102.75	
2023-01	23.3	116474.67	
2023-02	23.9	124258.67	
2023-03	28.01	118173.5	
2023-04	31.97	116412	
2023-06	33.38	127395	
2023-09	24.93	148358	
2023-10	21.13	150060	
2023-11	20.83	169771	
2023-12	19.83	175080.67	
2024-03	23.46	270215.5	
2024-05	21.67	245792	
2024-06	22.71	211192	
2024-07	22.74	206458	
2024-09	19.43	223395	
