month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2009-11	4.22	0.91	
2009-12	4.53	1.01	
2010-01	4.4	0.93	
2010-02	3.85	0.67	
2010-03	3.97	0.7	
2010-04	3.82	0.61	
2010-05	3.13	0.3	
2010-06	2.9	0.2	
2010-07	2.89	0.18	
2010-08	2.97	0.21	
2010-09	2.9	0.16	
2010-10	3.21	0.28	
2010-11	3.09	0.22	
2010-12	2.9	0.14	
2011-01	3.01	0.17	
2011-02	3.16	0.22	
2011-03	3.05	0.16	
2011-04	3.11	0.18	
2011-05	2.94	0.1	
2011-06	2.88	0.07	
2011-07	2.88	0.06	
2011-08	2.62	-0.04	
2011-09	2.57	-0.06	
2011-10	2.57	-0.07	
2011-11	2.69	-0.03	
2011-12	2.63	-0.06	
2012-01	2.79	-0.01	
2012-02	2.81	-0.01	
2012-03	2.73	-0.04	
2012-04	2.65	-0.08	
2012-05	2.58	-0.1	
2012-06	2.42	-0.16	
2012-07	2.27	-0.22	
2012-08	2.29	-0.21	
2012-09	2.28	-0.22	
2012-10	2.38	-0.19	
2012-11	2.36	-0.2	
2012-12	2.5	-0.16	
2013-01	2.66	-0.1	
2013-02	2.71	-0.09	
2013-03	2.83	-0.06	
2013-04	2.67	-0.12	
2013-05	2.58	-0.15	
2013-06	2.36	-0.23	
2013-07	2.25	-0.26	
2013-08	2.28	-0.26	
2013-09	2.34	-0.24	
2013-10	2.3	-0.26	
2013-11	2.5	-0.2	
2013-12	2.47	-0.21	
2014-01	2.37	-0.25	
2014-02	2.51	-0.21	
2014-03	2.69	-0.15	
2014-04	2.71	-0.15	
2014-05	2.64	-0.18	
2014-06	2.76	-0.14	
2014-07	2.73	-0.16	
2014-08	2.87	-0.12	
2014-09	2.97	-0.09	
2014-10	2.83	-0.14	
2014-11	2.85	-0.13	
2014-12	3.3	0	
2015-01	3.63	0.09	
2015-02	3.22	-0.04	
2015-03	3.42	0.02	
2015-04	3.95	0.18	
2015-05	4.16	0.23	
2015-06	4.1	0.21	
2015-07	3.83	0.13	
2015-08	3.1	-0.08	
2015-09	2.76	-0.18	
2015-10	2.89	-0.14	
2015-11	2.92	-0.12	
2015-12	2.82	-0.15	
2016-01	2.58	-0.21	
2016-02	2.48	-0.23	
2016-03	2.62	-0.17	
2016-04	2.79	-0.11	
2016-05	2.67	-0.13	
2016-06	2.69	-0.12	
2016-07	2.77	-0.08	
2016-08	2.82	-0.06	
2016-09	2.83	-0.06	
2016-10	2.9	-0.03	
2016-11	2.93	-0.02	
2016-12	3.19	0.07	
2017-01	3.42	0.15	
2017-02	3.41	0.14	
2017-03	3.3	0.1	
2017-04	3.41	0.14	
2017-05	3.42	0.14	
2017-06	3.51	0.17	
2017-07	3.61	0.2	
2017-08	3.61	0.2	
2017-09	3.58	0.19	
2017-10	3.58	0.19	
2017-11	3.72	0.23	
2017-12	3.68	0.22	
2018-01	4.31	0.43	
2018-02	4.13	0.37	
2018-03	3.98	0.32	
2018-04	4.11	0.37	
2018-05	4.32	0.44	
2018-06	4.16	0.39	
2018-07	4.14	0.38	
2018-08	4.29	0.43	
2018-09	4.49	0.49	
2018-10	4.24	0.39	
2018-11	4.01	0.31	
2018-12	3.81	0.25	
2019-01	3.55	0.16	
2019-02	3.89	0.27	
2019-03	3.93	0.28	
2019-04	3.87	0.25	
2019-05	3.59	0.16	
2019-06	3.69	0.19	
2019-07	3.68	0.18	
2019-08	3.48	0.12	
2019-09	3.59	0.15	
2019-10	3.56	0.14	
2019-11	3.5	0.12	
2019-12	3.55	0.13	
2020-01	3.65	0.16	
2020-02	3.34	0.06	
2020-03	3.28	0.04	
2020-04	3.2	0.01	
2020-05	3.08	-0.03	
2020-06	2.99	-0.06	
2020-07	3.03	-0.05	
2020-08	3	-0.06	
2020-09	2.93	-0.08	
2020-10	2.93	-0.08	
2020-11	3.1	-0.03	
2020-12	3.09	-0.04	
2021-01	3.11	-0.03	
2021-02	3.23	0	
2021-03	3.34	0.03	
2021-04	3.27	0.01	
2021-05	3.36	0.03	
2021-06	3.44	0.06	
2021-07	3.23	-0.01	
2021-08	3.15	-0.03	
2021-09	3.59	0.1	
2021-10	3.57	0.09	
2021-11	3.32	0.01	
2021-12	3.4	0.03	
2022-01	3.46	0.04	
2022-02	3.53	0.06	
2022-03	3.4	0.02	
2022-04	3.48	0.04	
2022-05	3.49	0.04	
2022-06	3.58	0.06	
2022-07	3.54	0.05	
2022-08	3.6	0.06	
2022-09	3.82	0.12	
2022-10	3.85	0.13	
2022-11	3.87	0.13	
2022-12	4	0.17	
2023-01	4	0.16	
2023-02	4.1	0.18	
2023-03	4.86	0.4	
2023-04	5.55	0.59	
2023-05	5.78	0.64	
2023-06	5.86	0.65	
2023-07	5.98	0.68	
2023-08	5.68	0.58	
2023-09	5.82	0.61	
2023-10	5.43	0.5	
2023-11	5.18	0.43	
2023-12	5.11	0.4	
2024-01	5.29	0.44	
2024-02	5.84	0.57	
2024-03	5.95	0.59	
2024-04	6.15	0.63	
2024-05	6.09	0.6	
2024-06	5.88	0.53	
2024-07	6.27	0.62	
2024-08	6.55	0.67	
2024-09	6.49	0.64	
2024-10	6.57	0.65	
2024-11	6.32	0.57	
2024-12	6.51	0.6	
2025-01	6.34	0.55	
