month	ct_avg_Tdx收盘价	人均持股
1997-12	11.67	1262	
1998-12	7.5	1400	
1999-12	4.99	1836	
2000-12	6.22	1716	
2001-06	6.83	2140	
2001-12	5.37	2099	
2002-06	5.24	2249	
2002-09	6.07	2453	
2002-12	6.05	2565	
2003-03	7.25	3242	
2003-06	10.71	6597	
2003-09	9.19	6437	
2003-12	9.56	6616	
2004-03	10.4	5339	
2004-06	6.92	4857	
2004-09	5.66	4433	
2004-12	4.04	4277	
2005-03	3.59	4201	
2005-06	2.86	4289	
2005-09	3	4527	
2005-12	2.97	4935	
2006-03	3.54	5060	
2006-06	3.46	5900	
2006-09	3.12	6240	
2006-12	3.85	6105	
2007-03	7.64	6411	
2007-06	11.3	6867	
2007-09	20.82	8205	
2007-12	17.9	6011	
2008-03	17.3	7587	
2008-06	10.89	7227	
2008-09	6.06	6736	
2008-12	7.49	7650	
2009-03	11.65	8865	
2009-06	15.09	12980	
2009-09	17.69	19188	
2009-12	25.42	26782	
2010-03	22.51	16705	
2010-06	16.34	11683	
2010-09	18.73	13273	
2010-12	17.21	10701	
2011-03	17.62	12437	
2011-06	13.59	10866	
2011-09	11.65	11070	
2011-12	8.25	10701	
2012-03	10.98	11519	
2012-06	11.62	12802	
2012-09	7.04	12054	
2012-12	7.37	12406	
2013-03	8.25	11143	
2013-06	13.75	12167	
2013-09	14.5	13455	
2013-12	12.26	12831	
2014-03	10.15	10881	
2014-06	9.64	10979	
2014-09	11.17	12465	
2014-12	14.42	16018	
2015-03	18.89	17645	
2015-06	26.16	16722	
2015-09	14.88	14977	
2015-12	15.46	17159	
2016-03	13.16	17711	
2016-06	11.36	13568	
2016-09	10.54	15255	
2016-12	11.07	16934	
2017-03	11.93	18507	
2017-04	11.25	18499	
2017-06	9.91	18149	
2017-08	10.12	17526	
2017-09	11.58	17310	
2017-10	13.18	17127.5	
2017-12	10.49	15695	
2018-03	10.6	16131.5	
2018-04	9.9	16045.5	
2018-05	9.16	15900	
2018-06	8.02	16144	
2018-07	7.35	16188.33	
2018-08	7	16316.67	
2018-09	6.4	16329.25	
2018-10	5.91	16107	
2018-11	7.12	16188.33	
2018-12	7.13	16570.5	
2019-01	7.01	16727.33	
2019-02	7.65	17102	
2019-03	8.5	17654	
2019-04	11.26	15898	
2019-05	9.34	16906	
2019-06	9.39	17211.5	
2019-07	9.42	17530.33	
2019-08	9.02	17869.33	
2019-09	8.71	16963	
2019-10	8.06	16991.33	
2019-11	9.35	18475.67	
2019-12	10.28	18714.67	
2020-01	10.16	19326	
2020-02	9.47	18519	
2020-03	8.98	18023.5	
2020-04	9.79	10719	
2020-05	10.28	11111.33	
2020-06	11.1	11755.67	
2020-07	13.53	11441	
2020-08	13.88	10956	
2020-09	13.79	11409.33	
2020-10	12.2	9800.5	
2020-11	12.75	9326	
2020-12	12.03	8923.33	
2021-01	11.21	8984	
2021-02	11.25	9068.33	
2021-03	11.15	9080	
2021-04	11.01	9171.5	
2021-05	11.1	9192.33	
2021-06	10.93	9078	
2021-07	10.83	9106	
2021-08	11.35	9584.5	
2021-09	11.39	9285.67	
2021-10	10.85	9111	
2021-11	10.53	9209.67	
2021-12	10.43	16989.33	
2022-01	10.02	16841	
2022-02	9.61	17158.5	
2022-03	8.67	17269	
2022-04	8.34	17284.67	
2022-05	8.29	17142.67	
2022-06	9.65	15615	
2022-07	8.89	15714.33	
2022-08	8.54	16002	
2022-09	7.76	16299	
2022-12	8.28	16001	
2023-03	8.44	18323	
2023-06	8.16	62969	
2023-09	8.76	69223	
2023-12	8.95	53768	
2024-03	8.9	59130	
2024-06	8.12	60962	
2024-09	7.94	65472	
