month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2012-06	5.23	-0.49	
2012-07	6.97	-0.32	
2012-08	6.31	-0.38	
2012-09	5.69	-0.44	
2012-10	5.55	-0.46	
2012-11	5.51	-0.46	
2012-12	6.62	-0.35	
2013-01	6.46	-0.36	
2013-02	6.43	-0.37	
2013-03	5.93	-0.41	
2013-04	5.59	-0.45	
2013-05	5.93	-0.41	
2013-06	5.48	-0.46	
2013-07	5.7	-0.43	
2013-08	5.71	-0.43	
2013-09	6.09	-0.39	
2013-10	7.07	-0.29	
2013-11	7.25	-0.27	
2013-12	8.19	-0.18	
2014-01	8.97	-0.1	
2014-02	9.42	-0.05	
2014-03	9.06	-0.09	
2014-04	8.83	-0.11	
2014-05	8.7	-0.12	
2014-06	9.23	-0.06	
2014-07	9.97	0.02	
2014-08	10.19	0.04	
2014-09	9.87	0.01	
2014-10	9.46	-0.03	
2014-11	9.43	-0.03	
2014-12	9.43	-0.04	
2015-01	10.2	0.04	
2015-05	17.88	0.81	
2015-06	19.99	1	
2015-07	12.5	0.25	
2015-08	12.56	0.26	
2015-09	10.48	0.06	
2015-10	11.75	0.2	
2015-11	13.28	0.37	
2015-12	13.86	0.45	
2016-01	11.95	0.25	
2016-02	12.99	0.36	
2016-05	9.92	0.04	
2016-06	6.49	-0.31	
2016-07	6.48	-0.31	
2016-08	6.21	-0.34	
2016-09	6.14	-0.34	
2016-10	6.08	-0.34	
2016-11	6.27	-0.31	
2016-12	6.54	-0.27	
2017-01	6.27	-0.29	
2017-02	6.17	-0.29	
2017-03	6.33	-0.26	
2017-04	6.47	-0.24	
2017-05	5.9	-0.3	
2017-06	5.49	-0.35	
2017-07	6.08	-0.28	
2017-08	7.17	-0.15	
2017-09	8.72	0.03	
2017-10	9.76	0.15	
2017-11	12	0.41	
2017-12	11.6	0.36	
2018-01	12.22	0.43	
2018-02	10	0.17	
2018-03	10.36	0.21	
2018-04	11.01	0.29	
2018-05	12.11	0.41	
2018-06	7.42	-0.13	
2018-07	6.49	-0.24	
2018-08	6.26	-0.26	
2018-09	6.46	-0.24	
2018-10	5.79	-0.31	
2018-11	7.84	-0.06	
2018-12	8.74	0.05	
2019-01	9.2	0.11	
2019-02	11.96	0.43	
2019-03	12.03	0.43	
2019-04	13.76	0.63	
2019-05	15.14	0.78	
2019-06	14.35	0.68	
2019-07	13.87	0.61	
2019-08	13.9	0.61	
2019-09	14.36	0.65	
2019-10	12.66	0.45	
2019-11	12.48	0.43	
2019-12	13.28	0.51	
2020-01	14.37	0.63	
2020-02	16.86	0.89	
2020-03	14.17	0.58	
2020-04	12.7	0.4	
2020-05	14.11	0.55	
2020-06	15.18	0.65	
2020-07	21.72	1.33	
2020-08	24.11	1.54	
2020-09	24.77	1.55	
2020-10	29.46	1.96	
2020-11	31.58	2.09	
2020-12	33.6	2.2	
2021-01	42.22	2.89	
2021-02	48.32	3.28	
2021-03	34.39	1.97	
2021-04	33.33	1.82	
2021-05	38.79	2.19	
2021-06	37.03	1.97	
2021-07	41.82	2.26	
2021-08	50.59	2.81	
2021-09	53.48	2.89	
2021-10	54.69	2.84	
2021-11	48.96	2.34	
2021-12	44.8	1.97	
2022-01	40.79	1.65	
2022-02	39.92	1.53	
2022-03	43.23	1.68	
2022-04	39.46	1.4	
2022-05	42.67	1.53	
2022-06	53.48	2.09	
2022-07	59.24	2.32	
2022-08	54.32	1.97	
2022-09	51.44	1.75	
2022-10	47.46	1.48	
2022-11	44.8	1.3	
2022-12	40.64	1.05	
2023-01	40.22	1	
2023-02	40.98	1.01	
2023-03	39.49	0.9	
2023-04	39.65	0.89	
2023-05	38.28	0.8	
2023-06	33.26	0.54	
2023-07	33.91	0.56	
2023-08	33.36	0.51	
2023-09	31.32	0.41	
2023-10	29.81	0.33	
2023-11	26.67	0.18	
2023-12	23.55	0.04	
2024-01	25.2	0.11	
2024-02	25.55	0.12	
2024-03	26.43	0.15	
2024-04	23.42	0.01	
2024-05	22.51	-0.03	
2024-06	21.12	-0.09	
2024-07	17.71	-0.24	
2024-08	18.62	-0.2	
2024-09	18.98	-0.19	
2024-10	23.92	0.01	
2024-11	28.28	0.19	
2024-12	24.42	0.02	
2025-01	21	-0.13	
