month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2012-06	2.08	-0.3	
2012-07	2.76	-0.07	
2012-08	2.5	-0.17	
2012-09	2.26	-0.25	
2012-10	2.2	-0.27	
2012-11	2.19	-0.28	
2012-12	2.63	-0.14	
2013-01	2.56	-0.17	
2013-02	2.55	-0.18	
2013-03	2.35	-0.25	
2013-04	2.22	-0.29	
2013-05	2.37	-0.25	
2013-06	2.21	-0.3	
2013-07	2.3	-0.28	
2013-08	2.3	-0.28	
2013-09	2.45	-0.24	
2013-10	2.85	-0.12	
2013-11	2.92	-0.11	
2013-12	3.31	0.01	
2014-01	3.62	0.09	
2014-02	3.8	0.13	
2014-03	3.65	0.08	
2014-04	3.56	0.05	
2014-05	3.51	0.02	
2014-06	3.79	0.1	
2014-07	4.15	0.19	
2014-08	4.25	0.21	
2014-09	4.11	0.16	
2014-10	3.93	0.1	
2014-11	3.88	0.08	
2014-12	3.87	0.07	
2015-01	4.23	0.17	
2015-02	4.45	0.22	
2015-03	4.45	0.21	
2015-04	4.45	0.2	
2015-05	6.66	0.78	
2015-06	8.3	1.19	
2015-07	5.02	0.32	
2015-08	5.22	0.37	
2015-09	4.35	0.15	
2015-10	4.92	0.3	
2015-11	5.52	0.46	
2015-12	5.76	0.52	
2016-01	4.96	0.31	
2016-02	5.67	0.5	
2016-03	5.74	0.51	
2016-04	5.74	0.51	
2016-05	5.42	0.42	
2016-06	5.44	0.44	
2016-07	5.43	0.44	
2016-08	5.23	0.39	
2016-09	5.15	0.38	
2016-10	5.1	0.37	
2016-11	5.26	0.42	
2016-12	5.48	0.48	
2017-01	5.26	0.41	
2017-02	5.17	0.38	
2017-03	5.31	0.4	
2017-04	5.42	0.42	
2017-05	4.95	0.29	
2017-06	4.64	0.21	
2017-07	5.17	0.34	
2017-08	6.1	0.57	
2017-09	7.41	0.9	
2017-10	8.31	1.1	
2017-11	10.21	1.54	
2017-12	9.86	1.42	
2018-01	10.39	1.5	
2018-02	8.5	1.02	
2018-03	8.81	1.07	
2018-04	9.37	1.17	
2018-05	10.43	1.39	
2018-06	6.39	0.46	
2018-07	5.6	0.28	
2018-08	5.4	0.23	
2018-09	5.56	0.26	
2018-10	4.99	0.12	
2018-11	6.76	0.51	
2018-12	7.53	0.67	
2019-01	7.93	0.74	
2019-02	10.31	1.23	
2019-03	10.37	1.21	
2019-04	11.85	1.48	
2019-05	13.1	1.7	
2019-06	12.5	1.53	
2019-07	12.08	1.4	
2019-08	12.11	1.37	
2019-09	12.51	1.4	
2019-10	11.03	1.09	
2019-11	10.88	1.03	
2019-12	11.57	1.12	
2020-01	12.52	1.26	
2020-02	14.69	1.59	
2020-03	12.34	1.14	
2020-04	11.07	0.89	
2020-05	12.33	1.07	
2020-06	13.41	1.21	
2020-07	19.19	2.07	
2020-08	21.29	2.31	
2020-09	21.88	2.3	
2020-10	26.02	2.78	
2020-11	27.9	2.91	
2020-12	29.68	3.01	
2021-01	37.29	3.81	
2021-02	42.68	4.24	
2021-03	30.38	2.6	
2021-04	29.45	2.39	
2021-05	34.35	2.81	
2021-06	32.91	2.53	
2021-07	37.17	2.84	
2021-08	44.96	3.45	
2021-09	47.53	3.51	
2021-10	48.61	3.41	
2021-11	43.51	2.81	
2021-12	39.82	2.37	
2022-01	36.25	1.99	
2022-02	35.48	1.85	
2022-03	38.88	2.03	
2022-04	35.07	1.67	
2022-05	38.01	1.82	
2022-06	48.52	2.48	
2022-07	53.75	2.72	
2022-08	49.28	2.31	
2022-09	46.67	2.04	
2022-10	43.06	1.74	
2022-11	40.65	1.53	
2022-12	36.88	1.25	
2023-01	36.49	1.18	
2023-02	37.18	1.18	
2023-03	35.83	1.06	
2023-04	35.98	1.03	
2023-05	34.86	0.94	
2023-06	32.7	0.79	
2023-07	33.35	0.79	
2023-08	32.8	0.74	
2023-09	30.79	0.61	
2023-10	29.31	0.52	
2023-11	26.23	0.34	
2023-12	23.16	0.18	
2024-01	24.78	0.24	
2024-02	25.12	0.25	
2024-03	25.99	0.28	
2024-04	23.03	0.12	
2024-05	22.13	0.07	
2024-06	21.27	0.02	
2024-07	18.16	-0.13	
2024-08	19.1	-0.09	
2024-09	19.47	-0.08	
2024-10	24.54	0.15	
2024-11	29.01	0.34	
2024-12	25.05	0.15	
2025-01	21.54	-0.02	
