month	ct_avg_前复权价格	股东人数
2017-11	2.15	63020	
2017-12	2.35	26799	
2018-02	1.71	21444	
2018-03	1.67	21444	
2018-06	2.6	14692	
2018-09	1.96	12712	
2018-12	2.05	11002	
2019-03	2.27	10717	
2019-06	1.98	10137	
2019-09	2.2	9234	
2019-12	3.24	10759	
2020-03	3.03	17762	
2020-06	4.1	12838	
2020-09	4.53	17017	
2020-12	4.62	20014	
2021-02	4.26	28969	
2021-03	3.84	23470	
2021-06	7.2	17184	
2021-09	10.07	22893	
2021-12	10.06	32174	
2022-03	8.15	28570	
2022-06	9.3	37231	
2022-09	7.37	48555	
2022-12	6.86	51142	
2023-03	5.92	66474	
2023-06	6.12	49037	
2023-09	5.59	47067	
2023-12	3.67	53822	
2024-03	3.35	63372	
2024-06	2.78	70809	
2024-09	2.06	72132	
