month	ct_avg_Tdx收盘价	人均持股
2017-11	51.3	1011	
2017-12	56.03	2377	
2018-02	43.45	2971	
2018-06	61.64	4336	
2018-09	46.29	5011	
2018-12	48.49	17553	
2019-03	53.77	18020	
2019-06	46.43	19051	
2019-09	51.62	20914	
2019-12	76.02	17988	
2020-03	71.06	10896	
2020-06	95.65	15075	
2020-09	105.82	11373	
2020-12	107.92	22152	
2021-02	99.45	15321	
2021-03	89.61	18911	
2021-06	119.57	40291	
2021-09	167.31	30243	
2021-12	167.09	21519	
2022-03	135.14	24260	
2022-06	76.93	37233	
2022-09	61.03	28550	
2022-12	56.79	27106	
2023-03	48.97	20872	
2023-06	34.72	41026	
2023-09	31.71	42765	
2023-12	20.82	37398	
2024-03	19.02	31790	
2024-06	15.68	30171	
2024-09	11.6	29618	
