month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2022-11	1	-69.42	
2022-12	1.03	-64.61	
2023-01	1.05	-48.72	
2023-02	1.1	-8.39	
2023-03	1.08	0.97	
2023-04	1.09	16.07	
2023-05	1.15	41.56	
2023-06	1.03	-1.38	
2023-07	0.98	-40.18	
2023-08	1.11	0.16	
2023-09	1.02	-26.96	
2023-10	1	-57.46	
2023-11	1.08	-21.39	
2023-12	1.04	-3.83	
2024-01	0.91	-74.72	
2024-02	0.9	-87.44	
2024-03	0.91	-82.78	
2024-04	0.85	-92.95	
2024-05	0.89	-80.31	
2024-06	0.84	-90.6	
2024-07	0.76	-94.76	
2024-08	0.77	-92	
2024-09	0.81	-77.77	
2024-10	0.99	-13.54	
2024-11	0.99	14.16	
2024-12	0.97	25.16	
2025-01	0.85	-11.21	
2025-02	0.85	-33.04	
