month	ct_avg_Tdx收盘价	股东人数
2010-05	83.47	66784	
2010-06	79.56	11768	
2010-09	71.91	11399	
2010-12	94.7	8603	
2011-03	86.55	11768	
2011-06	36.4	12945	
2011-09	42.12	10157	
2011-12	42.86	9468	
2012-03	42.76	9127	
2012-06	35.46	9860	
2012-09	27.59	11134	
2012-12	29.62	9635	
2013-03	37.32	11499	
2013-06	36.79	19315	
2013-09	24.99	19179	
2013-12	23.15	29756	
2014-03	19.76	53294	
2014-06	17.09	53212	
2014-09	19.48	55760	
2014-12	22.51	38823	
2015-03	28.57	69585	
2015-06	44.23	129591	
2015-09	31.74	101486	
2015-12	34.59	108944	
2016-03	30.13	102467	
2016-06	21.13	95353	
2016-09	24.55	88000	
2016-12	24.09	94712	
2017-03	30.39	72835	
2017-06	30.2	151799	
2017-09	32.62	127510	
2017-12	38.59	167039	
2018-03	42.84	137437	
2018-06	38.22	150262	
2018-09	29.06	182216	
2018-12	27.15	194110	
2019-03	35.15	186407	
2019-06	25.84	298994	
2019-09	33.68	217240	
2019-12	31.75	237895	
2020-03	31.24	312557	
2020-06	29.26	317713	
2020-09	36.89	242350	
2020-12	45.76	199030	
2021-03	54.94	234089	
2021-06	61.21	219924	
2021-09	53.53	265403	
2021-12	51.34	276009	
2022-03	43.35	308098	
2022-06	35.11	428282	
2022-09	29.44	537996	
2022-12	34.05	408327	
2023-03	40.68	329519	
2023-06	34.37	382245	
2023-09	33.62	354629	
2023-12	33.52	324840	
2024-03	33.64	356222	
2024-06	32.23	337099	
2024-09	26.49	384154	
