month	ct_avg_Tdx收盘价	股东人数
2002-06	10.43	1975	
2002-09	10.95	1921	
2002-12	11.48	1510	
2005-09	7.12	853	
2005-12	6.2	809	
2006-06	5.22	743	
2006-12	5.12	704	
2007-03	6.68	638	
2007-06	8.44	617	
2007-09	10.97	566	
2007-12	10.3	548	
2008-03	8.06	541	
2008-06	6.38	554	
2008-09	5.34	529	
2008-12	5.64	530	
2009-03	5.73	527	
2009-09	5.84	523	
2009-12	7.07	517	
2010-03	7.82	511	
2010-06	6.42	518	
2010-09	6.91	514	
2010-12	6.72	514	
2011-03	6.66	511	
2011-06	5.78	512	
2011-09	5.38	513	
2012-03	6	508	
2012-06	5.88	509	
2012-09	4.7	505	
2019-12	10.96	419	
2020-03	10.02	418	
2020-06	9.98	421	
2020-12	9.36	29405	
2021-03	9.53	414	
2021-06	9.96	411	
2021-09	8.82	408	
2021-12	8.54	403	
2022-06	8.34	405	
2022-09	7.47	406	
2022-12	8.16	402	
2023-03	8.6	397	
2023-06	9.67	395	
2023-09	9.97	391	
2024-03	11.73	385	
2024-06	12.09	380	
2024-09	13.91	376	
