month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2009-05	6.04	1.27	-0.24	19.54	0	19.49	
2009-06	6.24	1.32	-0.21	38.69	0.04	40.1	
2009-07	6.54	1.43	-0.18	52.87	0.13	57.14	
2009-08	6.07	1.33	-0.23	36.86	0.05	46.94	
2009-09	5.84	1.28	-0.26	1.05	0	23.9	
2009-10	6.07	1.33	-0.23	11.78	0.04	36.83	
2009-11	6.76	1.49	-0.14	53.4	0.16	66.24	
2009-12	7.07	1.56	-0.09	71.08	0.22	76.32	
2010-01	7.22	1.59	-0.07	82.05	0.24	87.77	
2010-02	7.33	1.61	-0.05	87.14	0.25	90.95	
2010-03	7.82	1.72	0.01	96.58	0.33	97.05	
2010-04	7.76	1.71	0	86.65	0.32	86.69	
2010-05	7.05	1.55	-0.09	52.58	0.19	51.96	
2010-06	6.42	1.48	-0.17	13.25	0.14	20.3	
2010-07	6.66	1.54	-0.13	-0.34	0.18	16.76	
2010-08	6.78	1.56	-0.11	-6.66	0.19	18.1	
2010-09	6.91	1.59	-0.09	-3.62	0.21	31.49	
2010-10	7.49	1.73	-0.01	38.11	0.32	63.06	
2010-11	7.29	1.68	-0.03	45.78	0.28	64.08	
2010-12	6.72	1.55	-0.1	-11.26	0.17	11.37	
2011-01	6.47	1.49	-0.13	-53.04	0.13	-25.67	
2011-02	6.53	1.51	-0.12	-53.57	0.15	-34.82	
2011-03	6.66	1.53	-0.1	-49.88	0.17	-34.67	
2011-04	6.9	1.59	-0.06	-15.23	0.21	-0.89	
2011-05	6.83	1.58	-0.06	-3.3	0.21	9.4	
2011-06	5.78	1.4	-0.2	-63.52	0.07	-43.11	
2011-07	5.48	1.34	-0.23	-90.05	0.02	-76.53	
2011-08	5.49	1.34	-0.22	-88.01	0.03	-81.72	
2011-09	5.38	1.31	-0.23	-90.14	0.01	-89.41	
2011-10	5.45	1.33	-0.22	-83.87	0.02	-83.99	
2011-11	5.74	1.4	-0.17	-52.93	0.09	-50.04	
2011-12	5.75	1.4	-0.16	-39.41	0.09	-37.66	
2012-01	5.72	1.39	-0.16	-38.57	0.08	-35.06	
2012-02	5.94	1.45	-0.12	-2.77	0.12	7.41	
2012-03	6	1.46	-0.11	14.81	0.12	25.61	
2012-04	6	1.46	-0.1	25.63	0.12	34.51	
2012-05	6.06	1.48	-0.09	39.37	0.14	44.16	
2012-06	5.88	1.43	-0.11	21.76	0.1	21.65	
2012-07	5.22	1.35	-0.21	-32.55	0.03	-21.43	
2012-08	4.99	1.3	-0.24	-61.18	-0.01	-51.4	
2012-09	4.7	1.22	-0.28	-74.06	-0.07	-67.41	
2012-10	4.86	1.26	-0.25	-72.67	-0.04	-65.08	
2012-11	4.84	1.26	-0.25	-77.68	-0.05	-71.18	
2012-12	5.05	1.31	-0.22	-53.27	-0.01	-51.11	
2013-01	5.3	1.38	-0.18	-26.21	0.04	-11.61	
2013-02	5.47	1.42	-0.15	-0.83	0.07	17.62	
2013-03	5.41	1.41	-0.16	9.22	0.05	31.04	
2013-04	5.47	1.42	-0.15	28.03	0.05	46.97	
2013-05	5.89	1.53	-0.09	55.23	0.13	66.4	
2013-06	5.61	1.46	-0.13	50.26	0.07	57.77	
2013-07	5.16	1.42	-0.2	5.86	0.04	47.44	
2013-08	5.35	1.49	-0.17	5.88	0.09	76.58	
2013-09	5.61	1.56	-0.13	53.38	0.13	89.99	
2013-10	5.7	1.59	-0.11	66.42	0.14	91.32	
2013-11	5.77	1.61	-0.1	76.36	0.16	94.81	
2013-12	5.65	1.57	-0.12	66.68	0.12	78.94	
2014-01	5.44	1.52	-0.15	13.14	0.09	39.84	
2014-02	5.54	1.54	-0.13	14.84	0.09	43.25	
2014-03	5.38	1.5	-0.16	-26.4	0.06	10.84	
2014-04	5.66	1.58	-0.11	-1.7	0.11	29.51	
2014-05	5.61	1.56	-0.12	17.41	0.09	41.03	
2014-06	5.83	1.64	-0.08	67.99	0.15	76.52	
2014-07	5.93	1.77	-0.07	69.8	0.23	89.56	
2014-08	6.19	1.85	-0.03	88.18	0.28	91.16	
2014-09	6.11	1.82	-0.04	81.76	0.25	83.2	
2014-10	6.06	1.81	-0.05	71.73	0.23	75.3	
2014-11	6.23	1.86	-0.02	87.81	0.26	90.4	
2014-12	6.97	2.09	0.09	97.36	0.4	97.32	
2015-01	7.21	2.16	0.12	92.72	0.44	92.23	
2015-02	7.03	2.1	0.09	84.41	0.39	84.41	
2015-03	7.47	2.24	0.15	93.59	0.46	93.67	
2015-04	8.67	2.6	0.33	99.15	0.69	99.15	
2015-05	8.66	2.59	0.32	90.09	0.66	89.91	
2015-06	10.09	3.02	0.53	96.81	0.92	96.9	
2015-07	8.14	2.52	0.24	66.38	0.58	71.31	
2015-08	7.93	2.48	0.2	43.58	0.56	54.25	
2015-09	7.93	2.49	0.21	21.07	0.56	39.33	
2015-10	8.38	2.63	0.28	39.39	0.63	60.29	
2015-11	8.62	2.7	0.31	57.02	0.67	72.41	
2015-12	8.74	2.74	0.33	68.17	0.68	78.73	
2016-01	7.78	2.44	0.19	14.02	0.5	24.42	
2016-02	7.83	2.45	0.2	-16.79	0.49	-6.96	
2016-03	8.17	2.56	0.25	-15.45	0.56	-2.25	
2016-04	8.22	2.58	0.27	-7.41	0.56	12.19	
2016-05	8.41	2.63	0.3	15.35	0.59	27.76	
2016-06	8.48	2.69	0.31	35.45	0.62	47.99	
2016-07	8.65	2.85	0.34	56.38	0.71	73.94	
2016-08	9.1	2.99	0.4	76.05	0.77	86.68	
2016-09	8.89	2.92	0.37	75.67	0.72	78.79	
2016-10	9	2.96	0.38	77.79	0.72	82.14	
2016-11	9.01	2.96	0.38	78.94	0.71	82.39	
2016-12	8.76	2.88	0.33	53.13	0.65	57.75	
2017-01	8.7	2.86	0.32	22.82	0.62	34.22	
2017-02	8.88	2.92	0.34	40.03	0.63	47.87	
2017-03	9.21	3.03	0.38	74.61	0.68	77.13	
2017-04	9.66	3.18	0.44	88.99	0.75	89.39	
2017-05	9.31	3.06	0.38	81.29	0.66	79.55	
2017-06	9.58	3.15	0.41	90.87	0.69	89.85	
2017-07	9.65	3.26	0.41	87.37	0.73	95.83	
2017-08	9.61	3.3	0.4	79.97	0.74	93.44	
2017-09	9.86	3.39	0.43	91.84	0.77	94.64	
