month	ct_avg_Tdx收盘价	人均持股
2002-06	10.43	618734	
2002-09	10.95	636127	
2002-12	11.48	809272	
2005-09	7.12	1432591	
2005-12	6.2	1510507	
2006-06	5.22	1644684	
2006-12	5.12	1735795	
2007-03	6.68	0	
2007-06	8.44	1980551	
2007-09	10.97	2159011	
2007-12	10.3	2229927	
2008-03	8.06	2258780	
2008-06	6.38	2205776	
2008-09	5.34	2310019	
2008-12	5.64	2305660	
2009-03	5.73	2318786	
2009-09	5.84	2336520	
2009-12	7.07	2363636	
2010-03	7.82	2391389	
2010-06	6.42	2359073	
2010-09	6.91	2377432	
2010-12	6.72	2377432	
2011-03	6.66	2391389	
2011-06	5.78	2386719	
2011-09	5.38	2382066	
2012-03	6	2405512	
2012-06	5.88	2400786	
2012-09	4.7	2419802	
2019-12	10.96	2916468	
2020-03	10.02	2923445	
2020-06	9.98	2902613	
2020-12	9.36	129222	
2021-03	9.53	2951691	
2021-06	9.96	2973236	
2021-09	8.82	2995098	
2021-12	8.54	3032258	
2022-06	8.34	3017284	
2022-09	7.47	3009852	
2022-12	8.16	3039801	
2023-03	8.6	3078086	
2023-06	9.67	3093671	
2023-09	9.97	3125320	
2024-03	11.73	3174026	
2024-06	12.09	3215789	
2024-09	13.91	3250000	
