month	ct_avg_前复权价格	股东人数
2002-06	1.43	1975	
2002-09	1.51	1921	
2002-12	1.58	1510	
2005-09	1.04	853	
2005-12	0.9	809	
2006-06	1.02	743	
2006-12	1.01	704	
2007-03	1.32	638	
2007-06	1.67	617	
2007-09	2.22	566	
2007-12	2.09	548	
2008-03	1.63	541	
2008-06	1.31	554	
2008-09	1.13	529	
2008-12	1.19	530	
2009-03	1.21	527	
2009-09	1.28	523	
2009-12	1.56	517	
2010-03	1.72	511	
2010-06	1.48	518	
2010-09	1.59	514	
2010-12	1.55	514	
2011-03	1.53	511	
2011-06	1.4	512	
2011-09	1.31	513	
2012-03	1.46	508	
2012-06	1.43	509	
2012-09	1.22	505	
2019-12	4.13	419	
2020-03	3.77	418	
2020-06	3.76	421	
2020-12	3.69	29405	
2021-03	3.76	414	
2021-06	3.93	411	
2021-09	3.66	408	
2021-12	3.54	403	
2022-06	3.46	405	
2022-09	3.28	406	
2022-12	3.59	402	
2023-03	3.79	397	
2023-06	4.26	395	
2023-09	4.61	391	
2024-03	5.42	385	
2024-06	5.59	380	
2024-09	6.66	376	
