month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2009-11	12.18	4.22	0.68	52	0.91	59.57	
2009-12	13.08	4.53	0.78	77.52	1.01	79.97	
2010-01	12.7	4.4	0.71	71.96	0.93	73.57	
2010-02	11.11	3.85	0.48	23.51	0.67	27.62	
2010-03	11.44	3.97	0.51	10.13	0.7	11.37	
2010-04	11.03	3.82	0.44	-11.31	0.61	-9.69	
2010-05	9.05	3.13	0.17	-56.58	0.3	-55.63	
2010-06	8.3	2.9	0.07	-75.56	0.2	-73.92	
2010-07	8.22	2.89	0.05	-81.74	0.18	-81.17	
2010-08	8.45	2.97	0.07	-75.45	0.21	-74.76	
2010-09	8.21	2.9	0.04	-84.91	0.16	-82.61	
2010-10	9.06	3.21	0.13	-54.69	0.28	-49.5	
2010-11	8.7	3.09	0.08	-48.26	0.22	-45.33	
2010-12	8.17	2.9	0.01	-73.56	0.14	-70.73	
2011-01	8.5	3.01	0.05	-61.65	0.17	-56.65	
2011-02	8.92	3.16	0.09	-14.58	0.22	-8.51	
2011-03	8.61	3.05	0.04	-13.86	0.16	-10.91	
2011-04	8.76	3.11	0.06	-0.09	0.18	4.42	
2011-05	8.28	2.94	-0.01	-33.04	0.1	-29.72	
2011-06	8.06	2.88	-0.04	-59.61	0.07	-56.85	
2011-07	8	2.88	-0.05	-77	0.06	-66.03	
2011-08	7.27	2.62	-0.14	-89.75	-0.04	-84.94	
2011-09	7.08	2.57	-0.17	-95.28	-0.06	-92.64	
2011-10	7.03	2.57	-0.18	-92.74	-0.07	-89.68	
2011-11	7.35	2.69	-0.14	-74.07	-0.03	-68.71	
2011-12	7.2	2.63	-0.16	-75.94	-0.06	-73.09	
2012-01	7.63	2.79	-0.12	-44.11	-0.01	-37.86	
2012-02	7.68	2.81	-0.12	-20.85	-0.01	-12.99	
2012-03	7.48	2.73	-0.14	-21.1	-0.04	-13.03	
2012-04	7.24	2.65	-0.17	-53.41	-0.08	-47.69	
2012-05	7.03	2.58	-0.2	-66.03	-0.1	-62.99	
2012-06	6.44	2.42	-0.27	-83.39	-0.16	-80.76	
