month	ct_avg_Tdx收盘价	人均持股
2009-12	70.96	1771	
2010-03	64.59	1601	
2010-06	39.66	1525	
2010-09	33.73	1814	
2010-12	38.73	5281	
2011-03	31.98	4105	
2011-06	22.58	2750	
2011-09	20.25	2898	
2011-12	17.87	3033	
2012-03	17.49	3174	
2012-06	16.87	3423	
2012-09	15.34	3332	
2012-12	13.23	3331	
2013-03	16.04	4705	
2013-06	16.93	5208	
2013-09	27.66	5087	
2013-12	23.16	5317	
2014-03	23.34	5556	
2014-06	13.69	8810	
2014-09	24.74	9579	
2014-12	55.88	5650	
2015-03	98.24	5939	
2015-06	108.19	4557	
2015-09	39.62	5268	
2015-12	79.08	3434	
2016-03	62.67	4315	
2016-06	78.97	5926	
2016-09	64.31	4737	
2016-12	71.32	6132	
2017-01	69.93	6573	
2017-03	67.29	5403	
2017-06	61.73	6099	
2017-09	62.24	6130	
2017-12	50.39	5358	
2018-03	51.06	5527	
2018-06	41.58	5448	
2018-09	35.27	5537	
2018-12	40.83	5800	
2019-03	88.65	8192	
2019-06	90.44	4988	
2019-09	111.76	4815	
2019-12	103.87	4933	
2020-01	111.41	5138	
2020-03	118.18	4188	
2020-06	120.08	5312	
2020-09	157.43	4513	
2020-12	134.44	3646	
2021-02	148.03	5318	
2021-03	122.94	3655	
2021-06	111.96	3591	
2021-09	130.06	5234	
2021-12	134.88	7096	
2022-03	99.02	4159	
2022-06	93.19	4251	
2022-09	81.53	4105	
2022-12	101.1	5777	
2023-03	142.11	9414	
2023-06	180.79	7293	
2023-09	152.64	4516	
2023-12	154.48	5403	
2024-03	138.63	4578	
2024-06	111.68	3806	
2024-09	112.16	3814	
