month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2018-03	51.06	6.13	0.16	-82.47	0.75	-82.39	
2018-04	49.64	6.05	0.13	-89.44	0.7	-86.11	
2018-05	47.97	5.85	0.1	-92.45	0.62	-91.23	
2018-06	41.58	5.07	-0.04	-99.02	0.39	-98.26	
2018-07	37.92	4.62	-0.12	-94.4	0.26	-94.36	
2018-08	37.77	4.61	-0.12	-91.81	0.24	-91.54	
2018-09	35.27	4.3	-0.17	-97.41	0.15	-96.85	
2018-10	33.98	4.14	-0.2	-91.77	0.1	-91.67	
2018-11	41.41	5.05	-0.03	-53.61	0.32	-53.29	
2018-12	40.83	4.98	-0.04	-33.75	0.29	-33.62	
2019-01	41.84	5.1	-0.02	-16.44	0.31	-17.09	
2019-02	60.48	7.37	0.4	26.25	0.86	27.14	
2019-03	88.65	10.81	1.04	61.65	1.66	62.12	
2019-04	108.56	13.3	1.45	80.19	2.18	80.87	
2019-05	83.98	10.29	0.88	74.11	1.41	74.64	
2019-06	90.44	11.08	0.99	80.54	1.53	80.87	
2019-07	93.29	11.43	1.03	79.81	1.55	79.89	
2019-08	84.36	10.34	0.81	50.69	1.26	50.77	
2019-09	111.76	13.69	1.36	82.32	1.91	82.41	
2019-10	100.3	12.29	1.08	80.36	1.55	80.56	
2019-11	95.27	11.67	0.95	60.93	1.37	61.1	
2019-12	103.87	12.73	1.09	67.21	1.52	67.41	
2020-01	111.41	13.65	1.2	89.68	1.64	89.68	
2020-02	119.32	14.62	1.31	86.25	1.75	86.25	
2020-03	118.18	14.48	1.25	82.83	1.65	82.67	
2020-04	115.3	14.23	1.15	79.38	1.54	80.44	
2020-05	115.74	14.29	1.12	74.11	1.49	76.19	
2020-06	120.08	14.82	1.16	73.12	1.52	75.54	
2020-07	154.86	19.12	1.72	91.92	2.15	92.31	
2020-08	147.12	18.16	1.52	87.07	1.91	87.2	
2020-09	157.43	19.44	1.64	91.36	2.02	91.44	
2020-10	154.03	19.02	1.52	87.39	1.87	87.44	
2020-11	140.88	17.39	1.26	57.02	1.56	57.1	
2020-12	134.44	16.6	1.12	34.59	1.39	34.7	
2021-01	127.61	15.75	0.98	-1.3	1.22	-1.25	
2021-02	148.03	18.28	1.25	26.91	1.51	27.26	
2021-03	122.94	15.18	0.84	-16.73	1.04	-16.5	
2021-04	119.47	14.9	0.76	-43.58	0.97	-40.56	
2021-05	111.72	13.93	0.62	-58.63	0.81	-57.09	
2021-06	111.96	13.96	0.6	-71.51	0.78	-70.58	
2021-07	101.83	12.7	0.44	-88.31	0.59	-87.87	
2021-08	105.16	13.11	0.47	-78.98	0.62	-78.61	
2021-09	130.06	16.22	0.78	-24.86	0.97	-23.3	
2021-10	116.81	14.57	0.58	-28.57	0.74	-26.12	
2021-11	115.52	14.4	0.54	-38.11	0.69	-36.69	
2021-12	134.88	16.82	0.78	23.91	0.94	25.12	
2022-01	129.99	16.21	0.69	41.54	0.83	43.89	
2022-02	111.97	13.96	0.44	-3.91	0.56	-2.9	
2022-03	99.02	12.26	0.26	-39.76	0.35	-44.18	
2022-04	88.8	11.28	0.12	-63.06	0.23	-65.37	
2022-05	81.75	10.38	0.03	-78.99	0.12	-78.1	
2022-06	93.19	11.84	0.16	-62.93	0.26	-61.74	
2022-07	89.35	11.35	0.1	-73.47	0.19	-71.13	
2022-08	85.19	10.82	0.04	-87.07	0.13	-86.03	
2022-09	81.53	10.35	-0.01	-90.82	0.07	-90.77	
2022-10	80.3	10.2	-0.03	-86.27	0.04	-86.33	
2022-11	92.98	11.81	0.11	-46.14	0.19	-44.72	
2022-12	101.1	12.84	0.2	-4.59	0.28	-1.06	
2023-01	111.23	14.12	0.3	30.3	0.39	33.87	
2023-02	122.29	15.53	0.42	54.46	0.51	57.77	
2023-03	142.11	18.08	0.62	67.93	0.73	71.31	
2023-04	198.45	25.56	1.23	85.81	1.39	88.49	
2023-05	169.12	21.78	0.88	79.55	1.01	80.72	
2023-06	180.79	23.29	0.98	83.12	1.11	83.12	
2023-07	167.92	21.63	0.83	70.15	0.93	70.66	
2023-08	178.19	22.95	0.93	75.47	1.02	75.78	
2023-09	152.64	19.66	0.65	31.87	0.72	32.05	
2023-10	146.1	18.82	0.57	9.03	0.64	9.77	
2023-11	146.3	18.85	0.56	-6.49	0.63	-5.15	
2023-12	154.48	19.9	0.63	-1.49	0.7	-1.19	
2024-01	135.59	17.47	0.42	-30.19	0.48	-28.45	
2024-02	124.92	16.09	0.3	-53.95	0.35	-52.87	
2024-03	138.63	17.87	0.43	-44.17	0.49	-43.83	
2024-04	119.32	15.63	0.23	-71.7	0.3	-69.29	
2024-05	119.24	15.62	0.22	-80.27	0.29	-77.77	
2024-06	111.68	14.63	0.14	-90.98	0.2	-90.7	
2024-07	98.06	12.84	0	-91.42	0.05	-90.8	
2024-08	100.27	13.13	0.02	-87.82	0.07	-87.3	
2024-09	112.16	14.69	0.13	-75.28	0.19	-75.05	
2024-10	199.06	26.07	0.98	7.69	1.08	8.88	
2024-11	288.81	37.83	1.82	57.31	1.95	59.52	
2024-12	314.8	41.23	2	86.93	2.14	88.92	
2025-01	275.54	36.09	1.58	80.31	1.69	80.31	
2025-02	310.21	40.63	1.84	88.04	1.95	88.04	
