month	ct_avg_Tdx收盘价	股东人数
2015-03	52.77	107541	
2015-06	109.79	38783	
2015-09	59.58	32549	
2015-12	84.52	34870	
2016-03	64.28	33491	
2016-06	66.05	44807	
2016-09	24.46	45796	
2016-12	26.34	33243	
2017-03	30.68	28475	
2017-06	30.27	29686	
2017-09	29.84	35003	
2017-12	32.22	30515	
2018-03	27.21	45257	
2018-06	21.98	53570	
2018-09	10.38	50671	
2018-12	7.36	59013	
2019-03	8.84	72494	
2019-06	6.9	66601	
2019-09	10.5	64516	
2019-12	13.99	77819	
2020-03	16.85	116970	
2020-06	22.17	112611	
2020-09	33.68	194499	
2020-12	31.37	180099	
2021-03	27.72	183827	
2021-06	28.6	148133	
2021-09	23.21	158184	
2021-12	23.13	162690	
2022-03	12.81	193932	
2022-06	10.61	201756	
2022-09	10.19	193832	
2022-12	10.84	177070	
2023-03	12.8	164466	
2023-06	11.68	156714	
2023-09	12.11	147855	
2023-12	12.71	146748	
2024-03	13.05	137942	
2024-06	16.62	134386	
2024-09	16.22	123413	
