month	ct_avg_前复权价格	股东人数
2015-03	1.59	107541	
2015-06	3.36	38783	
2015-09	1.8	32549	
2015-12	2.55	34870	
2016-03	1.98	33491	
2016-06	2.7	44807	
2016-09	2.24	45796	
2016-12	2.41	33243	
2017-03	2.81	28475	
2017-06	3.28	29686	
2017-09	3.29	35003	
2017-12	3.55	30515	
2018-03	3	45257	
2018-06	2.42	53570	
2018-09	1.74	50671	
2018-12	1.23	59013	
2019-03	1.48	72494	
2019-06	1.15	66601	
2019-09	1.76	64516	
2019-12	2.35	77819	
2020-03	2.83	116970	
2020-06	3.72	112611	
2020-09	5.71	194499	
2020-12	5.32	180099	
2021-03	4.7	183827	
2021-06	4.85	148133	
2021-09	3.99	158184	
2021-12	3.97	162690	
2022-03	2.17	193932	
2022-06	1.84	201756	
2022-09	1.77	193832	
2022-12	1.88	177070	
2023-03	2.22	164466	
2023-06	2.06	156714	
2023-09	2.14	147855	
2023-12	2.24	146748	
2024-03	2.3	137942	
2024-06	2.94	134386	
2024-09	2.91	123413	
