month	ct_avg_Tdx收盘价	人均持股
2015-03	52.77	317	
2015-06	109.79	1737	
2015-09	59.58	2069	
2015-12	84.52	1932	
2016-03	64.28	2110	
2016-06	66.05	4588	
2016-09	24.46	4489	
2016-12	26.34	6184	
2017-03	30.68	7219	
2017-06	30.27	14922	
2017-09	29.84	12658	
2017-12	32.22	14536	
2018-03	27.21	9865	
2018-06	21.98	8335	
2018-09	10.38	77175	
2018-12	7.36	66262	
2019-03	8.84	53942	
2019-06	6.9	58718	
2019-09	10.5	60623	
2019-12	13.99	54425	
2020-03	16.85	37353	
2020-06	22.17	38799	
2020-09	33.68	22464	
2020-12	31.37	24263	
2021-03	27.72	23771	
2021-06	28.6	29506	
2021-09	23.21	31358	
2021-12	23.13	30490	
2022-03	12.81	25578	
2022-06	10.61	24587	
2022-09	10.19	25592	
2022-12	10.84	28015	
2023-03	12.8	30162	
2023-06	11.68	31654	
2023-09	12.11	33551	
2023-12	12.71	33804	
2024-03	13.05	35962	
2024-06	16.62	36915	
2024-09	16.22	40197	
