month	ct_avg_Tdx收盘价	人均持股
2015-01	37.39	0	
2015-03	82.61	7544	
2015-06	129.9	8697	
2015-09	107.73	11874	
2015-12	59.87	10410	
2016-03	45.23	11080	
2016-06	49.99	11540	
2016-09	46.17	10281	
2016-12	38.37	6684	
2017-02	37.37	6423	
2017-03	37.27	6668	
2017-06	33.08	7520	
2017-09	34.58	8521	
2017-12	37.26	9338	
2018-03	32.65	35055	
2018-06	37.65	50144	
2018-09	33.16	48476	
2018-12	33.01	42208	
2019-03	36.76	48426	
2019-06	44.61	48727	
2019-09	44.18	45518	
2019-12	42.16	41729	
2020-03	34.52	25608	
2020-06	37.18	26944	
2020-09	46.94	33296	
2020-12	51.9	39838	
2021-03	61.52	36616	
2021-06	59.92	39794	
2021-09	55.68	46758	
2021-12	54.22	46158	
2022-03	49.1	42198	
2022-06	49.8	47713	
2022-09	50.04	49941	
2022-12	62.55	45823	
2023-03	60.15	49209	
2023-06	56.64	50921	
2023-09	55.77	49507	
2023-12	50.67	47641	
2024-03	55.44	50655	
2024-06	56.82	51375	
2024-09	51.11	49497	
