month	ct_avg_Tdx收盘价	股东人数
2015-01	37.39	84438	
2015-03	82.61	13255	
2015-06	129.9	11498	
2015-09	107.73	8422	
2015-12	59.87	19213	
2016-03	45.23	18051	
2016-06	49.99	17331	
2016-09	46.17	19454	
2016-12	38.37	29922	
2017-02	37.37	31138	
2017-03	37.27	29993	
2017-06	33.08	26597	
2017-09	34.58	23472	
2017-12	37.26	21418	
2018-03	32.65	22821	
2018-06	37.65	15957	
2018-09	33.16	16506	
2018-12	33.01	18957	
2019-03	36.76	18925	
2019-06	44.61	18808	
2019-09	44.18	20134	
2019-12	42.16	21962	
2020-03	34.52	35788	
2020-06	37.18	34013	
2020-09	46.94	27525	
2020-12	51.9	23005	
2021-03	61.52	25029	
2021-06	59.92	23030	
2021-09	55.68	19600	
2021-12	54.22	19855	
2022-03	49.1	21718	
2022-06	49.8	19208	
2022-09	50.04	18351	
2022-12	62.55	20000	
2023-03	60.15	18624	
2023-06	56.64	19217	
2023-09	55.77	19766	
2023-12	50.67	20540	
2024-03	55.44	19318	
2024-06	56.82	19047	
2024-09	51.11	19770	
