month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2017-03	37.27	-83.41	
2017-04	33.24	-97.27	
2017-05	32.87	-91.83	
2017-06	33.08	-88.15	
2017-07	32.5	-84.74	
2017-08	32.33	-85.75	
2017-09	34.58	-45.66	
2017-10	34.52	-28.94	
2017-11	38.39	11.97	
2017-12	37.26	23.51	
2018-01	36.26	22.4	
2018-02	34.15	-13.1	
2018-03	32.65	-36.61	
2018-04	32.06	-45.29	
2018-05	35.91	-7.31	
2018-06	37.65	30.45	
2018-07	34.19	-8.2	
2018-08	31.77	-51.36	
2018-09	33.16	-58.41	
2018-10	32.91	-63.59	
2018-11	34.88	-26.01	
2018-12	33.01	-38.71	
2019-01	31.65	-74.43	
2019-02	33.7	-48.21	
2019-03	36.76	15.18	
2019-04	41.2	68.33	
2019-05	41.67	85.4	
2019-06	44.61	95.86	
2019-07	44.75	88.82	
2019-08	42.82	72.93	
2019-09	44.18	83.84	
2019-10	43.96	74.36	
2019-11	42.67	54.72	
2019-12	42.16	17.45	
2020-01	42.77	34.15	
2020-02	37.73	-27.5	
2020-03	34.52	-53.77	
2020-04	33.75	-65.52	
2020-05	34.5	-73.46	
2020-06	37.18	-52.68	
2020-07	39.14	-23.72	
2020-08	42.73	22.41	
2020-09	46.94	50.28	
2020-10	43.8	46.09	
2020-11	48.27	61.65	
2020-12	51.9	79.81	
2021-01	54.52	90.18	
2021-02	63.1	98.75	
2021-03	61.52	89.52	
2021-04	61.09	83.67	
2021-05	63.43	90.67	
2021-06	59.92	73.55	
2021-07	54.12	25.24	
2021-08	50.48	-5.93	
2021-09	55.68	2.68	
2021-10	58.27	20.54	
2021-11	57.47	24.68	
2021-12	54.22	-18.09	
2022-01	56.36	-12.73	
2022-02	56.53	4.35	
2022-03	49.1	-51.79	
2022-04	46.56	-72.37	
2022-05	45.65	-78.01	
2022-06	49.8	-60.42	
2022-07	53.07	-23.09	
2022-08	49.33	-57.69	
2022-09	50.04	-54.89	
2022-10	52.08	-10.71	
2022-11	53.09	10.47	
2022-12	62.55	47.85	
2023-01	62.29	59.32	
2023-02	62.45	72.32	
2023-03	60.15	62.07	
2023-04	62.65	75.33	
2023-05	57.43	37.41	
2023-06	56.64	15.36	
2023-07	61.42	50.34	
2023-08	58.56	23.1	
2023-09	55.77	-24.33	
2023-10	50.87	-53.1	
2023-11	53.43	-58.64	
2023-12	50.67	-84.01	
2024-01	52.63	-69.6	
2024-02	55.37	-39.54	
2024-03	55.44	-11.99	
2024-04	57.53	23.13	
2024-05	56.48	28.62	
2024-06	56.82	43.47	
2024-07	54.21	-9.78	
2024-08	51.56	-43.87	
2024-09	51.11	-62.74	
2024-10	55.31	-23.31	
2024-11	57.23	21.17	
2024-12	56.97	36.16	
2025-01	54.6	13.54	
2025-02	51.65	-28.75	
