month	ct_avg_前复权价格	股东人数
2015-01	1.43	84438	
2015-03	3.16	13255	
2015-06	4.95	11498	
2015-09	4.13	8422	
2015-12	4.59	19213	
2016-03	3.47	18051	
2016-06	3.85	17331	
2016-09	3.55	19454	
2016-12	2.95	29922	
2017-02	2.88	31138	
2017-03	2.87	29993	
2017-06	2.56	26597	
2017-09	2.67	23472	
2017-12	2.88	21418	
2018-03	2.52	22821	
2018-06	2.92	15957	
2018-09	2.58	16506	
2018-12	2.57	18957	
2019-03	2.86	18925	
2019-06	3.48	18808	
2019-09	3.45	20134	
2019-12	3.29	21962	
2020-03	2.7	35788	
2020-06	2.9	34013	
2020-09	3.68	27525	
2020-12	4.07	23005	
2021-03	4.83	25029	
2021-06	4.7	23030	
2021-09	4.37	19600	
2021-12	4.26	19855	
2022-03	3.81	21718	
2022-06	3.91	19208	
2022-09	3.93	18351	
2022-12	4.91	20000	
2023-03	4.72	18624	
2023-06	4.45	19217	
2023-09	4.38	19766	
2023-12	3.98	20540	
2024-03	4.35	19318	
2024-06	4.46	19047	
2024-09	4.06	19770	
