month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2004-05	1.02	9.54	
2004-06	0.99	-12.62	
2004-07	1.02	-10.47	
2004-08	1.05	35.39	
2004-09	1.06	49.47	
2004-10	1.01	30.47	
2004-11	1.02	9.54	
2004-12	0.98	-37.97	
2005-01	0.95	-70.58	
2005-02	1.02	-45.33	
2005-03	0.98	-65.02	
2005-04	1.04	-10.42	
2005-05	1	-8.67	
2005-06	1.02	-17.37	
2005-07	1.09	55.23	
2005-08	1.18	77.17	
2005-09	1.16	78.05	
2005-10	1.1	63.56	
2005-11	1.08	40.67	
2005-12	1.15	73.82	
2006-01	1.33	90.23	
2006-02	1.35	92.33	
2006-03	1.39	94.29	
2006-04	1.46	94.69	
2006-05	1.61	97.12	
2006-06	1.59	91.23	
2006-07	1.67	93.62	
2006-08	1.75	94.6	
2006-09	2.05	99.53	
2006-10	2.32	98.53	
2006-11	2.77	98.94	
2006-12	3.25	99.4	
2007-01	3.85	99.02	
2007-02	3.77	90.24	
2007-03	3.67	81.41	
2007-04	4.27	95.83	
2007-05	4.77	98.21	
2007-06	5.19	99.15	
2007-07	6.2	98.78	
2007-08	8.05	99.07	
2007-09	8.24	90.62	
2007-10	9.53	98.36	
2007-11	9.16	85.71	
2007-12	8.83	75.8	
2008-01	8.69	67.82	
2008-02	7.52	31.07	
2008-03	6.99	4.72	
2008-04	7.29	-4.42	
2008-05	7.09	-13.71	
2008-06	5.75	-45.76	
2008-07	5.29	-59.63	
2008-08	5.27	-73.94	
2008-09	4.21	-88.58	
2008-10	3.16	-92.99	
2008-11	2.97	-89.11	
2008-12	2.97	-88.67	
2009-01	2.97	-87.56	
2009-02	3.35	-62.59	
2009-03	3.46	-46.1	
2009-04	3.67	-27.34	
2009-05	3.85	-6.25	
2009-06	4.76	23.74	
2009-07	5.59	44.53	
2009-08	5.01	38.22	
2009-09	4.53	28.49	
2009-10	5	44.03	
2009-11	5.5	66.79	
2009-12	5.2	58.42	
2010-01	4.92	38.08	
2010-02	4.67	3.03	
2010-03	4.91	15.84	
2010-04	4.81	14.29	
2010-05	4.31	-46.43	
2010-06	4.13	-63.58	
2010-07	4.42	-52.88	
2010-08	4.49	-41.23	
2010-09	4.24	-60.71	
2010-10	4.75	-21.37	
2010-11	4.54	-1.75	
2010-12	4.22	-53.92	
2011-01	4.13	-78.53	
2011-02	4.14	-76.79	
2011-03	4.47	-35.71	
2011-04	4.76	13.49	
2011-05	4.5	13.48	
2011-06	4.26	-26.19	
2011-07	4.22	-42.77	
2011-08	3.88	-69.06	
2011-09	3.77	-88.39	
2011-10	3.86	-80.19	
2011-11	3.88	-76.06	
2011-12	3.85	-77.48	
2012-01	4.09	-42.08	
2012-02	4.2	-3.93	
2012-03	4.03	-11.4	
2012-04	3.94	-40.07	
2012-05	3.92	-36.61	
2012-06	3.74	-68.53	
2012-07	3.45	-82.71	
2012-08	3.41	-81.83	
2012-09	3.4	-85.85	
2012-10	3.51	-68.45	
2012-11	3.44	-74.15	
2012-12	3.95	-26.23	
2013-01	4.68	34.69	
2013-02	4.68	50.36	
2013-03	4.38	46.51	
2013-04	4.22	41.62	
2013-05	4.51	64.49	
2013-06	4.27	58.35	
2013-07	4	16.38	
2013-08	3.89	-19.93	
2013-09	4.05	-12.45	
2013-10	3.92	-34.23	
2013-11	3.93	-48.94	
2013-12	3.91	-45.01	
2014-01	3.86	-76.19	
2014-02	3.76	-89.01	
2014-03	3.53	-90.86	
2014-04	3.68	-78.83	
2014-05	3.65	-78.57	
2014-06	3.71	-58.21	
2014-07	3.9	-23.72	
2014-08	4.19	27.34	
2014-09	4.12	40.35	
2014-10	4.05	39.04	
2014-11	4.27	67.01	
2014-12	5.61	90.37	
2015-01	6.03	90	
2015-02	5.67	82.86	
2015-03	5.89	84.25	
2015-04	6.78	97.96	
2015-05	7.04	92.19	
2015-06	7.57	93.15	
2015-07	7.34	83.54	
2015-08	7.04	66.84	
2015-09	7.08	59.78	
2015-10	7.37	78.1	
2015-11	7.36	73.72	
2015-12	7.17	44.64	
2016-01	6.44	-3.21	
2016-02	6.01	-32.08	
2016-03	6.46	-32.76	
2016-04	6.92	-14.24	
2016-05	7.15	17.69	
2016-06	7.12	27.81	
2016-07	7.21	41.84	
2016-08	7.6	64.29	
2016-09	7.68	64.6	
2016-10	7.63	65.46	
2016-11	7.72	73.3	
2016-12	7.72	80.24	
2017-01	7.76	70.59	
2017-02	8.07	92.76	
2017-03	8.04	88.12	
2017-04	7.99	80.85	
2017-05	8.6	89.73	
2017-06	9.7	97.04	
2017-07	10.81	98.94	
2017-08	11.38	95.11	
2017-09	11.44	88.39	
2017-10	11.73	92.75	
2017-11	12.47	96.75	
2017-12	12.65	90.56	
2018-01	13.92	98.94	
2018-02	14.05	90.71	
2018-03	13.25	74.39	
2018-04	12.66	49.26	
2018-05	12.95	49.39	
2018-06	12.36	14.73	
2018-07	11.91	-11.77	
2018-08	12.53	-2.76	
2018-09	12.91	14.1	
2018-10	13.13	43.55	
2018-11	13.01	37.05	
2018-12	12.39	14.2	
2019-01	12.13	-35.19	
2019-02	13.71	18.33	
2019-03	14.43	58.59	
2019-04	15.9	89.54	
2019-05	15.17	85.18	
2019-06	16.15	94.6	
2019-07	16.59	93.59	
2019-08	16.29	83.61	
2019-09	16.17	71.56	
2019-10	16.74	85.96	
2019-11	17.17	92.3	
2019-12	17.23	91.27	
2020-01	17.86	95.09	
2020-02	16.41	52.01	
2020-03	15.31	8.85	
2020-04	15.22	-16.92	
2020-05	15.86	-21.63	
2020-06	15.98	-20.13	
2020-07	17.35	29.12	
2020-08	17.93	56.46	
2020-09	17.93	64.69	
2020-10	18.94	73.61	
2020-11	20.95	88.99	
2020-12	21.04	87.34	
2021-01	23.66	95.94	
2021-02	25.89	98.15	
2021-03	24.83	88.32	
2021-04	24.6	77.64	
2021-05	26.57	95.83	
2021-06	26.69	89.88	
2021-07	24.48	57.06	
2021-08	24.5	39.9	
2021-09	25.17	47.63	
2021-10	26.2	60.88	
2021-11	25.37	55.88	
2021-12	24.9	25.58	
2022-01	24.43	-16.82	
2022-02	25.12	0.61	
2022-03	22.4	-52.1	
2022-04	21.29	-71.33	
2022-05	18.79	-83.83	
2022-06	19.65	-75.89	
2022-07	18.83	-81.89	
2022-08	17.32	-96	
2022-09	17.57	-88.48	
2022-10	15.15	-99.38	
2022-11	16.06	-85.07	
2022-12	18.56	-45.82	
2023-01	20.32	-11.16	
2023-02	19.58	-2.59	
2023-03	18.1	-23.64	
2023-04	17.54	-45.91	
2023-05	17.38	-55.09	
2023-06	17.03	-63.97	
2023-07	17.35	-62.5	
2023-08	17.68	-27.1	
2023-09	17.81	-19.64	
2023-10	17.25	-33.46	
2023-11	16.32	-77.27	
2023-12	14.9	-92.22	
2024-01	15.83	-77.56	
2024-02	17.13	-45.41	
2024-03	17.11	-23.43	
2024-04	17.93	11.16	
2024-05	19.09	40.05	
2024-06	18.32	44.13	
2024-07	18.92	58.31	
2024-08	18.74	63.88	
2024-09	18.36	43.66	
2024-10	22.2	92.71	
2024-11	21.59	86.82	
2024-12	21.89	90.3	
2025-01	22.73	95.34	
