month	ct_avg_前复权价格	股东人数
2003-03	0.95	12068	
2003-06	0.86	10943	
2003-09	0.79	10425	
2003-12	0.82	7624	
2004-03	1.62	5281	
2004-06	1.72	9190	
2004-09	1.5	8723	
2004-12	1.32	12279	
2005-03	1.48	8052	
2005-06	1.21	8089	
2005-09	1.57	5944	
2005-12	1.81	5622	
2006-03	1.73	10691	
2006-06	2.44	26004	
2006-09	2.25	26933	
2006-12	2.46	27928	
2007-03	3.12	33298	
2007-06	3.25	42720	
2007-09	3.16	44393	
2007-12	2.82	46236	
2008-03	2.84	43532	
2008-06	1.64	41272	
2008-09	1.03	40745	
2008-12	0.99	41574	
2009-03	1.35	42207	
2009-06	1.55	40236	
2009-09	1.69	37954	
2009-12	2.67	32582	
2010-03	3.72	39961	
2010-06	4.3	33598	
2010-09	6.22	33470	
2010-12	6.12	33869	
2011-03	5.69	33862	
2011-06	4.39	32610	
2011-09	3.73	31465	
2011-12	2.59	35873	
2012-03	3.18	46551	
2012-06	2.64	47282	
2012-09	2.24	48267	
2012-12	1.92	48596	
2013-03	2.52	58438	
2013-06	3.29	57670	
2013-09	3.34	59757	
2013-12	3.22	57601	
2014-03	3.97	53638	
2014-06	3.89	58513	
2014-09	4.4	58083	
2014-12	4.26	62519	
2015-03	5.03	60887	
2015-06	8.19	88067	
2015-09	4.05	75620	
2015-12	5.99	72201	
2016-03	3.93	75604	
2016-06	5.31	90949	
2016-09	4.75	83638	
2016-12	4.52	84541	
2017-02	4.29	81824	
2017-03	4.49	80091	
2017-05	4.28	77877	
2017-06	4.22	77909	
2017-09	5.57	92550	
2017-12	10.16	151753	
2018-03	11.08	160460	
2018-06	8.69	159538	
2018-09	7.12	151715	
2018-12	6.19	142352	
2019-03	10.4	154574	
2019-06	11.51	150765	
2019-09	11.56	149713	
2019-12	11.23	138716	
2020-03	11.35	135123	
2020-06	10.17	151704	
2020-07	11.87	132495	
2020-09	12.06	133306	
2020-12	14.87	105639	
2021-02	17.77	124219	
2021-03	17.7	128470	
2021-06	33.24	196414	
2021-09	39.92	216137	
2021-12	40.75	240616	
2022-03	39	198407	
2022-06	32.8	218272	
2022-09	26.09	234829	
2022-12	24.86	227854	
2023-03	24.44	242327	
2023-06	21.55	245731	
2023-09	17.7	238126	
2023-12	16.11	234764	
2024-03	14.66	219732	
2024-06	12.79	224919	
2024-09	13.07	250227	
