month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
1999-01	1.76	-2.54	
1999-02	1.52	-28.95	
1999-03	1.57	-44.25	
1999-04	1.49	-81.82	
1999-05	1.58	-75.85	
1999-06	1.93	-23.99	
1999-07	1.98	19.48	
1999-08	1.78	9.09	
1999-09	1.81	6.62	
1999-10	1.71	-15.85	
1999-11	1.62	-53.57	
1999-12	1.48	-75.21	
2000-01	1.51	-69.88	
2000-02	1.71	-41.23	
2000-03	1.7	-29.39	
2000-04	1.85	26.29	
2000-05	2.02	41.82	
2000-06	2.17	60.51	
2000-07	2.23	72.53	
2000-08	2.3	81.56	
2000-09	1.99	52.81	
2000-10	2.03	42.33	
2000-11	2.27	69.72	
2000-12	2.37	81.97	
2001-01	2.57	87.69	
2001-02	2.27	72.52	
2001-03	2.36	78.69	
2001-04	2.42	85.03	
2001-05	2.59	94.49	
2001-06	2.56	84.57	
2001-07	2.36	49.55	
2001-08	2.04	-7.07	
2001-09	1.97	-41.61	
2001-10	1.81	-63.34	
2001-11	1.83	-71.27	
2001-12	1.89	-69.05	
2002-01	1.4	-90.85	
2002-02	1.35	-89.47	
2002-03	1.55	-79.59	
2002-04	1.56	-78.98	
2002-05	1.49	-85.91	
2002-06	1.45	-87.1	
2002-07	1.56	-52.44	
2002-08	1.51	-62.46	
2002-09	1.49	-70.85	
2002-10	1.37	-86.21	
2002-11	1.23	-90.22	
2002-12	1.18	-88.72	
2003-01	1.27	-75.94	
2003-02	1.32	-59.11	
2003-03	1.24	-75.55	
2003-04	1.26	-66.88	
2003-05	1.22	-70.18	
2003-06	1.16	-87.33	
2003-07	1.05	-95.38	
2003-08	1.03	-91.03	
2003-09	1	-93.43	
2003-10	1.02	-73.66	
2003-11	0.77	-95.18	
2003-12	0.79	-91.15	
2004-01	0.72	-93.2	
2004-02	0.9	-65.27	
2004-03	0.87	-57.26	
2004-04	0.88	-42.49	
2004-05	0.84	-63.89	
2004-06	0.77	-71.59	
2004-07	0.72	-82.22	
2004-08	0.7	-87.5	
2004-09	0.73	-75.97	
2004-10	0.73	-65.23	
2004-11	0.76	-58.08	
2004-12	0.86	0.54	
2005-01	0.79	0.31	
2005-02	0.81	12.09	
2005-03	0.84	36.8	
2005-04	0.68	-24.19	
2005-05	0.56	-69.7	
2005-06	0.61	-72.16	
2005-07	0.47	-87.41	
2005-08	0.52	-81.37	
2005-09	0.57	-63.52	
2005-10	0.51	-78.23	
2005-11	0.53	-71.02	
2005-12	0.47	-83.85	
2006-01	0.47	-85.44	
2006-02	0.47	-87.13	
2006-03	0.45	-88.7	
2006-04	0.46	-81.96	
