month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2018-01	4.01	1.06	
2018-02	3.57	0.8	
2018-03	3.87	0.93	
2018-04	3.66	0.8	
2018-05	3.97	0.92	
2018-06	3.75	0.79	
2018-07	3.57	0.68	
2018-08	3.1	0.44	
2018-09	2.99	0.38	
2018-10	2.59	0.19	
2018-11	2.85	0.3	
2018-12	3.4	0.53	
2019-01	3.58	0.59	
2019-02	4.14	0.82	
2019-03	5.11	1.2	
2019-04	5.97	1.52	
2019-05	5.46	1.26	
2019-06	5.57	1.26	
2019-07	6.75	1.68	
2019-08	6.98	1.69	
2019-09	8.05	2.03	
2019-10	7.35	1.7	
2019-11	8.81	2.15	
2019-12	10.99	2.79	
2020-01	11.82	2.93	
2020-02	15.18	3.8	
2020-03	13.54	3.13	
2020-04	13.43	2.94	
2020-05	14.01	2.96	
2020-06	17.08	3.6	
2020-07	22.35	4.7	
2020-08	21.69	4.25	
2020-09	20.04	3.63	
2020-10	22.38	3.93	
2020-11	26.01	4.42	
2020-12	28.86	4.68	
2021-01	40.75	6.44	
2021-02	41.42	6.03	
2021-03	32.69	4.26	
2021-04	32.33	3.95	
2021-05	40.19	4.81	
2021-06	42.64	4.81	
2021-07	47.65	5.1	
2021-08	44.22	4.36	
2021-09	38.83	3.5	
2021-10	45.32	4	
2021-11	53.64	4.6	
2021-12	53.57	4.3	
2022-01	42.49	3.04	
2022-02	36.04	2.32	
2022-03	32.4	1.91	
2022-04	28.29	1.48	
2022-05	30.7	1.62	
2022-06	40.25	2.33	
2022-07	40.76	2.27	
2022-08	42.29	2.29	
2022-09	37.16	1.81	
2022-10	37.16	1.74	
2022-11	36.09	1.59	
2022-12	36.63	1.57	
2023-01	35.34	1.42	
2023-02	33.43	1.24	
2023-03	28.11	0.85	
2023-04	27.42	0.78	
2023-05	27.44	0.75	
2023-06	24.74	0.55	
2023-07	23.89	0.48	
2023-08	22.62	0.38	
2023-09	19.38	0.17	
2023-10	18.44	0.11	
2023-11	18.72	0.11	
2023-12	16.66	-0.02	
2024-01	16.1	-0.06	
2024-02	14.41	-0.16	
2024-03	16.66	-0.04	
2024-04	15.43	-0.12	
2024-05	15.78	-0.1	
2024-06	17.43	-0.02	
2024-07	15.93	-0.11	
2024-08	14.92	-0.17	
2024-09	14.33	-0.21	
2024-10	19.84	0.08	
2024-11	20.91	0.13	
2024-12	19.9	0.07	
2025-01	18.39	-0.02	
