month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2005-03	5.49	0.84	-0.51	36.8	-0.47	36.8	
2005-04	4.42	0.68	-0.6	-22.96	-0.57	-24.19	
2005-05	3.65	0.56	-0.67	-70.59	-0.64	-69.7	
2005-06	4	0.61	-0.63	-70.45	-0.61	-72.16	
2005-07	3.05	0.47	-0.71	-87.88	-0.7	-87.41	
2005-08	3.37	0.52	-0.67	-84.01	-0.66	-81.37	
2005-09	3.7	0.57	-0.64	-64.45	-0.62	-63.52	
2005-10	3.34	0.51	-0.67	-80.13	-0.66	-78.23	
2005-11	3.47	0.53	-0.65	-70.17	-0.64	-71.02	
2005-12	3.07	0.47	-0.69	-85.51	-0.68	-83.85	
2006-01	3.07	0.47	-0.69	-86.66	-0.68	-85.44	
2006-02	3.06	0.47	-0.68	-87.71	-0.68	-87.13	
2006-03	2.97	0.45	-0.69	-91.23	-0.69	-88.7	
2006-04	2.97	0.46	-0.69	-85.95	-0.68	-81.96	
2006-05	4.32	0.66	-0.54	-11.76	-0.53	-10.71	
2006-06	5.21	0.8	-0.44	45.74	-0.43	45.98	
2006-07	5.72	0.88	-0.38	77.64	-0.37	77.04	
2006-08	5.25	0.8	-0.43	75.27	-0.42	74.18	
2006-09	5.24	0.83	-0.42	73.88	-0.39	75.25	
2006-10	5.33	0.82	-0.41	70.06	-0.4	64.55	
2006-11	5.25	0.8	-0.41	67	-0.41	60.27	
2006-12	5.48	0.86	-0.38	67.04	-0.36	72.79	
2007-01	8.55	1.17	-0.03	93.35	-0.13	92.95	
2007-02	9.56	1.69	0.1	97.5	0.27	98.15	
2007-03	11.97	2.11	0.38	98.29	0.59	98.25	
2007-04	15.86	2.78	0.82	99.37	1.07	99.36	
2007-05	20.37	3.59	1.31	96.78	1.64	96.73	
2007-06	16.38	2.89	0.84	81.72	1.11	81.76	
2007-07	13.94	2.46	0.56	61.89	0.78	61.49	
2007-08	17.34	3.07	0.93	79.91	1.19	79.77	
2007-09	15.5	2.73	0.71	57.77	0.94	56.61	
2007-10	13.14	2.32	0.45	21.33	0.65	20.88	
2007-11	11.94	2.1	0.32	-5.44	0.48	-5.93	
2007-12	13.6	2.4	0.5	2.32	0.69	1.87	
2008-01	15.09	2.66	0.66	28.53	0.86	27.64	
2008-02	13.43	2.37	0.47	-11.25	0.65	-11.43	
2008-03	13.65	2.41	0.49	-10.29	0.67	-12.37	
2008-04	10.1	1.78	0.11	-62.54	0.23	-62.8	
2008-05	10.74	1.9	0.17	-64.66	0.31	-64.29	
2008-06	8.44	1.49	-0.07	-84.73	0.03	-84.82	
2008-07	8.28	1.46	-0.09	-80.9	0.01	-80.71	
2008-08	7.23	1.29	-0.2	-88.97	-0.1	-88.22	
2008-09	6.01	1.06	-0.33	-95.91	-0.26	-95.72	
2008-10	5.79	1.02	-0.35	-93.14	-0.28	-93.21	
2008-11	6.05	1.07	-0.31	-83.53	-0.24	-82.86	
2008-12	7.95	1.4	-0.09	-48.8	0	-47.63	
2009-01	11.59	2.04	0.33	-5.36	0.46	-4.76	
2009-02	15.88	2.8	0.81	31.07	0.99	31.61	
2009-03	15.52	2.74	0.77	49.27	0.94	49.92	
2009-04	15.96	2.81	0.82	62.63	0.98	63.44	
2009-05	15.65	2.76	0.79	64.88	0.94	65.97	
