month	ct_avg_Tdx收盘价	股东人数
1997-12	12.8	61069	
1998-12	12.44	50508	
1999-12	9.68	66197	
2000-12	15.53	48386	
2001-12	12.34	44537	
2002-06	9.48	45571	
2002-09	9.7	46192	
2002-12	7.72	46211	
2003-03	8.06	45267	
2003-06	7.54	44742	
2003-09	6.56	44183	
2003-12	5.12	43747	
2004-03	5.7	42236	
2004-06	5.04	40095	
2004-09	4.79	41956	
2004-12	5.64	41571	
2005-03	5.49	41075	
2005-06	4	40929	
2005-09	3.7	38411	
2005-12	3.07	38419	
2006-03	2.97	36489	
2006-06	5.21	32258	
2006-09	5.24	29212	
2006-12	5.48	26493	
2007-03	11.97	19382	
2007-06	16.38	25213	
2007-09	15.5	24940	
2007-12	13.6	23588	
2008-03	13.65	24057	
2008-06	8.44	23362	
2008-09	6.01	21723	
2008-12	7.95	20613	
2009-03	15.52	21921	
2009-06	16.91	21164	
2009-09	21.26	17877	
2009-12	24.92	14585	
2010-03	35.39	14482	
2010-06	42.76	16538	
2010-09	52.45	15881	
2010-12	61.76	19829	
2011-03	53.61	26880	
2011-06	46.74	22494	
2011-09	43.04	19786	
2011-12	39.16	19580	
2012-03	35.76	19323	
2012-06	45.54	18456	
2012-09	50.37	17799	
2012-12	56.93	16233	
2013-03	87.22	16145	
2013-06	94.37	15041	
2013-09	110.18	13782	
2013-12	104.19	13121	
2014-03	109.02	12973	
2014-06	86.81	14959	
2014-09	101.01	13063	
2014-12	88.79	13593	
2015-03	103.58	11726	
2015-06	160	11766	
2015-09	95.08	13238	
2015-12	125.41	17045	
2016-03	97.28	16479	
2016-06	100.79	16135	
2016-09	102.58	16147	
2016-12	114.93	15534	
2017-03	112.39	15363	
2017-04	110.83	15537.5	
2017-06	122.85	15287	
2017-09	142.4	14133	
2017-12	179.17	15709	
2018-03	176.03	15850	
2018-04	184.14	14566.5	
2018-05	210.22	15009	
2018-06	213.5	14775	
2018-07	228.46	16455.67	
2018-08	214.62	15650.67	
2018-09	225.98	16294.67	
2018-10	183.66	17737.67	
2018-11	187.81	17383.33	
2018-12	184.81	18527	
2019-01	181.96	17376	
2019-02	209.02	15869.33	
2019-03	288.79	15388.5	
2019-04	306.02	16918.67	
2019-05	300.74	16739	
2019-06	310.97	16691	
2019-07	332.67	18323.67	
2019-08	338.02	18664.33	
2019-09	374.51	18901.67	
2019-10	415.07	20399.33	
2019-11	472.84	26296	
2019-12	435.01	27088.33	
2020-01	488.92	23899.5	
2020-02	473.43	27801.67	
2020-03	496.8	26611.67	
2020-04	564.71	26934.33	
2020-05	643.29	30446.33	
2020-06	468	55920.33	
2020-07	463.35	82115.33	
2020-08	467.54	82245.33	
2020-09	394.2	91676	
2020-10	372.97	94737	
2020-11	354.89	96245.67	
2020-12	410.25	81230.33	
2021-01	478.26	73067.33	
2021-02	464.81	73517	
2021-03	419.2	71022.67	
2021-04	466.83	62945.67	
2021-05	467.51	79460	
2021-06	406.28	112030	
2021-07	366.42	123117	
2021-08	284.91	151537.67	
2021-09	250.76	152412	
2021-12	287.2	137013	
2022-03	171.9	164245	
2022-06	195.59	135873	
2022-09	166.13	140536	
2022-12	173.51	135555	
2023-03	178.92	136343	
2023-06	142.68	141785	
2023-09	136.62	136193	
2023-12	146.23	121898	
2024-03	127.01	130749	
2024-06	100.62	135814	
2024-09	83.41	132885	
