month	ct_avg_Tdx收盘价	股东人数
1995-12	3.76	14804	
1996-12	9.02	19411	
1997-12	7.85	28038	
1998-12	12.49	23256	
1999-12	11.65	13273	
2000-12	17.99	21853	
2001-12	20.92	10062	
2002-06	19.34	9348	
2002-09	18.44	9593	
2002-12	17.47	9287	
2003-03	15.03	15043	
2003-06	14.3	14030	
2003-09	15.17	12444	
2003-12	15.04	11029	
2004-03	16.97	10047	
2004-06	15.3	9029	
2004-09	14.3	8076	
2004-12	15.34	7160	
2005-03	19.01	6360	
2005-06	19.03	6352	
2005-09	19.65	6647	
2005-12	19.45	5194	
2006-03	25.33	6067	
2006-06	28.56	12578	
2006-09	18.31	14779	
2006-12	24.13	15778	
2007-03	28.1	19797	
2007-06	35.8	16242	
2007-09	35.92	27935	
2007-12	32.52	29189	
2008-03	34.08	17318	
2008-06	25.87	26423	
2008-09	28.52	17059	
2008-12	33.12	13291	
2009-03	36.49	22045	
2009-06	35.43	27416	
2009-09	45.83	16064	
2009-12	55.35	16325	
2010-03	56.78	20338	
2010-06	65.73	14752	
2010-09	63.7	17034	
2010-12	61.23	38205	
2011-03	56.91	48164	
2011-06	57.16	34562	
2011-09	59.33	24562	
2011-12	56.72	24719	
2012-03	51.21	31190	
2012-06	55.94	26933	
2012-09	60.67	24071	
2012-12	63.86	21922	
2013-03	80.66	19994	
2013-06	85.55	21340	
2013-09	107.64	17716	
2013-12	100.78	23320	
2014-03	84.89	31138	
2014-06	53.25	38045	
2014-09	51.41	61144	
2014-12	59.46	55561	
2015-03	64.71	60948	
2015-06	80.04	42482	
2015-09	67.46	33827	
2015-12	73.47	32663	
2016-03	58.97	41590	
2016-06	62.95	38921	
2016-12	76.15	38380	
2017-03	80.67	38788	
2017-06	93.39	48296	
2017-09	87.12	41428	
2017-12	99.07	44948	
2018-03	100.02	43385	
2018-06	107.23	41579	
2018-09	74.15	55010	
2018-12	75.68	57330	
2019-03	85.35	62496	
2019-06	78.43	65189	
2019-09	76.7	75585	
2019-12	86.96	60609	
2020-03	78.86	63305	
2020-06	89.79	61695	
2020-09	108.95	93944	
2020-12	107.55	94859	
2021-03	125.58	125046	
2021-06	114.04	155622	
2021-09	95.69	161054	
2021-12	94.01	147427	
2022-03	83.77	154539	
2022-06	57.49	185561	
2022-09	51.92	190152	
2022-12	56.88	170927	
2023-03	54.53	184251	
2023-06	52.66	188674	
2023-09	53.55	185000	
2023-12	48.95	199821	
2024-03	51.1	192588	
2024-06	52.58	177126	
2024-09	53.04	172527	
