month	ct_avg_前复权价格	股东人数
1995-12	0.52	14804	
1996-12	1.28	19411	
1997-12	1.13	28038	
1998-12	1.81	23256	
1999-12	2.64	13273	
2000-12	4.25	21853	
2001-12	4.97	10062	
2002-06	4.65	9348	
2002-09	4.42	9593	
2002-12	4.19	9287	
2003-03	3.6	15043	
2003-06	3.51	14030	
2003-09	3.72	12444	
2003-12	3.69	11029	
2004-03	4.16	10047	
2004-06	4.19	9029	
2004-09	4.67	8076	
2004-12	5.03	7160	
2005-03	6.22	6360	
2005-06	7.28	6352	
2005-09	7.84	6647	
2005-12	7.76	5194	
2006-03	10.29	6067	
2006-06	15.48	12578	
2006-09	14.97	14779	
2006-12	19.73	15778	
2007-03	22.97	19797	
2007-06	29.27	16242	
2007-09	29.46	27935	
2007-12	26.66	29189	
2008-03	27.95	17318	
2008-06	21.21	26423	
2008-09	23.46	17059	
2008-12	27.24	13291	
2009-03	30.02	22045	
2009-06	29.18	27416	
2009-09	38.02	16064	
2009-12	45.92	16325	
2010-03	47.1	20338	
2010-06	54.53	14752	
2010-09	68.91	17034	
2010-12	66.24	38205	
2011-03	61.56	48164	
2011-06	61.84	34562	
2011-09	64.29	24562	
2011-12	61.46	24719	
2012-03	55.49	31190	
2012-06	60.71	26933	
2012-09	65.92	24071	
2012-12	69.39	21922	
2013-03	87.64	19994	
2013-06	93.29	21340	
2013-09	117.59	17716	
2013-12	110.1	23320	
2014-03	92.74	31138	
2014-06	87.75	38045	
2014-09	84.72	61144	
2014-12	97.99	55561	
2015-03	106.65	60948	
2015-06	131.91	42482	
2015-09	111.94	33827	
2015-12	121.92	32663	
2016-03	97.86	41590	
2016-06	105.07	38921	
2016-09	115.99	38673	
2016-12	116.52	38380	
2017-03	135.15	38788	
2017-06	156.45	48296	
2017-09	147.27	41428	
2017-12	167.47	44948	
2018-03	169.08	43385	
2018-06	181.26	41579	
2018-09	124.74	55010	
2018-12	129.83	57330	
2019-03	146.44	62496	
2019-06	137.79	65189	
2019-09	135.13	75585	
2019-12	153.2	60609	
2020-03	138.92	63305	
2020-06	162.56	61695	
2020-09	198.58	93944	
2020-12	196.04	94859	
2021-03	228.9	125046	
2021-06	213.16	155622	
2021-09	180.05	161054	
2021-12	176.89	147427	
2022-03	154.93	154539	
2022-06	154.61	185561	
2022-09	139.62	190152	
2022-12	152.95	170927	
2023-03	146.62	184251	
2023-06	145.5	188674	
2023-09	147.95	185000	
2023-12	135.26	199821	
2024-03	141.18	192588	
2024-06	150.91	177126	
2024-09	152.23	172527	
