month	ct_avg_Tdx收盘价	股东人数
2012-03	5.95	130907	
2012-06	5.05	20130	
2012-09	4.23	20047	
2012-12	4.98	19838	
2013-03	4.8	19549	
2013-06	4.43	19463	
2013-09	4.19	19314	
2013-12	4.2	19178	
2014-03	3.7	19062	
2014-06	3.71	18942	
2014-09	4.4	18716	
2014-12	10.99	18405	
2015-03	14.41	17782	
2015-06	17.94	15930	
2015-09	12.55	15820	
2015-12	13.8	15740	
2016-06	10.66	15673	
2016-09	11.45	15572	
2016-12	14.87	15474	
2017-06	15.72	15120	
2017-09	15.68	14881	
2017-12	13.59	14612	
2018-03	13.22	14178	
2018-06	11.84	14066	
2018-09	12.02	13986	
2018-12	11.88	13929	
2019-03	12.53	13864	
2019-06	11.15	13794	
2019-09	10.51	13715	
2019-12	8.92	13672	
2020-03	8.95	13597	
2020-06	7.68	13506	
2020-09	7.67	13288	
2020-12	7.47	13161	
2021-06	6.66	12886	
2021-09	8.98	12740	
2021-12	8.1	12649	
2022-03	9.6	12589	
2022-06	9.24	12511	
2022-09	7.8	12430	
2022-12	8.7	12367	
2023-03	10.95	12269	
2023-06	10.66	12174	
2023-09	9.25	12073	
2023-12	7.58	12029	
2024-03	8.32	11971	
2024-06	8.87	11899	
2024-09	7.69	11806	
