month	ct_avg_Tdx收盘价	人均持股
2012-03	5.95	109256	
2012-06	5.05	219945	
2012-09	4.23	220856	
2012-12	4.98	223183	
2013-03	4.8	226482	
2013-06	4.43	227483	
2013-09	4.19	229238	
2013-12	4.2	230863	
2014-03	3.7	232268	
2014-06	3.71	233740	
2014-09	4.4	236562	
2014-12	10.99	240560	
2015-03	14.41	248988	
2015-06	17.94	277935	
2015-09	12.55	279867	
2015-12	13.8	281290	
2016-06	10.66	282492	
2016-09	11.45	284324	
2016-12	14.87	286125	
2017-06	15.72	292824	
2017-09	15.68	297527	
2017-12	13.59	303004	
2018-03	13.22	312280	
2018-06	11.84	314766	
2018-09	12.02	316567	
2018-12	11.88	317862	
2019-03	12.53	319352	
2019-06	11.15	320973	
2019-09	10.51	322822	
2019-12	8.92	323837	
2020-03	8.95	325623	
2020-06	7.68	327817	
2020-09	7.67	333195	
2020-12	7.47	335725	
2021-06	6.66	342890	
2021-09	8.98	346819	
2021-12	8.1	349314	
2022-03	9.6	350979	
2022-06	9.24	353167	
2022-09	7.8	355469	
2022-12	8.7	357280	
2023-03	10.95	360133	
2023-06	10.66	362944	
2023-09	9.25	365980	
2023-12	7.58	367319	
2024-03	8.32	369098	
2024-06	8.87	371332	
2024-09	7.69	374257	
