month	ct_avg_前复权价格	股东人数
1999-06	1.2	39544	
1999-12	1.17	38145	
2000-06	1.61	26037	
2000-12	2.26	29942	
2001-12	1.78	42746	
2002-06	1.54	38683	
2002-09	1.63	37873	
2002-12	1.44	36705	
2003-03	1.66	33839	
2003-06	2.2	23003	
2003-09	2.15	21077	
2003-12	2.11	20247	
2004-03	2.27	30036	
2004-06	1.84	26915	
2004-09	1.77	28223	
2004-12	1.52	32661	
2005-03	1.49	34920	
2005-06	1.59	31890	
2005-09	1.9	30804	
2005-12	1.61	32411	
2006-03	1.96	30766	
2006-06	2.68	30878	
2006-09	2.85	26742	
2006-12	3.45	23712	
2007-03	5.19	25643	
2007-06	8.21	23444	
2007-09	12.99	17808	
2007-12	13.06	21319	
2008-03	14.08	16466	
2008-06	11.86	14381	
2008-09	7.02	15287	
2008-12	7.01	20750	
2009-03	7.53	31011	
2009-06	7.21	38610	
2009-09	7.49	21769	
2009-12	8.95	19871	
2010-03	9.7	18390	
2010-06	7.89	20876	
2010-09	9.76	15944	
2010-12	11.24	20885	
2011-03	14.2	11372	
2011-06	13.66	14368	
2011-09	10.25	20755	
2011-12	6.52	28103	
2012-03	8.1	24665	
2012-06	7.54	25755	
2012-09	5.34	28219	
2012-12	6.66	24133	
2013-03	6.1	26222	
2013-06	5.87	30432	
2013-09	6.03	35253	
2013-12	5.45	33428	
2014-03	5.52	31060	
2014-06	5.4	28261	
2014-09	7.14	30465	
2014-12	10.85	24269	
2015-03	14.06	32144	
2015-06	23.32	45749	
2015-09	15.85	48309	
2015-12	18.49	50388	
2016-03	15.29	53691	
2016-06	15.37	49756	
2016-09	18.4	54004	
2016-12	17.35	61672	
2017-02	17.74	63289	
2017-03	17.53	69821	
2017-06	21.42	58107	
2017-09	21.58	59292	
2017-12	30.1	52339	
2018-03	33.27	64124	
2018-06	28.65	73569	
2018-09	25.02	73230	
2018-12	25.5	71445	
2019-03	27.03	99779	
2019-06	23.75	89565	
2019-09	21.66	89233	
2019-12	25.58	67735	
2020-03	22.08	81716	
2020-06	24.47	74060	
2020-09	38.95	60632	
2020-12	45.69	54188	
2021-02	65.14	70181	
2021-03	54.47	86502	
2021-06	46.75	147266	
2021-09	60.06	132804	
2021-12	54.05	148495	
2022-03	47.63	154843	
2022-06	52.27	140134	
2022-09	43.71	167583	
2022-12	44.18	147792	
2023-03	46.47	138830	
2023-06	45.72	124980	
2023-09	45.62	115825	
2023-12	32.45	130780	
2024-03	32.87	134358	
2024-06	37.11	120648	
2024-09	31.8	117731	
