month	ct_avg_Tdx收盘价	人均持股
2011-12	17.66	4753	
2012-03	19.78	8387	
2012-06	16.12	11533	
2012-09	10.51	10397	
2012-12	10.11	12696	
2013-03	10.43	12560	
2013-06	10.34	13190	
2013-09	9.96	11649	
2013-12	11.3	13501	
2014-03	10.22	12170	
2014-06	9.11	12287	
2014-09	10.91	13656	
2014-12	12.14	44668	
2015-03	13.69	55046	
2015-06	20.17	41727	
2015-12	16.16	38731	
2016-03	10.87	40567	
2016-06	11.6	37109	
2016-09	13.04	43284	
2016-12	15.13	50996	
2017-03	16.13	55876	
2017-06	15.79	60368	
2017-09	18.61	65955	
2017-12	27.51	58550	
2018-03	31.81	50946	
2018-06	27.75	86862	
2018-09	21.87	79352	
2018-12	20.03	85457	
2019-03	31.56	73660	
2019-06	29.92	59992	
2019-09	36.25	72118	
2019-12	46.5	77436	
2020-03	55.97	69476	
2020-06	74.15	53686	
2020-09	69.73	52309	
2020-12	101.35	33783	
2021-03	89.72	21536	
2021-06	78.12	19385	
2021-09	90.31	21287	
2021-12	82.88	25463	
2022-03	56.83	23514	
2022-06	56.59	25745	
2022-09	48.82	24690	
2022-12	63.02	31847	
2023-03	66.12	33369	
2023-06	60.29	34919	
2023-09	65.17	39737	
2023-12	52.47	35476	
2024-03	55.53	30599	
2024-06	49.88	30838	
2024-09	52.96	38462	
