month	ct_avg_前复权价格	股东人数
2014-03	0.93	56901	
2014-06	0.9	49992	
2014-09	1.08	45918	
2014-12	1.61	40741	
2015-03	1.52	30070	
2015-06	2.41	60625	
2015-09	1.07	52062	
2015-12	1.13	50818	
2016-03	1.03	48143	
2016-06	1.08	39033	
2016-09	1.29	46324	
2016-12	1.17	71191	
2017-03	1.34	48936	
2017-06	1.48	48860	
2017-09	2.02	65631	
2017-12	1.86	69996	
2018-03	1.86	73212	
2018-06	1.96	66228	
2018-09	1.97	61862	
2018-12	1.88	66099	
2019-03	2.15	60691	
2019-06	2.16	52636	
2019-09	2.29	46193	
2019-12	2.18	43848	
2020-03	1.91	44377	
2020-06	1.81	45922	
2020-09	2.23	48945	
2020-12	2.56	70144	
2021-03	2.96	89744	
2021-06	3.17	92541	
2021-09	4.29	87043	
2021-12	3.63	112677	
2022-03	4.25	78068	
2022-06	5.79	78030	
2022-09	7.16	79805	
2022-12	5.75	96037	
2023-03	5.91	74489	
2023-06	5.37	86741	
2023-09	6.3	69878	
2023-12	6.82	59126	
2024-03	8.81	56714	
2024-06	9.21	47717	
2024-09	8.67	60104	
