month	ct_avg_Tdx收盘价	股东人数
2014-03	4.22	56901	
2014-06	4.1	49992	
2014-09	4.8	45918	
2014-12	7.09	40741	
2015-03	6.69	30070	
2015-06	10.64	60625	
2015-09	4.7	52062	
2015-12	4.95	50818	
2016-03	4.53	48143	
2016-06	4.76	39033	
2016-09	5.66	46324	
2016-12	5.12	71191	
2017-03	5.9	48936	
2017-06	6.49	48860	
2017-09	8.77	65631	
2017-12	8.08	69996	
2018-03	8.08	73212	
2018-06	8.53	66228	
2018-09	8.11	61862	
2018-12	7.71	66099	
2019-03	8.86	60691	
2019-06	8.87	52636	
2019-09	9.07	46193	
2019-12	8.66	43848	
2020-03	7.55	44377	
2020-06	7.15	45922	
2020-09	8.47	48945	
2020-12	9.7	70144	
2021-03	11.24	89744	
2021-06	12.04	92541	
2021-09	15.09	87043	
2021-12	12.79	112677	
2022-03	15.29	78068	
2022-06	20.38	78030	
2022-09	23.61	79805	
2022-12	18.98	96037	
2023-03	19.48	74489	
2023-06	17.71	86741	
2023-09	18.39	69878	
2023-12	19.91	59126	
2024-03	25.72	56714	
2024-06	26.82	47717	
2024-09	24.08	60104	
