month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2005-11	14.45	44.36	
2005-12	14.27	41.92	
2006-01	16	77.4	
2006-02	15.56	80.99	
2006-03	16.96	89.75	
2006-04	20.8	95.63	
2006-05	26.62	97.42	
2006-06	25.87	91.4	
2006-07	24.77	81.52	
2006-08	21.03	53.11	
2006-09	23.59	62.5	
2006-10	26.1	79.82	
2006-11	22.88	62.14	
2006-12	22.93	52.95	
2007-01	26.77	67.01	
2007-02	29.17	86.49	
2007-03	26.67	77.17	
2007-04	27	58.67	
2007-05	32.92	91.39	
2007-06	31.1	84.33	
2007-07	26.65	46.1	
2007-08	27.82	45.96	
2007-09	28.06	40.74	
2007-10	25.38	-9.72	
2007-11	25.97	-22.89	
2007-12	27.34	-13.97	
2008-01	33.64	54.42	
2008-02	32.71	64.8	
2008-03	27.01	40.05	
2008-04	19.04	-38.65	
2008-05	24.54	-47.77	
2008-06	20.96	-70.54	
2008-07	20.66	-83	
2008-08	19.28	-93.71	
2008-09	16.99	-93.89	
2008-10	17.14	-88.91	
2008-11	19.11	-76.69	
2008-12	22.29	-29.54	
2009-01	22.19	-15.18	
2009-02	24.07	14.91	
2009-03	23.09	21.94	
2009-04	26.03	53.27	
2009-05	31.73	70.78	
2009-06	35.23	85.75	
2009-07	37.02	89.85	
2009-08	33.97	74.92	
2009-09	35.78	80.1	
2009-10	38.32	91.77	
2009-11	45.2	98.3	
2009-12	46.4	91.92	
2010-01	49.59	97.14	
2010-02	52.34	95.77	
2010-03	51.19	88.72	
2010-04	38.96	32.57	
2010-05	40.93	17.62	
2010-06	43.5	25.09	
2010-07	39.7	-14.16	
2010-08	46.37	19.07	
2010-09	58.86	65.74	
2010-10	58.74	79.13	
2010-11	67.03	88.27	
2010-12	75.6	90.14	
2011-01	67.03	76.25	
2011-02	71.94	86.03	
2011-03	62.45	68.98	
2011-04	35.46	-4.46	
2011-05	35.1	-34.18	
2011-06	34.79	-48.04	
2011-07	37.85	-43.88	
2011-08	38.91	-40.79	
2011-09	35.72	-63.52	
2011-10	32.83	-82.65	
2011-11	35.72	-66.24	
2011-12	33.48	-83.03	
2012-01	30.7	-92.5	
2012-02	31.99	-83.79	
2012-03	32.36	-77.31	
2012-04	20.11	-97.85	
2012-05	20.19	-93.91	
2012-06	19.09	-95.68	
2012-07	16.29	-98.74	
2012-08	16.3	-90.6	
2012-09	16.5	-85.48	
2012-11	15.27	-91.47	
2012-12	14.87	-90.52	
2013-01	16.58	-62.63	
2013-02	16.77	-48.33	
2013-03	15.75	-55.66	
2013-04	16.08	-66.22	
2013-05	21.43	13.39	
2013-06	16.43	5.25	
2013-07	14.64	-30.82	
2013-08	15.36	-40.02	
2013-09	15.96	-25.89	
2013-10	13.9	-56.55	
2013-11	13.2	-67.86	
2013-12	14.53	-62.26	
2014-01	14.76	-53.27	
2014-02	16.17	-27.73	
2014-03	16.25	-5.06	
2014-04	14.51	-39.07	
2014-05	13.2	-64.38	
2014-06	13.14	-72.28	
2014-07	14.5	-49.19	
2014-08	14.56	-28.1	
2014-09	16.17	24.41	
2014-10	16.77	56.94	
2014-11	15.92	55.71	
2014-12	16.06	59.94	
2015-01	15.77	39.15	
2015-02	15.53	25.83	
2015-03	17.47	67.78	
2015-04	23.18	94.9	
2015-05	23.24	90.76	
2015-06	26.25	91.33	
2015-07	16.62	36.03	
2015-08	17.52	20.83	
2015-09	14.74	-21.92	
2015-10	16.49	-21.06	
2015-11	16.92	-18.45	
2015-12	15.33	-53.03	
2016-01	14.75	-59.78	
2016-02	13.45	-76.19	
2016-03	13.55	-81.25	
2016-04	14.42	-67.68	
2016-05	13.42	-85.29	
2016-06	13.26	-88.66	
2016-07	13.99	-62.97	
2016-08	15	-13.16	
2016-09	15.93	19.55	
2016-10	16.54	41.35	
2016-11	15.55	30.19	
2016-12	16.15	46.43	
2017-06	17.33	71.69	
2017-07	17.45	79.72	
2017-08	16.95	67.74	
2017-09	16.39	39.24	
2017-10	16.79	53.35	
2017-11	19.36	85.92	
2017-12	18.64	84.1	
2018-01	17.71	64.61	
2018-02	16.23	20.89	
2018-03	16.75	6.33	
2018-04	16.92	-1.93	
2018-05	17.9	36.2	
2018-06	16.63	-12.77	
2018-07	15.47	-45.78	
2018-08	15.4	-65.37	
2018-09	16.69	-39.8	
2018-10	17.04	-8.38	
2018-11	17.65	26.62	
2018-12	18.38	50.18	
2019-01	19.18	70.9	
2019-02	19.53	77.68	
2019-03	20.84	88.65	
2019-04	21.14	90.26	
2019-05	18.91	59.15	
2019-06	18.03	24.34	
2019-07	18.62	21.39	
2019-08	17.76	-14.85	
2019-09	20.01	21.12	
2019-10	21.52	63.2	
2019-11	23.13	84.35	
2019-12	21.23	72.65	
2020-01	20.63	62	
2020-02	18.84	7.68	
2020-03	20.86	37.66	
2020-04	20.29	21.17	
2020-05	19.38	-13.04	
2020-06	19.77	-23.75	
2020-07	21.6	41.15	
