month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2021-08	5.12	-94.38	
2021-09	5.34	-81.43	
2021-10	5.11	-93.47	
2021-11	4.93	-94.68	
2021-12	4.97	-86.88	
2022-01	4.99	-76.64	
2022-02	4.93	-90.35	
2022-03	4.64	-97.44	
2022-04	4.39	-98.21	
2022-05	4.4	-89.15	
2022-06	4.63	-73.26	
2022-07	4.42	-88.39	
2022-08	4.39	-87.93	
2022-09	4.3	-88.44	
2022-10	4.35	-81.47	
2022-11	4.58	-38.03	
2022-12	4.76	6.21	
2023-01	4.75	27.73	
2023-02	4.95	47.59	
2023-03	5.47	70.92	
2023-04	5.95	88.77	
2023-05	5.85	80.8	
2023-06	5.77	77.19	
2023-07	5.92	88.18	
2023-08	5.84	81.95	
2023-09	5.49	32.99	
2023-10	4.9	-9.3	
2023-11	4.61	-39.16	
2023-12	4.33	-57.95	
2024-01	4.37	-62.99	
2024-02	4.6	-54.4	
2024-03	5.34	-12.2	
2024-04	5.7	22.54	
2024-05	5.71	38.04	
2024-06	5.83	54.42	
2024-07	6.1	69.02	
2024-08	5.71	52.31	
2024-09	5.06	4.42	
2024-10	6.4	61.66	
2024-11	6.58	85.8	
2024-12	6.36	77.92	
2025-01	5.77	46.53	
2025-02	5.7	25	
