month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2016-12	22.41	14.24	-0.12	41.15	1.11	59.42	
2017-01	22.15	14.08	-0.13	25.69	1.05	45.44	
2017-02	24.23	15.4	-0.05	56.74	1.19	75.6	
2017-03	26.94	17.12	0.05	81.79	1.38	91.85	
2017-04	28.66	18.22	0.11	92.16	1.48	95.83	
2017-05	30.62	19.47	0.19	97.81	1.59	98.35	
2017-06	35.28	22.52	0.37	98.62	1.91	98.74	
2017-07	37.1	23.69	0.44	96.47	1.98	96.47	
2017-08	35.47	22.65	0.38	78.84	1.78	78.8	
2017-09	36.8	23.5	0.43	82.87	1.8	82.91	
2017-10	39.84	25.44	0.54	95.43	1.95	95.48	
2017-11	37.81	24.14	0.46	80.93	1.73	80.97	
2017-12	37.22	23.76	0.43	60.59	1.62	60.63	
2018-01	40.96	26.15	0.56	89.53	1.81	89.49	
2018-02	39.7	25.35	0.51	82.26	1.66	82.38	
2018-03	42.98	27.44	0.63	93.1	1.81	92.98	
2018-04	38.95	24.87	0.48	63.99	1.49	64.19	
2018-05	37.57	23.99	0.44	28.08	1.36	28.29	
2018-06	28.47	21.46	0.11	-15.94	1.07	-11.83	
2018-07	16.41	17.89	-0.35	-62.42	0.71	-46.59	
2018-08	15.62	17.03	-0.37	-86.92	0.61	-73.64	
2018-09	14.7	16.02	-0.41	-91.87	0.49	-89.75	
2018-10	12.48	13.61	-0.49	-94.15	0.26	-90.97	
2018-11	14.25	15.54	-0.42	-80.07	0.42	-75.45	
2018-12	14.39	15.7	-0.41	-70.76	0.42	-68.66	
2019-01	14.62	15.95	-0.4	-67.29	0.43	-66.84	
2019-02	17.46	19.04	-0.28	-29.7	0.68	-20.42	
2019-03	20.42	22.26	-0.15	-2.34	0.94	19.13	
2019-04	20.63	22.5	-0.13	11.99	0.93	36.61	
2019-05	20.01	21.86	-0.15	15.22	0.85	42.54	
2019-06	20.71	22.93	-0.11	26.46	0.92	57.19	
2019-07	22.95	25.41	-0.01	56.29	1.09	80.32	
2019-08	21.84	24.18	-0.06	51.02	0.96	73.86	
2019-09	21.38	23.68	-0.07	43.48	0.89	63.57	
2019-10	22.23	24.61	-0.03	56.05	0.93	76.29	
2019-11	24.31	26.92	0.05	71.34	1.08	92.9	
2019-12	24.23	26.84	0.04	67.57	1.04	88.15	
2020-01	27.28	30.21	0.17	88.9	1.25	99.16	
2020-02	29	32.12	0.23	91.7	1.34	97.14	
2020-03	32.63	36.13	0.38	95.21	1.57	95.66	
2020-04	37.63	41.67	0.57	99.06	1.89	99.02	
2020-05	37.91	41.97	0.57	89.39	1.84	89.39	
2020-06	40.05	44.52	0.64	95.62	1.93	95.67	
2020-07	50.23	56.03	1.02	99.15	2.56	99.15	
2020-08	55.45	61.86	1.19	97.07	2.79	97.07	
2020-09	56.76	63.32	1.21	91.92	2.74	91.92	
2020-10	47.65	61.8	0.83	72.88	2.54	83.71	
2020-11	37.22	62.28	0.41	23.64	2.45	81.12	
2020-12	36.02	60.28	0.36	-2.1	2.24	58.7	
2021-01	47.68	79.78	0.77	31.43	3.11	93.12	
2021-02	51.92	86.87	0.9	56.31	3.3	96.07	
2021-03	48.15	80.57	0.74	50.19	2.84	83.93	
2021-04	54.58	91.33	0.95	72.36	3.18	95.36	
2021-05	57.48	96.22	1.02	80.61	3.23	95.09	
2021-06	57.51	96.7	0.99	77.47	3.09	89.29	
2021-07	52.45	88.19	0.8	49.11	2.6	64.77	
2021-08	53.27	89.56	0.8	42.41	2.53	55.92	
2021-09	45.6	76.67	0.53	-2.81	1.94	12.01	
2021-10	45.02	75.69	0.49	-17.36	1.83	-8.59	
2021-11	40.9	68.77	0.35	-45.66	1.51	-31.74	
2021-12	47.01	79.04	0.54	-25.93	1.81	-15.72	
2022-01	50.04	84.13	0.62	5.92	1.91	11.47	
