month	ct_avg_Tdx收盘价	人均持股
2010-12	3.86	17222	
2011-03	3.89	16126	
2011-06	3.39	14928	
2011-09	3.03	57292	
2011-12	2.8	59348	
2012-03	2.97	64450	
2012-06	2.82	67580	
2012-09	2.7	69725	
2012-12	2.82	89090	
2013-03	3.28	86235	
2013-06	2.93	86995	
2013-09	2.86	193839	
2013-12	2.77	1853337	
2014-03	2.41	5114472	
2014-06	2.51	5203588	
2014-09	2.74	5366200	
2014-12	4.24	5387244	
2015-03	4.37	5860696	
2015-06	5.73	6498331	
2015-09	4.11	6535429	
2015-12	4.32	6598209	
2016-03	3.68	6617279	
2016-06	3.68	6642878	
2016-09	3.81	6701205	
2016-12	4	6753919	
2017-03	4.14	6814222	
2017-06	3.98	6814222	
2017-09	4.13	6952161	
2017-12	4.12	7023247	
2018-03	4.21	175231	
2018-06	3.85	7457910	
2018-09	3.8	7457910	
2018-12	3.78	7457910	
2019-03	4.2	7466017	
2019-06	3.95	7498620	
2019-09	3.94	7589763	
2019-12	4.34	7581386	
2020-03	3.73	7657453	
2020-06	3.77	7726362	
2020-09	3.72	7787682	
2020-12	4.06	7823161	
2021-03	4.12	7931565	
2021-06	3.8	7986902	
2021-09	3.45	8005519	
2021-12	3.35	8043016	
2022-03	3.29	8071370	
2022-06	3.15	8061896	
2022-09	2.86	8128681	
2022-12	3.06	8186812	
2023-03	3.07	8245781	
2023-06	3.13	15257203	
2023-09	3.07	15330998	
2023-12	2.88	15349559	
2024-03	3.25	15368164	
2024-06	3.15	15368164	
2024-09	3.16	15537666	
