month	ct_avg_Tdx收盘价	股东人数
2010-12	3.86	232262	
2011-03	3.89	248051	
2011-06	3.39	267953	
2011-09	3.03	265604	
2011-12	2.8	256401	
2012-03	2.97	236105	
2012-06	2.82	225168	
2012-09	2.7	218240	
2012-12	2.82	212535	
2013-03	3.28	219572	
2013-06	2.93	217653	
2013-09	2.86	208600	
2013-12	2.77	1634	
2014-03	2.41	1343	
2014-06	2.51	1320	
2014-09	2.74	1280	
2014-12	4.24	1275	
2015-03	4.37	1172	
2015-06	5.73	1057	
2015-09	4.11	1051	
2015-12	4.32	1041	
2016-03	3.68	1038	
2016-06	3.68	1034	
2016-09	3.81	1025	
2016-12	4	1017	
2017-03	4.14	1008	
2017-06	3.98	1008	
2017-09	4.13	988	
2017-12	4.12	978	
2018-03	4.21	227188	
2018-06	3.85	921	
2018-09	3.8	921	
2018-12	3.78	921	
2019-03	4.2	920	
2019-06	3.95	916	
2019-09	3.94	905	
2019-12	4.34	906	
2020-03	3.73	897	
2020-06	3.77	889	
2020-09	3.72	882	
2020-12	4.06	878	
2021-03	4.12	866	
2021-06	3.8	860	
2021-09	3.45	858	
2021-12	3.35	854	
2022-03	3.29	851	
2022-06	3.15	852	
2022-09	2.86	845	
2022-12	3.06	839	
2023-03	3.07	833	
2023-06	3.13	831	
2023-09	3.07	827	
2023-12	2.88	826	
2024-03	3.25	825	
2024-06	3.15	825	
2024-09	3.16	816	
