month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2018-03	6.13	0.75	
2018-04	6.05	0.7	
2018-05	5.85	0.62	
2018-06	5.07	0.39	
2018-07	4.62	0.26	
2018-08	4.61	0.24	
2018-09	4.3	0.15	
2018-10	4.14	0.1	
2018-11	5.05	0.32	
2018-12	4.98	0.29	
2019-01	5.1	0.31	
2019-02	7.37	0.86	
2019-03	10.81	1.66	
2019-04	13.3	2.18	
2019-05	10.29	1.41	
2019-06	11.08	1.53	
2019-07	11.43	1.55	
2019-08	10.34	1.26	
2019-09	13.69	1.91	
2019-10	12.29	1.55	
2019-11	11.67	1.37	
2019-12	12.73	1.52	
2020-01	13.65	1.64	
2020-02	14.62	1.75	
2020-03	14.48	1.65	
2020-04	14.23	1.54	
2020-05	14.29	1.49	
2020-06	14.82	1.52	
2020-07	19.12	2.15	
2020-08	18.16	1.91	
2020-09	19.44	2.02	
2020-10	19.02	1.87	
2020-11	17.39	1.56	
2020-12	16.6	1.39	
2021-01	15.75	1.22	
2021-02	18.28	1.51	
2021-03	15.18	1.04	
2021-04	14.9	0.97	
2021-05	13.93	0.81	
2021-06	13.96	0.78	
2021-07	12.7	0.59	
2021-08	13.11	0.62	
2021-09	16.22	0.97	
2021-10	14.57	0.74	
2021-11	14.4	0.69	
2021-12	16.82	0.94	
2022-01	16.21	0.83	
2022-02	13.96	0.56	
2022-03	12.26	0.35	
2022-04	11.28	0.23	
2022-05	10.38	0.12	
2022-06	11.84	0.26	
2022-07	11.35	0.19	
2022-08	10.82	0.13	
2022-09	10.35	0.07	
2022-10	10.2	0.04	
2022-11	11.81	0.19	
2022-12	12.84	0.28	
2023-01	14.12	0.39	
2023-02	15.53	0.51	
2023-03	18.08	0.73	
2023-04	25.56	1.39	
2023-05	21.78	1.01	
2023-06	23.29	1.11	
2023-07	21.63	0.93	
2023-08	22.95	1.02	
2023-09	19.66	0.72	
2023-10	18.82	0.64	
2023-11	18.85	0.63	
2023-12	19.9	0.7	
2024-01	17.47	0.48	
2024-02	16.09	0.35	
2024-03	17.87	0.49	
2024-04	15.63	0.3	
2024-05	15.62	0.29	
2024-06	14.63	0.2	
2024-07	12.84	0.05	
2024-08	13.13	0.07	
2024-09	14.69	0.19	
2024-10	26.07	1.08	
2024-11	37.83	1.95	
2024-12	41.23	2.14	
2025-01	36.09	1.69	
2025-02	37.67	1.74	
