month	ct_avg_Tdx收盘价	股东人数
2002-06	4.8	1735	
2002-09	6.32	1696	
2002-12	5.15	1670	
2003-03	5.38	1559	
2003-06	5.88	1419	
2003-09	6.01	1221	
2003-12	8.06	923	
2004-03	8.72	811	
2004-06	8.67	822	
2004-12	9.54	640	
2006-12	9.87	402	
2007-03	13.3	335	
2007-06	23.13	299	
2007-09	34.57	275	
2007-12	34.35	269	
2008-03	30.06	254	
2008-06	22.54	250	
2008-09	12.07	255	
2008-12	9.23	280	
2009-03	10.72	281	
2009-06	13.64	287	
2009-09	12.49	303	
2009-12	14.43	308	
2010-03	13.03	305	
2010-06	9	317	
2010-09	9.71	320	
2010-12	10.07	314	
2011-03	10.08	325	
2011-06	8.44	384	
2011-09	6.94	400	
2011-12	6.24	412	
2012-03	6.37	414	
2012-06	5.48	421	
2012-09	4.3	433	
2012-12	4.42	104371	
2013-03	4.53	440	
2013-06	3.88	48270	
2013-09	4.75	443	
2013-12	4.84	97223	
2014-03	4.08	431	
2015-06	12.49	398	
2015-12	10.41	406	
2016-06	6.02	400	
2016-12	7.02	415	
2017-06	6.39	412	
2017-12	6.05	404	
2018-06	4.61	402	
2018-12	5.01	395	
2019-06	6.31	385	
2020-06	6.63	379	
