month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2010-08	3.35	-0.09	
2010-09	3.36	-0.09	
2010-10	3.71	0	
2010-11	3.89	0.04	
2010-12	3.49	-0.07	
2011-01	3.34	-0.12	
2011-02	3.52	-0.07	
2011-03	3.49	-0.09	
2011-04	3.38	-0.12	
2011-05	3.18	-0.18	
2011-06	2.96	-0.24	
2011-07	2.98	-0.24	
2011-08	2.59	-0.34	
2011-09	2.46	-0.37	
2011-10	2.52	-0.36	
2011-11	2.51	-0.36	
2011-12	2.2	-0.44	
2012-01	2.14	-0.46	
2012-02	2.27	-0.43	
2012-03	2.25	-0.43	
2012-04	2.16	-0.46	
2012-05	2.12	-0.47	
2012-06	1.97	-0.51	
2012-07	1.71	-0.57	
2012-08	1.63	-0.59	
2012-09	1.55	-0.61	
2012-10	1.58	-0.6	
2012-11	1.53	-0.61	
2012-12	1.59	-0.6	
2013-01	1.7	-0.57	
2013-02	1.73	-0.56	
2013-03	1.63	-0.59	
2013-04	1.55	-0.61	
2013-05	1.54	-0.61	
2013-06	1.39	-0.65	
2013-07	1.25	-0.68	
2013-08	1.32	-0.66	
2013-09	1.71	-0.56	
2013-10	1.6	-0.59	
2013-11	1.54	-0.6	
2013-12	1.74	-0.55	
2014-01	1.54	-0.6	
2014-02	1.55	-0.6	
2014-03	1.47	-0.62	
2014-04	1.48	-0.62	
2014-05	1.47	-0.62	
2014-06	1.45	-0.63	
2014-07	1.57	-0.6	
2014-08	1.77	-0.54	
2014-09	1.98	-0.49	
2014-10	1.95	-0.5	
2014-11	2.25	-0.42	
2014-12	2.9	-0.25	
2015-01	3.09	-0.21	
2015-02	2.71	-0.3	
2015-03	3.1	-0.2	
2015-04	3.94	0.01	
2015-05	4.18	0.07	
2015-06	4.47	0.14	
2015-07	3.51	-0.1	
2015-08	3.9	0.01	
2015-09	3.98	0.03	
2015-10	3.98	0.04	
2015-11	3.98	0.05	
2015-12	3.93	0.05	
2016-01	2.61	-0.28	
2016-02	2.3	-0.35	
2016-03	2.41	-0.3	
2016-04	2.45	-0.27	
2016-05	2.23	-0.32	
2016-06	2.19	-0.31	
2016-07	2.27	-0.27	
2016-08	2.36	-0.22	
2016-09	2.39	-0.19	
2016-10	2.51	-0.13	
2016-11	2.63	-0.08	
2016-12	2.56	-0.09	
2017-01	2.57	-0.09	
2017-02	2.65	-0.06	
2017-03	2.62	-0.07	
2017-04	2.57	-0.08	
2017-05	2.3	-0.18	
2017-06	2.33	-0.16	
2017-07	2.46	-0.11	
2017-08	2.54	-0.08	
2017-09	2.45	-0.1	
2017-10	2.42	-0.11	
2017-11	2.29	-0.15	
2017-12	2.27	-0.14	
2018-01	2.35	-0.11	
2018-02	2.16	-0.17	
2018-03	2.1	-0.19	
2018-04	2.02	-0.21	
2018-05	1.89	-0.25	
2018-06	1.73	-0.31	
2018-07	1.57	-0.36	
2018-08	1.6	-0.34	
2018-09	1.62	-0.33	
2018-10	1.89	-0.22	
2018-11	1.87	-0.22	
2018-12	1.9	-0.2	
2019-01	1.82	-0.23	
2019-02	2.02	-0.14	
2019-03	2.29	-0.02	
2019-04	2.59	0.12	
2019-05	2.34	0.01	
2019-06	2.4	0.04	
2019-07	2.43	0.06	
2019-08	2.43	0.07	
2019-09	2.73	0.2	
2019-10	2.44	0.07	
2019-11	2.2	-0.03	
2019-12	2.3	0.02	
2020-01	2.45	0.08	
2020-02	2.22	-0.02	
2020-03	2.55	0.13	
2020-04	3.22	0.42	
2020-05	2.68	0.18	
2020-06	2.53	0.11	
2020-07	2.82	0.24	
2020-08	2.93	0.28	
2020-09	2.77	0.2	
2020-10	2.79	0.21	
2020-11	2.59	0.12	
2020-12	2.55	0.1	
2021-01	2.67	0.15	
2021-02	2.42	0.03	
2021-03	2.5	0.06	
2021-04	2.47	0.05	
2021-05	2.39	0.01	
2021-06	2.36	0	
2021-07	2.32	-0.03	
2021-08	2.06	-0.14	
2021-09	2.41	0.01	
2021-10	2.55	0.06	
2021-11	2.21	-0.09	
2021-12	2.29	-0.06	
2022-01	2.25	-0.07	
2022-02	2.4	-0.02	
2022-03	2.42	-0.01	
2022-04	2.89	0.17	
2022-05	3.41	0.38	
2022-06	4.17	0.67	
2022-07	4.16	0.64	
2022-08	5.58	1.17	
2022-09	6.86	1.61	
2022-10	7.15	1.67	
2022-11	7.23	1.64	
2022-12	5.28	0.91	
2023-01	5.18	0.84	
2023-02	5.99	1.1	
2023-03	5.76	1	
2023-04	5.26	0.81	
2023-05	4.72	0.62	
2023-06	4.83	0.64	
2023-07	5.6	0.89	
2023-08	5.49	0.84	
2023-09	5.27	0.76	
2023-10	5.39	0.8	
2023-11	5.56	0.84	
2023-12	4.99	0.64	
2024-01	5.28	0.73	
2024-02	5.34	0.75	
2024-03	6.04	0.96	
2024-04	6.54	1.1	
2024-05	6.97	1.21	
2024-06	6.64	1.07	
2024-07	6.01	0.86	
2024-08	6.05	0.85	
2024-09	5.56	0.68	
2024-10	5.62	0.68	
2024-11	5.28	0.57	
2024-12	5.06	0.49	
2025-01	5.24	0.53	
2025-02	5.32	0.54	
