month	ct_avg_前复权价格	股东人数
2002-06	1.08	1735	
2002-09	1.42	1696	
2002-12	1.16	1670	
2003-03	1.21	1559	
2003-06	1.33	1419	
2003-09	1.38	1221	
2003-12	1.85	923	
2004-03	1.99	811	
2004-06	2	822	
2004-12	2.23	640	
2006-12	3.18	402	
2007-03	4.29	335	
2007-06	7.46	299	
2007-09	11.31	275	
2007-12	11.24	269	
2008-03	9.83	254	
2008-06	7.48	250	
2008-09	4.04	255	
2008-12	3.09	280	
2009-03	3.58	281	
2009-06	4.6	287	
2009-09	4.27	303	
2009-12	4.93	308	
2010-03	4.46	305	
2010-06	3.08	317	
2010-09	3.36	320	
2010-12	3.49	314	
2011-03	3.49	325	
2011-06	2.96	384	
2011-09	2.46	400	
2011-12	2.2	412	
2012-03	2.25	414	
2012-06	1.97	421	
2012-09	1.55	433	
2012-12	1.59	104371	
2013-03	1.63	440	
2013-06	1.39	48270	
2013-09	1.71	443	
2013-12	1.74	97223	
2014-03	1.47	431	
2015-06	4.47	398	
2015-12	3.93	406	
2016-06	2.19	400	
2016-12	2.56	415	
2017-06	2.33	412	
2017-12	2.27	404	
2018-06	1.73	402	
2018-12	1.9	395	
2019-06	2.4	385	
2020-06	2.53	379	
