month	ct_avg_Tdx收盘价	人均持股
2015-02	35.77	0	
2015-03	59.2	1936	
2015-06	99.37	1974	
2015-09	51.16	2089	
2015-12	109.54	2122	
2016-03	73.29	3243	
2016-06	36.87	5102	
2016-09	37.18	5775	
2016-12	33.02	5413	
2017-03	31.29	5577	
2017-04	28.65	5326	
2017-06	25.31	5364	
2017-07	23.93	5606	
2017-08	23.85	5640	
2017-09	26.52	5479.5	
2017-10	27.08	5210	
2017-12	22.97	5401	
2018-03	18.73	11605.67	
2018-04	20.15	10490	
2018-05	19.97	10580.5	
2018-06	17.9	11111.33	
2018-07	17.56	11501	
2018-08	18.78	11899.33	
2018-09	21.15	13238.5	
2018-10	23.37	12347.33	
2018-11	25.68	11721.33	
2018-12	24.66	11454.25	
2019-01	26.09	11989.67	
2019-02	31.17	12302	
2019-03	32.51	13910.75	
2019-04	32.48	12722.33	
2019-05	26.53	12241.67	
2019-06	27.07	10691	
2019-07	30.89	12677.67	
2019-08	32.42	13479.33	
2019-09	37.2	12577.67	
2019-10	36.7	12195	
2019-11	34.08	12013.67	
2019-12	35.91	13046.33	
2020-01	38.63	13935	
2020-02	42.92	15619	
2020-03	47.09	13791.33	
2020-04	46.78	15271	
2020-05	48.86	14044.67	
2020-06	51.03	13358.67	
2020-07	65.68	13502	
2020-08	67.79	13472.67	
2020-09	59.45	13891.67	
2020-10	58.89	12434	
2020-11	61.13	12420	
2020-12	53.65	12181	
2021-01	49.76	11130	
2021-02	44.52	11635	
2021-03	40.55	11443	
2021-04	41.73	11064	
2021-05	43.47	10687	
2021-06	44.19	12816.33	
2021-07	27.03	14965	
2021-08	30.33	13272	
2021-09	27.09	13767	
2021-10	25.41	13931	
2021-11	29.29	16046.67	
2021-12	33.98	22023.33	
2022-01	34.65	24607.67	
2022-02	35.16	23292.67	
2022-03	31.04	21665.33	
2022-04	22.93	20629	
2022-05	25.41	22797.33	
2022-06	27.65	24041.67	
2022-07	26.95	22152	
2022-08	33.53	25740.67	
2022-09	29.04	25804.67	
2022-10	27.79	24651	
2022-11	27.54	22244.67	
2022-12	25.45	21693.5	
2023-01	26.67	23120	
2023-02	37.07	19719.33	
2023-03	43.5	20906	
2023-04	62.4	16020.33	
2023-05	59.09	14386	
2023-06	93.82	12849.33	
2023-07	97.9	12905.67	
2023-08	92.74	11418	
2023-09	80.12	9528.33	
2023-10	82.55	7888	
2023-11	76.49	9065.33	
2023-12	92	10916.75	
2024-01	88.39	11399.67	
2024-02	117.05	8978	
2024-03	148.21	8212.5	
2024-04	159.34	8017.67	
2024-05	133.21	7376	
2024-06	92.73	8789.5	
2024-07	93.23	8950	
2024-08	84.38	8771.67	
2024-09	76.73	8911	
2024-10	115.77	11086.33	
2024-11	119.93	11818	
2024-12	103.01	8899.67	
2025-01	98.93	7795	
