month	ct_avg_Tdx收盘价	人均持股
2010-08	63.97	0	
2010-09	61.78	1085	
2010-12	51.5	1207	
2011-03	48.73	1309	
2011-06	27.43	1851	
2011-09	28.24	3120	
2011-12	22.73	2948	
2012-03	24.79	3001	
2012-06	25.92	3240	
2012-09	22.05	3049	
2012-12	17.93	3084	
2013-03	19.75	3098	
2013-06	22.44	3442	
2013-09	23.27	4516	
2013-12	22.85	4760	
2014-03	34.94	5162	
2014-06	31.95	4759	
2014-09	20.16	5702	
2014-12	18.37	6179	
2015-03	23.02	6857	
2015-06	31.64	7155	
2015-09	22.34	4869	
2015-12	58.24	3881	
2016-03	42.44	3434	
2016-06	58.87	4963	
2016-09	30.34	4400	
2016-12	28.6	5275	
2017-03	35.75	6785	
2017-04	41.81	7432.33	
2017-05	42.49	7194.5	
2017-06	42.31	7938	
2017-07	54.97	8700.5	
2017-08	68.36	8902	
2017-09	88.92	5450	
2017-10	87.41	5594	
2017-11	77.93	5032	
2017-12	70.6	4882	
2018-03	75.88	4887	
2018-04	67.5	4239.5	
2018-05	65.15	5267.5	
2018-06	39.33	4901	
2018-07	38.11	4885.25	
2018-09	29.58	4381	
2018-11	24.67	4321	
2018-12	24.47	3035339	
2019-02	24.25	4522	
2019-03	28.61	3230969	
2019-06	23.71	6457606	
2019-09	22.57	4455179.33	
2019-10	22.1	5013	
2019-11	24.51	5536	
2019-12	30.79	4314	
2020-01	41	5502.5	
2020-02	54.11	5548	
2020-03	45.76	2672840	
2020-04	42.5	5398	
2020-05	49.32	5858	
2020-06	52.17	2475760.67	
2020-07	60.16	6936	
2020-08	54.36	6097.67	
2020-09	51.74	2969840	
2020-10	59.23	7641	
2020-11	74.62	8863	
2020-12	87.97	3085895	
2021-01	128.15	6140.33	
2021-02	122.65	5510	
2021-03	97.76	3083271	
2021-04	98.1	4991.33	
2021-05	111.83	4893.5	
2021-06	122.02	3698893	
2021-07	164.72	6211	
2021-08	184.43	5857.33	
2021-09	178.8	3699391.67	
2021-10	166.36	4766	
2021-11	162.7	3902.33	
2021-12	148.67	3698044.67	
2022-01	130.34	3586.67	
2022-02	141.29	3830	
2022-03	132.12	3950.33	
2022-04	111.99	3883.33	
2022-05	114.64	4029	
2022-06	135.07	8236206	
2022-07	102.7	4268.33	
2022-08	90.44	3885	
2022-09	81.18	3959162.67	
2022-10	77.49	3854	
2022-11	83.79	3885	
2022-12	76.5	3638406	
2023-02	76.46	3549	
2023-03	68.38	5175781	
2023-04	66.5	3519.5	
2023-05	64.98	3648	
2023-06	62.82	5312038.5	
2023-08	52.7	3831.5	
2023-09	46.48	3205520.33	
2023-10	44.88	3625	
2023-11	43.03	3624	
2023-12	40.27	4806345	
2024-01	41	3693	
2024-02	35.23	3784.5	
2024-03	38.61	2196229.5	
2024-04	37.58	3785	
2024-05	35.07	3898.5	
2024-06	31.1	2992047.33	
2024-07	28.25	4006.33	
2024-08	26.79	4023	
2024-09	27.11	8968313	
2024-10	32.69	3864.33	
2024-11	39.67	3781	
2024-12	38.03	4078	
2025-01	34.22	4158	
