month	ct_avg_前复权价格	人均持股
2010-08	1.08	0	
2010-09	1.04	1085	
2010-12	0.87	1207	
2011-03	0.82	1309	
2011-06	0.7	1851	
2011-09	0.72	3120	
2011-12	0.58	2948	
2012-03	0.63	3001	
2012-06	0.67	3240	
2012-09	0.57	3049	
2012-12	0.47	3084	
2013-03	0.51	3098	
2013-06	0.58	3442	
2013-09	0.61	4516	
2013-12	0.6	4760	
2014-03	0.87	5162	
2014-06	0.84	4759	
2014-09	1.05	5702	
2014-12	0.96	6179	
2015-03	1.2	6857	
2015-06	1.66	7155	
2015-09	1.17	4869	
2015-12	3.06	3881	
2016-03	2.24	3434	
2016-06	3.52	4963	
2016-09	3.19	4400	
2016-12	3.01	5275	
2017-03	3.76	6785	
2017-04	4.4	7432.33	
2017-05	4.47	7194.5	
2017-06	4.45	7938	
2017-07	5.79	8700.5	
2017-08	7.21	8902	
2017-09	9.37	5450	
2017-10	9.21	5594	
2017-11	8.21	5032	
2017-12	7.44	4882	
2018-03	7.99	4887	
2018-04	7.11	4239.5	
2018-05	7.17	5267.5	
2018-06	6.25	4901	
2018-07	6.06	4885.25	
2018-09	4.7	4381	
2018-11	3.92	4321	
2018-12	3.89	3035339	
2019-02	3.86	4522	
2019-03	4.55	3230969	
2019-06	3.77	6457606	
2019-09	3.64	4455179.33	
2019-10	3.56	5013	
2019-11	3.95	5536	
2019-12	4.96	4314	
2020-01	6.61	5502.5	
2020-02	8.72	5548	
2020-03	7.37	2672840	
2020-04	6.85	5398	
2020-05	7.95	5858	
2020-06	8.41	2475760.67	
2020-07	9.71	6936	
2020-08	8.8	6097.67	
2020-09	8.38	2969840	
2020-10	9.59	7641	
2020-11	12.09	8863	
2020-12	14.25	3085895	
2021-01	20.75	6140.33	
2021-02	19.86	5510	
2021-03	15.83	3083271	
2021-04	15.89	4991.33	
2021-05	18.11	4893.5	
2021-06	19.76	3698893	
2021-07	26.71	6211	
2021-08	29.92	5857.33	
2021-09	29.01	3699391.67	
2021-10	26.99	4766	
2021-11	26.4	3902.33	
2021-12	24.12	3698044.67	
2022-01	21.15	3586.67	
2022-02	22.92	3830	
2022-03	21.19	3950.33	
2022-04	18.17	3883.33	
2022-05	18.6	4029	
2022-06	21.92	8236206	
2022-07	22.89	4268.33	
2022-08	20.58	3885	
2022-09	18.48	3959162.67	
2022-10	17.63	3854	
2022-11	19.07	3885	
2022-12	17.41	3638406	
2023-02	17.4	3549	
2023-03	15.56	5175781	
2023-04	15.13	3519.5	
2023-05	14.79	3648	
2023-06	14.3	5312038.5	
2023-08	12.19	3831.5	
2023-09	10.75	3205520.33	
2023-10	10.38	3625	
2023-11	9.95	3624	
2023-12	9.31	4806345	
2024-01	9.48	3693	
2024-02	8.15	3784.5	
2024-03	8.93	2196229.5	
2024-04	8.69	3785	
2024-05	8.11	3898.5	
2024-06	7.19	2992047.33	
2024-07	6.58	4006.33	
2024-08	6.38	4023	
2024-09	6.46	8968313	
2024-10	7.79	3864.33	
2024-11	9.45	3781	
2024-12	9.06	4078	
2025-01	8.15	4158	
