month	ct_avg_Tdx收盘价	股东人数
2000-12	20.53	109799	
2001-06	18.5	128499	
2001-12	11.53	125356	
2002-06	9.96	117207	
2002-09	10.6	117756	
2002-12	8.63	117174	
2003-03	8.67	114458	
2003-06	7.66	114207	
2003-09	5.75	112324	
2003-12	5.29	110906	
2004-03	7.98	98555	
2004-06	5.9	93717	
2004-09	5.43	95345	
2004-12	4.32	96808	
2005-03	3.37	95372	
2005-06	3.46	90803	
2005-09	3.95	89560	
2005-12	3.28	88470	
2006-03	3.75	86897	
2006-06	5.34	80443	
2006-12	6.99	66865	
2007-03	13.67	52554	
2007-06	17.89	48052	
2007-09	21.54	46269	
2007-12	20.33	49823	
2008-03	18.5	47012	
2008-06	17.48	40854	
2008-09	14.6	38178	
2008-12	14.17	41073	
2009-03	15.36	40427	
2009-06	15.47	44158	
2009-09	18.36	28757	
2009-12	20.8	30613	
2010-03	24.34	19769	
2010-06	26.41	19803	
2010-09	26.06	21415	
2010-12	25.08	30015	
2011-03	22.7	44515	
2011-06	18.32	45992	
2011-09	19.97	35872	
2011-12	19.23	32579	
2012-03	17.37	32626	
2012-06	21.1	26521	
2012-09	22.94	22798	
2012-12	21.7	21890	
2013-03	30.65	18158	
2013-09	25.66	25628	
2013-12	24.41	25879	
2014-03	23.37	29155	
2014-06	18.71	34680	
2014-09	20.88	34600	
2014-12	22.42	33083	
2015-03	25.22	30919	
2015-06	36.53	27307	
2015-09	24.47	23811	
2015-12	26.64	24673	
2016-03	21.85	24612	
2016-06	23.48	23707	
2016-09	26.15	22503	
2016-12	25.34	23242	
2017-03	26.37	21110	
2017-04	27.23	20922.5	
2017-05	29.13	21685	
2017-06	30.71	22634	
2017-07	29.21	23484	
2017-08	28.64	24669.5	
2017-09	27.96	27730.5	
2017-10	29.18	28712.5	
2017-11	27.29	31974	
2017-12	25.78	31224.5	
2018-01	26.75	31319.5	
2018-02	25.27	29779.5	
2018-03	26.34	30286.67	
2018-04	26.18	30896	
2018-05	28.25	27696	
2018-06	28.75	26673.33	
2018-07	27.14	26349.33	
2018-08	25.5	25137.33	
2018-09	25.45	24581.75	
2018-10	22.63	24813.33	
2018-11	24.33	23746.67	
2018-12	24.06	23157.33	
2019-01	22.98	24270.5	
2019-02	24	24131.33	
2019-03	27.34	21884.75	
2019-04	28.41	22426.33	
2019-05	28.05	24404	
2019-06	27.45	22304	
2019-07	29.73	23041	
2019-08	29.1	24174.67	
2019-09	30.35	25735.33	
2019-10	31.5	24289	
2019-11	29.49	27810	
2019-12	29.87	26537.67	
2020-01	32.26	25329	
2020-02	34.57	44924.67	
2020-03	30.35	43066	
2020-04	29.21	43891.33	
2020-05	28.17	44195.67	
2020-06	28.28	44482	
2020-07	30.3	40754	
2020-08	29.59	40745.67	
2020-09	26.89	46471	
2020-10	26.42	48823	
2020-11	27.36	47053.33	
2020-12	25.84	48351	
2021-01	25.96	47255.33	
2021-02	26.07	46229.75	
2021-03	25.4	48778.33	
2021-04	24.2	54550.5	
2021-05	25.62	52201.33	
2021-06	25.98	47513	
2021-07	25.43	46808.5	
2021-08	25.13	47528.5	
2021-09	28.22	38430.33	
2021-10	27.33	36556.5	
2021-11	24.23	48225.33	
2021-12	27.65	39053	
2022-01	36.98	30661.33	
2022-02	35.99	28918.33	
2022-03	38.12	32435	
2022-04	37.94	35825.67	
2022-05	40.39	29588.67	
2022-06	42.45	29025	
2022-07	40.93	35282.5	
2022-08	38.71	32478.33	
2022-09	37	31010	
2022-10	46.67	28064.33	
2022-11	54.5	28560.33	
2022-12	49.17	37854.25	
2023-01	48.02	32979.5	
2023-02	49.24	33638.33	
2023-03	54.22	29266.67	
2023-04	57.62	28470	
2023-05	64.32	29482	
2023-06	61.72	31872	
2023-07	54.46	34700	
2023-08	49.8	37819.33	
2023-09	47.86	37584.67	
2023-10	44.94	40727.5	
2023-11	45.63	41210	
2023-12	48.96	36782	
2024-01	51.61	33597.33	
2024-02	55.43	33297	
2024-03	53.75	36704	
2024-04	56.34	33169	
2024-05	61.71	31799.33	
2024-06	52.47	35887	
2024-07	42.28	38972.33	
2024-08	42.84	40122	
2024-09	41.54	43177	
2024-10	47.3	46264.5	
2024-11	47.17	49327	
2024-12	45.32	51336.5	
2025-01	43.62	49760	
