month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2009-05	5.05	14.29	
2009-06	5.63	32.7	
2009-07	6.29	48.83	
2009-08	5.75	41.03	
2009-09	5.54	36.69	
2009-10	6.09	56.7	
2009-11	6.58	76.11	
2009-12	7.58	86.96	
2010-01	7.5	83.8	
2010-02	6.82	70.34	
2010-03	7.1	73.45	
2010-04	6.77	61.21	
2010-05	5.42	-6.03	
2010-06	5.43	-27.33	
2010-07	5.75	-25	
2010-08	5.81	-27.88	
2010-09	5.38	-52.68	
2010-10	5.84	-41.58	
2010-11	5.67	-40.38	
2010-12	5.37	-78.84	
2011-01	5.2	-89.11	
2011-02	5.28	-79.76	
2011-03	5.5	-59.63	
2011-04	5.7	-18.75	
2011-05	5.35	-44.51	
2011-06	4.85	-82.8	
2011-07	4.45	-94.75	
2011-08	4.45	-91.65	
2011-09	4.54	-79.59	
2011-10	4.37	-89.7	
2011-11	4.35	-86.2	
2011-12	4.04	-98.09	
2012-01	4.26	-80.12	
2012-02	4.43	-52.59	
2012-03	4.46	-33.33	
2012-04	4.4	-38.92	
2012-05	4.39	-24.57	
2012-06	4.04	-71.74	
2012-07	3.92	-86.44	
2012-08	3.89	-88.35	
2012-09	3.71	-96.16	
2012-10	3.68	-89.53	
2012-11	3.62	-95.21	
2012-12	3.98	-51.96	
2013-01	4.55	0.8	
2013-02	4.83	31.79	
2013-03	4.79	45.83	
2013-04	4.34	36.26	
2013-05	4.39	36.32	
2013-06	3.91	4.99	
2013-07	3.63	-35.44	
2013-08	3.57	-49.07	
2013-09	3.89	-37.73	
2013-10	3.82	-42.71	
2013-11	4.01	-17.26	
2013-12	3.94	-20.7	
2014-01	3.69	-62.93	
2014-02	4.79	2.01	
2014-03	4.82	50.3	
2014-04	4.8	64.63	
2014-05	4.39	49.29	
2014-06	4.3	42.14	
2014-07	4.28	25.27	
2014-08	4.39	39.75	
2014-09	4.45	40.77	
2014-10	4.63	68.8	
2014-11	5.11	80.18	
2014-12	6.88	93.28	
2015-01	7.43	92.01	
2015-02	6.7	78.45	
2015-03	7.16	85.8	
2015-04	7.9	96.13	
2015-05	7.55	84.06	
2015-06	7.97	88.73	
2015-07	8.97	91.03	
2015-08	7.12	53.1	
2015-09	6.1	6.12	
2015-10	6.32	-10.71	
2015-11	7.35	9.78	
2015-12	7.48	27.99	
2016-01	6.19	-30.62	
2016-02	5.59	-59.64	
2016-03	5.91	-62.58	
2016-04	5.98	-63.53	
2016-05	5.63	-82.86	
2016-06	5.63	-81.29	
2016-07	5.92	-57.65	
2016-08	6.26	-24.65	
2016-09	6.04	-19.73	
2016-10	6.05	-12.17	
2016-11	6.42	15.67	
2016-12	6.68	46.27	
2017-01	6.82	61.06	
2017-02	6.94	75.2	
2017-03	6.74	64.83	
2017-04	6.39	32.49	
2017-05	5.99	-18.66	
2017-06	6.16	-28.49	
2017-07	6.6	0.21	
2017-08	6.47	18.01	
2017-09	6.42	14.33	
2017-10	6.35	-16.96	
2017-11	6.21	-51.95	
2017-12	6.26	-49.62	
2018-01	6.92	11.04	
2018-02	7.22	63.87	
2018-03	6.65	61	
2018-04	6.4	20.29	
2018-05	6.61	43.38	
2018-06	6.24	-9.78	
2018-07	5.97	-48.01	
2018-08	5.88	-62.27	
2018-09	5.86	-74.48	
2018-10	5.8	-79.31	
2018-11	5.75	-87.86	
2018-12	5.54	-97.68	
2019-01	5.49	-89.49	
2019-02	5.92	-57.86	
2019-03	6.43	-3.4	
2019-04	6.42	30.06	
2019-05	5.87	-4.46	
2019-06	5.94	-14.19	
2019-07	5.92	-10.13	
2019-08	5.61	-51.46	
2019-09	5.73	-51.79	
2019-10	6.11	-8.23	
2019-11	6.15	26.45	
2019-12	6.08	29.63	
2020-01	6.05	40.62	
2020-02	5.57	-36.56	
2020-03	5.36	-75.89	
2020-04	5.13	-92.56	
2020-05	5.08	-93.65	
2020-06	5.08	-91.65	
2020-07	5.46	-54.85	
2020-08	5.26	-62.88	
2020-09	5.11	-79.38	
2020-10	5.18	-70.81	
2020-11	5.16	-73.17	
2020-12	5.14	-64.6	
2021-01	5.14	-70.8	
2021-02	5.29	-17.92	
2021-03	5.32	8.42	
2021-04	5.33	34.52	
2021-05	5.28	33.63	
2021-06	5.18	3.74	
2021-07	5.01	-45.66	
2021-08	4.59	-81.49	
2021-09	4.66	-86.61	
2021-10	4.61	-90.96	
2021-11	4.51	-96.51	
2021-12	4.56	-80.98	
2022-01	4.7	-51.55	
2022-02	4.75	-35.27	
2022-03	4.67	-51.25	
2022-04	5.05	13.96	
2022-05	4.65	-17.01	
2022-06	4.74	-12.03	
2022-07	4.66	-25.59	
2022-08	4.33	-60.68	
2022-09	4.59	-54.21	
2022-10	4.55	-46.48	
2022-11	4.66	-39.12	
2022-12	4.99	33.24	
2023-01	5.06	55.3	
2023-02	4.94	49.29	
2023-03	5.3	72.71	
2023-04	5.89	91.73	
2023-05	6.95	94.38	
2023-06	6.28	80.27	
2023-07	5.92	64.92	
2023-08	5.64	39.17	
2023-09	5.67	28.03	
2023-10	5.66	20.9	
2023-11	5.42	-15.34	
2023-12	5.29	-37.29	
2024-01	5.71	-10.07	
2024-02	6.36	37.76	
2024-03	6.3	53.66	
2024-04	6.77	69.37	
2024-05	7.06	76.43	
2024-06	6.67	66.92	
2024-07	6.5	55.55	
2024-08	6.39	42.9	
2024-09	6.09	11.7	
2024-10	6.76	47.52	
2024-11	6.7	56.97	
2024-12	6.98	73.66	
2025-01	6.72	63.33	
