month	ct_avg_Tdx收盘价	人均持股
2000-12	21	1299	
2001-06	22.14	1178	
2001-12	16.42	1239	
2002-06	15.79	1270	
2002-09	10	1854	
2002-12	8.01	1859	
2003-03	7.92	1838	
2003-06	6.63	2598	
2003-09	5.63	2621	
2003-12	5.12	2639	
2004-03	5.88	2648	
2004-06	5.66	2613	
2004-09	4.39	2712	
2004-12	4.31	2837	
2005-03	4.15	2917	
2005-06	3.48	2961	
2005-09	3.61	3122	
2005-12	2.86	4080	
2006-03	2.87	4172	
2006-06	3.42	4510	
2006-09	3.78	4540	
2006-12	3.77	4870	
2007-03	7.09	4654	
2007-06	11.32	3671	
2007-09	12.23	3216	
2007-12	12.11	3431	
2008-03	12.75	3574	
2008-06	6.39	3546	
2008-09	4.13	3483	
2008-12	4.39	3310	
2009-03	5.96	3544	
2009-06	8.82	3437	
2009-09	12.16	4197	
2009-12	16.78	2947	
2010-03	17.18	3155	
2010-06	13.21	3623	
2010-09	17.51	4320	
2010-12	14.85	4145	
2011-03	16.31	5009	
2011-06	16.41	5128	
2011-09	14.6	6353	
2011-12	10.85	6046	
2012-03	11.28	5954	
2012-06	11.31	5910	
2012-09	8.87	5778	
2012-12	7.77	8467	
2013-03	9.66	6230	
2013-06	10.28	6175	
2013-09	10.18	6490	
2013-12	9.57	6940	
2014-03	9.08	6997	
2014-06	8.79	7516	
2014-09	12.28	9591	
2014-12	11.98	10051	
2015-03	15.37	14559	
2015-06	24.18	7958	
2015-09	14.73	8814	
2015-12	22.44	12946	
2016-06	17.65	11933	
2016-09	25.54	6021	
2016-11	36.36	3817	
2016-12	27.01	4730	
2017-03	24.71	4613	
2017-06	19.54	5583	
2017-09	19.72	13259	
2017-12	17.07	12927	
2018-03	16.96	14999	
2018-06	14.75	14975	
2018-09	11.85	14013	
2018-12	10.24	14466	
2019-03	13.17	16513	
2019-06	12.36	18116	
2019-09	11.76	59802	
2019-12	12.37	63433	
2020-03	12.27	47124	
2020-06	15.24	65949	
2020-09	15.15	33836	
2020-12	12.45	34540	
2021-03	11.31	35269	
2021-06	10.3	38164	
2021-09	12.58	56263	
2021-12	17.04	80112	
2022-03	17.02	93007	
2022-06	20.45	106521	
2022-09	20.66	114141	
2022-12	20.55	108765	
2023-03	18.24	73824	
2023-06	15.01	67125	
2023-09	14.98	78126	
2023-12	12.22	73893	
2024-03	14.22	89184	
2024-06	15.89	103303	
2024-09	15.89	105348	
