month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2019-02	11.08	1.71	-0.35	-33.51	1.11	44.52	
2019-03	11.67	1.8	-0.29	-2.85	1.2	66.79	
2019-04	13.33	2.06	-0.16	38.27	1.48	86.23	
2019-05	11.91	1.84	-0.23	41.52	1.19	71.65	
2019-06	11.73	1.83	-0.21	38.91	1.15	67.29	
2019-07	11.71	1.82	-0.18	38.32	1.14	56.72	
2019-08	11.09	1.73	-0.2	-1.95	1.01	21.83	
2019-09	11.09	1.73	-0.19	-29.51	0.99	-2.28	
2019-10	11.14	1.74	-0.17	-42.41	0.98	-13.44	
2019-11	11.49	1.79	-0.13	-20.71	1.03	8.42	
2019-12	12.3	1.92	-0.06	36.08	1.16	55.4	
2020-01	12.07	1.88	-0.07	41.85	1.09	57.31	
2020-02	10.66	1.66	-0.17	-20.4	0.82	-3.57	
2020-03	10.76	1.68	-0.15	-57.83	0.83	-40.87	
2020-04	11.46	1.79	-0.09	-32.78	0.92	-27.42	
2020-05	11.76	1.83	-0.06	13.49	0.93	17.01	
2020-06	12.07	1.9	-0.03	37.86	0.98	41.56	
2020-07	15.55	2.45	0.25	81.83	1.5	83.5	
2020-08	19.51	3.07	0.57	98.81	2.07	98.72	
2020-09	18.85	2.97	0.51	88.15	1.88	88.19	
2020-10	19.22	3.03	0.54	91.3	1.89	91.24	
2020-11	23.69	3.73	0.88	97.62	2.45	97.7	
2020-12	25.68	4.04	1.02	94.25	2.61	94.14	
2021-01	32.35	5.09	1.51	99.55	3.35	99.55	
2021-02	39.63	6.24	2.01	97.26	4.11	97.26	
2021-03	29.47	4.64	1.21	73.52	2.65	73.49	
2021-04	28.04	4.41	1.07	57.82	2.37	58.12	
2021-05	26.8	4.22	0.96	40.57	2.13	40.33	
2021-06	17.31	4.11	0.26	-6.12	1.98	22.62	
2021-07	18.73	4.45	0.35	-21.51	2.13	25.65	
2021-08	19.16	4.55	0.38	-27.72	2.1	40.58	
2021-09	20.52	4.87	0.46	-21.21	2.23	60.4	
2021-10	18.73	4.45	0.33	-42.13	1.87	40.01	
2021-11	16.13	3.83	0.13	-74.19	1.41	-16.4	
2021-12	17.58	4.17	0.23	-69.06	1.56	-27.02	
2022-01	18.69	4.44	0.3	-50	1.66	-9.16	
2022-02	19.3	4.58	0.33	-30.58	1.68	17.13	
2022-03	15.11	3.58	0.04	-70.71	1.05	-48.91	
2022-04	14.18	3.37	-0.03	-89.1	0.89	-73.59	
2022-05	14.53	3.45	-0.01	-84.26	0.91	-74.06	
2022-06	15.85	3.8	0.07	-71.98	1.07	-60.5	
2022-07	14.65	3.51	-0.01	-85.67	0.87	-76.19	
2022-08	14.91	3.57	0	-76.55	0.87	-70.23	
2022-09	14.31	3.43	-0.04	-82.48	0.77	-80.36	
2022-10	11.66	2.8	-0.22	-94.48	0.42	-91.63	
2022-11	12.12	2.91	-0.19	-86.93	0.46	-86.73	
2022-12	12.65	3.03	-0.16	-80.15	0.5	-80.07	
2023-01	12.2	2.92	-0.19	-86.05	0.43	-86.16	
2023-02	13.35	3.2	-0.11	-53.62	0.55	-53.66	
2023-03	12.88	3.09	-0.15	-52.91	0.47	-53.07	
2023-04	14.2	3.4	-0.06	-7.19	0.6	-7.1	
2023-05	12.4	2.98	-0.18	-45.45	0.39	-44.55	
2023-06	11.78	2.86	-0.22	-64.33	0.31	-63.26	
2023-07	12.06	2.93	-0.2	-65.09	0.33	-63.14	
2023-08	12.28	2.98	-0.17	-59.98	0.34	-54.35	
2023-09	12.21	2.96	-0.17	-61.92	0.32	-58.48	
2023-10	11.27	2.73	-0.23	-80.41	0.21	-79.57	
2023-11	11.1	2.69	-0.23	-88.07	0.18	-86.44	
2023-12	10.24	2.48	-0.29	-98.04	0.08	-95.87	
2024-01	9.77	2.37	-0.32	-96.31	0.02	-95.86	
2024-02	9.99	2.43	-0.31	-86.03	0.04	-85.84	
2024-03	10.71	2.6	-0.25	-62.37	0.11	-62.07	
2024-04	11.15	2.71	-0.22	-34.55	0.14	-34.91	
2024-05	10.8	2.62	-0.25	-32.23	0.1	-32.5	
2024-06	9.75	2.39	-0.32	-72.56	-0.01	-71.9	
2024-07	9.35	2.29	-0.34	-81.68	-0.05	-80.59	
2024-08	8.84	2.17	-0.38	-90.95	-0.11	-89.98	
2024-09	8.7	2.13	-0.39	-92.1	-0.13	-91.68	
2024-10	9.43	2.31	-0.33	-67.21	-0.06	-65.82	
2024-11	9.81	2.4	-0.31	-40.39	-0.03	-37.37	
2024-12	9.37	2.3	-0.33	-56.21	-0.08	-53.73	
2025-01	8.78	2.15	-0.38	-76.37	-0.14	-75.95	
