month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2005-09	0.78	-0.1	
2005-10	0.65	-0.25	
2005-11	0.57	-0.34	
2005-12	0.53	-0.38	
2006-01	0.62	-0.28	
2006-02	0.74	-0.14	
2006-03	0.79	-0.09	
2006-04	0.95	0.09	
2006-05	1.11	0.28	
2006-06	1.04	0.18	
2006-07	1.08	0.23	
2006-08	0.95	0.07	
2006-09	0.99	0.11	
2006-10	1.02	0.15	
2006-11	1.11	0.23	
2006-12	1.5	0.65	
2007-01	2.49	1.68	
2007-02	2.8	1.95	
2007-03	2.91	1.97	
2007-04	3.08	2.08	
2007-05	3.38	2.28	
2007-06	3.32	2.13	
2007-07	3.13	1.87	
2007-08	4.13	2.69	
2007-09	5.03	3.3	
2007-10	4.73	2.91	
2007-11	3.9	2.15	
2007-12	4.39	2.43	
2008-01	4.28	2.24	
2008-02	3.64	1.7	
2008-03	2.83	1.07	
2008-04	2.14	0.54	
2008-05	2.27	0.61	
2008-06	1.66	0.17	
2008-07	1.54	0.08	
2008-08	1.28	-0.11	
2008-09	1.12	-0.22	
2008-10	1.06	-0.27	
2008-11	1.05	-0.28	
2008-12	1.05	-0.28	
2009-01	1.05	-0.28	
2009-02	1.37	-0.06	
2009-03	1.99	0.35	
2009-04	2.17	0.46	
2009-05	2.54	0.69	
2009-06	2.46	0.62	
2009-07	2.93	0.9	
2009-08	2.86	0.83	
2009-09	3.03	0.92	
2009-10	3.41	1.12	
2009-11	4.17	1.54	
2009-12	4.04	1.4	
2010-01	3.83	1.24	
2010-02	3.41	0.96	
2010-03	3.59	1.03	
2010-04	3.56	0.99	
2010-05	3	0.65	
2010-06	2.8	0.52	
2010-07	2.75	0.48	
2010-08	3.01	0.59	
2010-09	3.23	0.69	
2010-10	3.57	0.84	
2010-11	3.39	0.72	
2010-12	3.01	0.51	
2011-01	2.76	0.37	
2011-02	2.87	0.41	
2011-03	2.85	0.39	
2011-04	2.87	0.39	
2011-05	2.73	0.31	
2011-06	2.56	0.22	
2011-07	2.73	0.29	
2011-08	2.35	0.11	
2011-09	2.21	0.04	
2011-10	2.29	0.08	
2011-11	2.3	0.08	
2011-12	1.99	-0.07	
2012-01	2.13	0	
2012-02	2.26	0.06	
2012-03	2.45	0.14	
2012-04	2.48	0.15	
2012-05	2.6	0.2	
2012-06	2.75	0.27	
2012-07	2.65	0.22	
2012-08	2.7	0.23	
2012-09	2.68	0.22	
2012-10	2.87	0.3	
2012-11	2.87	0.29	
2012-12	3.07	0.36	
2013-01	3.75	0.64	
2013-02	4.56	0.97	
2013-03	4.67	0.99	
2013-04	5.41	1.25	
2013-05	5.71	1.33	
2013-06	5.06	1.03	
2013-07	4.75	0.88	
2013-08	5.35	1.08	
2013-09	5.66	1.16	
2013-10	6.12	1.29	
2013-11	6.12	1.24	
2013-12	6.37	1.29	
2014-01	5.81	1.05	
2014-02	5.54	0.92	
2014-03	5.08	0.73	
2014-04	5.96	1	
2014-05	6.09	1	
2014-06	6.41	1.07	
2014-07	6.96	1.2	
2014-08	7.22	1.24	
2014-09	7.15	1.18	
2014-10	7.7	1.31	
2014-11	7.72	1.26	
2014-12	8.94	1.56	
2015-01	10.57	1.94	
2015-02	11.24	2.05	
2015-03	10.9	1.88	
2015-04	11.57	1.97	
2015-05	12.53	2.14	
2015-06	11.72	1.87	
2015-07	10.07	1.43	
2015-08	8.44	1.01	
2015-09	7.34	0.73	
2015-10	8.51	0.98	
2015-11	8.44	0.94	
2015-12	9.06	1.06	
2016-01	7.96	0.8	
2016-02	8.08	0.81	
2016-03	7.82	0.74	
2016-04	8.68	0.91	
2016-05	7.93	0.73	
2016-06	7.7	0.67	
2016-07	8.51	0.82	
2016-08	9.07	0.91	
2016-09	8.89	0.85	
2016-10	9.03	0.85	
2016-11	8.93	0.8	
2016-12	8.85	0.76	
2017-01	8.74	0.71	
2017-02	9.07	0.75	
2017-03	8.97	0.7	
2017-04	8.92	0.67	
2017-05	7.98	0.47	
2017-06	8.37	0.52	
2017-07	8.55	0.54	
2017-08	8.25	0.47	
2017-09	8.25	0.46	
2017-10	8.42	0.47	
2017-11	7.93	0.37	
2017-12	7.67	0.32	
2018-01	7.77	0.32	
2018-02	7.26	0.23	
2018-03	7.04	0.19	
2018-04	6.49	0.09	
2018-05	6.13	0.02	
2018-06	5.66	-0.06	
2018-07	5.14	-0.15	
2018-08	4.62	-0.24	
2018-09	4.34	-0.28	
2018-10	3.93	-0.35	
2018-11	4.04	-0.34	
2018-12	4.02	-0.34	
2019-01	4.61	-0.24	
2019-02	5.24	-0.14	
2019-03	5.18	-0.16	
2019-04	5.86	-0.05	
2019-05	4.69	-0.24	
2019-06	4.13	-0.33	
2019-07	4.59	-0.26	
2019-08	5	-0.2	
2019-09	5.12	-0.18	
2019-10	4.7	-0.25	
2019-11	5.15	-0.18	
2019-12	5.75	-0.09	
2020-01	6.83	0.07	
2020-02	6.36	-0.01	
2020-03	6.74	0.04	
2020-04	6.07	-0.07	
2020-05	6.52	0	
2020-06	6.94	0.05	
2020-07	7.42	0.12	
2020-08	7.21	0.08	
2020-09	8.51	0.26	
2020-10	9.84	0.44	
2020-11	12.38	0.79	
2020-12	14.91	1.11	
2021-01	12.82	0.79	
2021-02	11.68	0.61	
2021-03	9.74	0.33	
2021-04	9.88	0.34	
2021-05	13.68	0.83	
2021-06	15.1	0.99	
2021-07	17.14	1.23	
2021-08	18.33	1.34	
2021-09	16.57	1.09	
2021-10	16.73	1.08	
2021-11	17.15	1.1	
2021-12	14.83	0.79	
2022-01	12.46	0.49	
2022-02	11.59	0.38	
2022-03	10.35	0.23	
2022-04	9.23	0.09	
2022-05	11.68	0.37	
2022-06	16.98	0.97	
2022-07	20.54	1.33	
2022-08	19.88	1.22	
2022-09	16	0.77	
2022-10	14.35	0.57	
2022-11	14.33	0.56	
2022-12	15.56	0.68	
2023-01	15.29	0.64	
2023-02	16.1	0.71	
2023-03	14.28	0.5	
2023-04	13.68	0.43	
2023-05	14.14	0.47	
2023-06	14.44	0.5	
2023-07	16.59	0.71	
2023-08	16.77	0.72	
2023-09	15.55	0.59	
2023-10	17.5	0.78	
2023-11	20.17	1.03	
2023-12	21.45	1.13	
2024-01	17.22	0.7	
2024-02	16.15	0.58	
2024-03	19.54	0.89	
2024-04	20.29	0.94	
2024-05	17.17	0.63	
2024-06	16.55	0.56	
2024-07	17.91	0.67	
2024-08	15.53	0.44	
2024-09	14.91	0.37	
2024-10	16.42	0.5	
2024-11	17.56	0.59	
2024-12	17	0.53	
2025-01	15.45	0.38	
2025-02	15.46	0.37	
