month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2000-05	30.23	-62.32	
2000-06	31.42	-40.91	
2000-07	33.04	-3.45	
2000-08	33.88	19.6	
2000-09	31.59	-3.1	
2000-10	31.78	-12.55	
2000-11	37.59	42.41	
2000-12	38.34	74.79	
2001-01	38.46	79.46	
2001-02	34.13	40.81	
2001-03	36.16	49.51	
2001-04	36.86	67.64	
2001-05	38.74	82.25	
2001-06	38.94	81.59	
2001-07	39.88	88.69	
2001-08	38.28	70.9	
2001-09	20.02	-27.86	
2001-10	17.95	-74.5	
2001-11	17.5	-86.12	
2001-12	20.33	-70.02	
2002-01	19.44	-74.82	
2002-02	20.31	-57.5	
2002-03	20.71	-43.96	
2002-04	17.77	-63.35	
2002-05	14.49	-88.05	
2002-06	13.87	-93.57	
2002-07	14.9	-79.5	
2002-08	14.41	-85.84	
2002-09	13.09	-95.71	
2002-10	12.14	-98.01	
2002-11	11.35	-97.7	
2002-12	11.55	-85.03	
2003-01	11.81	-75.85	
2003-02	12.02	-65.59	
2003-03	11.29	-85.25	
2003-04	10.72	-80.7	
2003-05	9.53	-92.98	
2003-06	10.07	-85.2	
2003-07	10.27	-77.84	
2003-08	9.91	-80.02	
2003-09	9.24	-92.9	
2003-10	9.67	-76.93	
2003-11	10.18	-49.02	
2003-12	10.77	-11.96	
2004-01	11.71	21.02	
2004-02	11.91	34.95	
2004-03	13.45	62.54	
2004-04	9.62	38.1	
2004-05	6.65	-29.35	
2004-06	6.2	-59.86	
2004-07	6.39	-72.4	
2004-08	6.43	-78.37	
2004-09	6.71	-70.45	
2004-10	7.39	-43.03	
2004-11	7.21	-40.71	
2004-12	6.72	-57.3	
2005-01	6.79	-48.57	
2005-02	7.29	-1.17	
2005-03	7.09	-5.05	
2005-04	7.38	23.21	
2005-05	7.31	30.83	
2005-06	7.4	30.97	
2005-07	7.75	67.86	
2005-08	7.92	65.41	
2005-09	7.68	52.31	
2005-10	7.05	2.34	
2005-11	6.75	-28.25	
2005-12	7.06	-32.26	
2006-01	7.89	12.74	
2006-03	8.29	38.66	
2006-04	8.29	41.83	
2006-05	13.37	92.3	
2006-06	13.17	91.92	
2006-07	13.84	91.41	
2006-08	12.87	74.07	
2006-09	12.83	68.07	
2006-10	12.61	51.94	
2006-11	14.1	71.39	
2006-12	18.7	96	
2007-01	27.42	98.41	
2007-02	26.07	90.48	
2007-03	25.09	84.87	
2007-04	32.48	94.78	
2007-05	26.14	79.02	
2007-06	31.39	91.07	
2007-07	30.25	83.89	
2007-08	33.49	95.84	
2007-09	38.37	97.6	
2007-10	45.49	96.13	
2007-11	37.94	76.66	
2007-12	41.3	80.22	
2008-01	43.17	84.94	
2008-02	37.45	52.56	
2008-03	31.34	13.26	
2008-04	24.93	-26.45	
2008-05	25.71	-37.45	
2008-06	19.32	-64.11	
2008-07	19.63	-66.97	
2008-08	19.57	-78.44	
2008-09	16.11	-88.96	
2008-10	13.49	-94.24	
2008-11	13.55	-88.53	
2008-12	15.2	-76.24	
2009-01	14.19	-83.39	
2009-02	16.26	-51.92	
2009-03	15.19	-52.76	
2009-04	16.28	-18.39	
2009-05	17.04	2.73	
2009-06	18.57	27.47	
2009-07	22.72	47.07	
2009-08	22.63	51.36	
2009-09	22.63	61.81	
2009-10	22.5	53.85	
2009-11	25.56	79.25	
2009-12	29.95	91.38	
