month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2013-06	0.54	26.56	
2013-07	0.65	50	
2013-08	0.71	70.54	
2013-09	0.86	85.76	
2013-10	0.75	74.01	
2013-11	0.78	69.22	
2013-12	1.13	95.25	
2014-01	1.26	91.88	
2014-02	1.24	89.57	
2014-03	0.99	60.67	
2014-04	0.9	35.37	
2014-05	0.87	10.62	
2014-06	0.99	30	
2014-07	1	33.54	
2014-08	1	26.15	
2014-09	1.05	53.66	
2014-10	1.03	54.46	
2014-11	1.17	70.45	
2014-12	1.29	75.62	
2015-01	1.11	52.72	
2015-02	1.22	72.2	
2015-03	1.31	88.76	
2015-04	1.66	96.3	
2015-05	2.4	99.38	
2015-06	2.42	88.52	
2015-07	1.4	46	
2015-08	1.23	11.69	
2015-09	0.98	-18.53	
2015-10	1.5	-0.21	
2015-11	1.97	42.13	
2015-12	1.91	56.72	
2016-01	1.36	14.2	
2016-02	1.36	-16.25	
2016-03	1.27	-40.64	
2016-04	1.53	-16.74	
2016-05	1.67	11.95	
2016-06	2.34	54.73	
2016-07	2.34	75.81	
2016-08	2.34	82.61	
2016-09	2.34	80.63	
2016-10	2.34	79.52	
2016-11	2.34	72.81	
2016-12	2.46	81.78	
2017-01	2.57	95.09	
2017-02	2.57	90.97	
2017-03	2.57	86.57	
2017-04	1.6	13.54	
2017-05	1.36	-44.87	
2017-06	1.25	-68.02	
2017-07	1.28	-76.36	
2017-08	1.37	-64.4	
2017-09	1.89	-27	
2017-10	1.67	-36.66	
2017-11	1.77	-18.99	
2017-12	1.92	15.18	
2018-01	1.78	8.97	
2018-02	1.33	-41.49	
2018-03	1.47	-52.4	
2018-04	1.74	-14.33	
2018-05	1.59	-23.58	
2018-06	1.42	-57.81	
2018-07	1.51	-49.47	
2018-08	1.43	-71.16	
2018-09	1.38	-87.92	
2018-10	1.18	-96.58	
2018-11	1.18	-87.46	
2018-12	1.27	-77.68	
2019-01	1.23	-78.33	
2019-02	1.38	-39.94	
2019-03	1.81	14.2	
2019-04	1.81	41.62	
2019-05	1.75	47.63	
2019-06	1.78	60.24	
2019-07	1.97	84.32	
2019-08	2.58	95.66	
2019-09	3.58	96.79	
2019-10	3.21	85.12	
2019-11	3.81	96.04	
2019-12	5.33	97.85	
2020-01	5.84	95.98	
2020-02	7.25	98.53	
2020-03	6.4	81.74	
2020-04	5.8	65.86	
2020-05	6.27	71.48	
2020-06	6.34	72.05	
2020-07	6.58	74.11	
2020-08	5.77	27.81	
2020-09	5.35	-5.4	
2020-10	4.91	-30.52	
2020-11	5.33	-26.91	
2020-12	6.09	14.6	
2021-01	5.07	-34.91	
2021-02	4.22	-70.42	
2021-03	3.82	-79.27	
2021-04	4.31	-69.3	
2021-05	4.35	-71.13	
2021-06	6.02	-1.91	
2021-07	8.39	40.1	
2021-08	10.03	74.35	
2021-09	8.61	74.29	
2021-10	8.12	67.97	
2021-11	9.14	81.74	
2021-12	8.74	65.68	
2022-01	7.17	23.45	
2022-02	6.87	-2.68	
2022-03	6.39	-26.4	
2022-04	5.22	-52.3	
2022-05	5.32	-56.44	
2022-06	5.99	-51.19	
2022-07	5.84	-57.31	
2022-08	5.71	-64.01	
2022-09	4.86	-86.18	
2022-10	4.42	-92.35	
2022-11	4.8	-80.03	
2022-12	4.84	-76.54	
2023-01	4.74	-80.47	
2023-02	5.03	-49.2	
2023-03	5.11	-37.27	
2023-04	6.48	24.15	
2023-05	5.54	18.84	
2023-06	5.73	32.05	
2023-07	5.89	44.26	
2023-08	4.91	-8.77	
2023-09	4.82	-33.97	
2023-10	4.56	-51.47	
2023-11	4.72	-52.72	
2023-12	4.22	-73.55	
2024-01	3.55	-86.73	
2024-02	3.59	-85.46	
2024-03	4.22	-63.14	
2024-04	3.99	-71.12	
2024-05	3.88	-73.21	
2024-06	3.77	-81.34	
2024-07	3.58	-85.56	
2024-08	3.12	-95.74	
2024-09	3.01	-93.61	
2024-10	4.6	-28.42	
2024-11	4.68	11.27	
2024-12	4.59	33.68	
2025-01	4.09	28.33	
