month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2014-12	3.32	-0.28	
2015-01	3.3	-0.29	
2015-02	2.97	-0.37	
2015-03	3.26	-0.31	
2015-04	3.94	-0.17	
2015-05	3.78	-0.2	
2015-06	4.21	-0.12	
2015-07	2.81	-0.41	
2015-08	2.76	-0.43	
2015-09	2.4	-0.5	
2015-10	2.43	-0.49	
2015-11	2.49	-0.48	
2015-12	2.43	-0.49	
2016-01	2.54	-0.46	
2016-02	2.63	-0.44	
2016-03	2.83	-0.4	
2016-04	2.83	-0.39	
2016-05	2.46	-0.47	
2016-06	2.4	-0.48	
2016-07	2.81	-0.39	
2016-08	3.08	-0.33	
2016-09	2.95	-0.36	
2016-10	3.16	-0.31	
2016-11	3.53	-0.22	
2016-12	3.28	-0.28	
2017-01	3.29	-0.28	
2017-02	3.53	-0.23	
2017-03	3.34	-0.28	
2017-04	3.17	-0.31	
2017-05	2.68	-0.42	
2017-06	2.82	-0.39	
2017-07	3.36	-0.28	
2017-08	3.93	-0.15	
2017-09	4.17	-0.1	
2017-10	3.73	-0.19	
2017-11	3.63	-0.21	
2017-12	4.03	-0.12	
2018-01	4.59	0	
2018-02	4.92	0.08	
2018-03	4.29	-0.06	
2018-04	3.96	-0.12	
2018-05	3.92	-0.13	
2018-06	3.77	-0.16	
2018-07	3.35	-0.25	
2018-08	3.31	-0.25	
2018-09	3.05	-0.31	
2018-10	3.13	-0.29	
2018-11	3.1	-0.29	
2018-12	2.88	-0.34	
2019-01	2.73	-0.37	
2019-02	3.01	-0.3	
2019-03	3.17	-0.26	
2019-04	3.3	-0.22	
2019-05	3.05	-0.27	
2019-06	3.21	-0.22	
2019-07	3.28	-0.2	
2019-08	3.15	-0.22	
2019-09	3.09	-0.22	
2019-10	2.97	-0.24	
2019-11	2.78	-0.28	
2019-12	2.84	-0.25	
2020-01	2.91	-0.22	
2020-02	2.56	-0.31	
2020-03	2.46	-0.33	
2020-04	2.35	-0.35	
2020-05	2.27	-0.36	
2020-06	2.31	-0.34	
2020-07	2.78	-0.2	
2020-08	2.7	-0.21	
2020-09	2.67	-0.21	
2020-10	2.7	-0.19	
2020-11	2.67	-0.19	
2020-12	2.76	-0.16	
2021-01	2.58	-0.21	
2021-02	2.39	-0.26	
2021-03	2.56	-0.2	
2021-04	3.01	-0.06	
2021-05	4.37	0.38	
2021-06	5.28	0.67	
2021-07	5.28	0.67	
2021-08	5.89	0.86	
2021-09	7.07	1.22	
2021-10	6.1	0.9	
2021-11	4.95	0.53	
2021-12	4.99	0.54	
2022-01	5.33	0.63	
2022-02	5.74	0.75	
2022-03	6.92	1.09	
2022-04	7.14	1.13	
2022-05	6.26	0.85	
2022-06	6.81	0.99	
2022-07	6.39	0.84	
2022-08	6.71	0.91	
2022-09	7.46	1.09	
2022-10	7.05	0.95	
2022-11	7.88	1.15	
2022-12	8.15	1.18	
2023-01	8.24	1.18	
2023-02	9.49	1.46	
2023-03	9.56	1.44	
2023-04	9.05	1.27	
2023-05	9.13	1.27	
2023-06	8.74	1.14	
2023-07	9.02	1.17	
2023-08	8.49	1.02	
2023-09	9.91	1.33	
2023-10	10	1.32	
2023-11	10.71	1.44	
2023-12	11.86	1.65	
2024-01	12.1	1.64	
2024-02	13.1	1.79	
2024-03	12.78	1.67	
2024-04	11.52	1.36	
2024-05	11.97	1.4	
2024-06	11.42	1.26	
2024-07	9.42	0.84	
2024-08	8.44	0.63	
2024-09	8.14	0.55	
2024-10	9.14	0.72	
2024-11	8.62	0.61	
2024-12	8.52	0.57	
2025-01	7.71	0.41	
2025-02	7.11	0.29	
