month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2014-02	1.49	78.41	
2014-03	1.37	35.12	
2014-04	1.44	42.86	
2014-05	1.29	-15.71	
2014-06	1.31	-29.33	
2014-07	1.4	-16.54	
2014-08	1.46	30.1	
2014-09	1.54	48.72	
2014-10	1.78	75.94	
2014-11	1.98	93.88	
2014-12	1.82	80.24	
2015-01	1.72	65.18	
2015-02	1.78	68.81	
2015-03	2.23	91.19	
2015-04	2.83	95.83	
2015-05	3.25	95.58	
2015-06	4.08	93.41	
2015-07	2.79	67.93	
2015-08	2.61	47.66	
2015-09	2.12	5.89	
2015-10	2.56	12.81	
2015-11	2.78	29.33	
2015-12	2.99	54.39	
2016-01	2.22	-6.79	
2016-02	2.06	-35.83	
2016-03	2.08	-55.94	
2016-04	2.24	-51.92	
2016-05	2.02	-74.28	
2016-06	2.49	-36.92	
2016-07	2.5	5.02	
2016-08	2.32	-11.22	
2016-09	2.28	-29.11	
2016-10	2.35	-14.17	
2016-11	2.37	6.57	
2016-12	2.17	-41.44	
2017-01	2.1	-68.65	
2017-02	2.13	-66.02	
2017-03	2.15	-55.98	
2017-04	1.95	-80.31	
2017-05	1.69	-93.66	
2017-06	1.61	-90.06	
2017-07	1.62	-88.31	
2017-08	1.62	-81.06	
2017-09	1.62	-79.51	
2017-10	1.62	-73.63	
2017-11	3.99	-0.69	
2017-12	8.8	86.48	
2018-01	9.29	91.84	
2018-02	10.69	97.8	
2018-03	8.71	77.76	
2018-04	7.53	56.85	
2018-05	6.58	35.43	
2018-06	5.83	13.93	
2018-07	5.07	-13.07	
2018-08	4.38	-34.12	
2018-09	5.07	-26.5	
2018-10	4.06	-52.33	
2018-11	4.25	-58.81	
2018-12	4.01	-80.98	
2019-01	3.78	-87.7	
2019-02	4.32	-65.48	
2019-03	4.92	-17.01	
2019-04	4.65	-12.03	
2019-05	3.92	-55.76	
2019-06	3.9	-68.61	
2019-07	3.83	-74.22	
2019-08	3.48	-84.62	
2019-09	4.5	-33.13	
2019-10	4.4	-1.39	
2019-11	4.01	-20.19	
2019-12	4.05	-32.91	
2020-01	4.48	26.56	
2020-02	4.52	34.64	
2020-03	3.86	-2.88	
2020-04	3.6	-53.83	
2020-05	3.31	-74.5	
2020-06	3.44	-71.12	
2020-07	3.67	-58.38	
2020-08	3.54	-70.11	
2020-09	3.28	-87.95	
2020-10	3.11	-93.81	
2020-11	2.89	-94.86	
2020-12	3.05	-81.76	
2021-01	3.16	-68.79	
2021-02	2.97	-79.05	
2021-03	2.69	-94.41	
2021-04	2.53	-94.43	
2021-05	2.27	-97.92	
2021-06	2.27	-92.9	
2021-07	2.32	-81.61	
2021-08	2.24	-92.61	
2021-09	2.27	-80.76	
2021-10	2.21	-92.52	
2021-11	2.25	-75.93	
2021-12	2.28	-60.71	
2022-01	2.26	-28.05	
2022-02	1.99	-91.35	
2022-03	1.9	-96.66	
2022-04	1.66	-99.81	
2022-05	1.52	-95.44	
2022-06	1.56	-84.27	
2022-07	1.46	-92.6	
2022-08	1.4	-93.25	
2022-09	1.35	-93.79	
2022-10	1.28	-93.08	
2022-11	1.32	-83.08	
2022-12	1.27	-90.06	
2023-01	1.28	-85.43	
2023-02	1.84	-18.75	
2023-03	2.55	43.87	
2023-04	3.17	70.77	
2023-05	2.7	69.78	
2023-06	2.7	72.77	
2023-07	2.25	43.62	
2023-08	2.13	25.74	
2023-09	1.94	-5.31	
2023-10	1.74	-33.82	
2023-11	1.74	-43.75	
2023-12	1.69	-59.35	
2024-01	1.46	-73.5	
2024-02	1.42	-78.44	
2024-03	1.74	-52.55	
2024-04	1.57	-68.84	
2024-05	1.6	-61.07	
2024-06	1.5	-84.73	
2024-07	1.39	-90.8	
2024-08	1.35	-93.02	
2024-09	1.36	-88.96	
2024-10	1.65	-29.02	
2024-11	2.26	22.28	
2024-12	2.29	64.73	
2025-01	1.9	58.63	
