month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2020-08	19.08	0.16	
2020-09	17.66	0.07	
2020-10	16.76	0.01	
2020-11	15.6	-0.06	
2020-12	16.42	-0.02	
2021-01	17.03	0.02	
2021-02	16.02	-0.05	
2021-03	14.48	-0.14	
2021-04	13.61	-0.19	
2021-05	12.26	-0.27	
2021-06	12.22	-0.28	
2021-07	12.53	-0.26	
2021-08	12.1	-0.29	
2021-09	12.23	-0.28	
2021-10	11.91	-0.3	
2021-11	12.15	-0.28	
2021-12	12.27	-0.28	
2022-01	12.18	-0.29	
2022-02	10.71	-0.37	
2022-03	10.34	-0.4	
2022-04	8.95	-0.48	
2022-05	8.2	-0.52	
2022-06	8.38	-0.51	
2022-07	7.76	-0.55	
2022-08	7.46	-0.56	
2022-09	7.18	-0.58	
2022-10	6.83	-0.6	
2022-11	7.06	-0.59	
2022-12	6.77	-0.6	
2023-01	6.84	-0.6	
2023-02	9.79	-0.43	
2023-03	13.58	-0.21	
2023-04	16.9	-0.02	
2023-05	14.36	-0.17	
2023-06	14.4	-0.17	
2023-07	11.98	-0.31	
2023-08	11.33	-0.35	
2023-09	10.34	-0.4	
2023-10	9.27	-0.46	
2023-11	9.25	-0.46	
2023-12	8.98	-0.48	
2024-01	7.79	-0.54	
2024-02	7.56	-0.55	
2024-03	9.25	-0.45	
2024-04	8.36	-0.5	
2024-05	8.55	-0.49	
2024-06	7.88	-0.53	
2024-07	7.33	-0.56	
2024-08	7.12	-0.57	
2024-09	7.15	-0.57	
2024-10	8.65	-0.47	
2024-11	11.9	-0.28	
2024-12	12.06	-0.27	
2025-01	9.97	-0.39	
